dataset,profile,metric,series,category,display_value,annotation
SEA,immediate_unscreened,accuracy,adwin,0,91.26911667826788,91.3
SEA,immediate_unscreened,accuracy,adwin,1,92.01762177369697,92.0
SEA,immediate_unscreened,accuracy,adwin,2,91.4310159072204,91.4
SEA,immediate_unscreened,accuracy,adwin,3,87.49120699764724,87.5
SEA,immediate_unscreened,accuracy,adwin,4,83.99490782750355,84.0
SEA,immediate_unscreened,accuracy,adwin,5,90.43561646352904,90.4
SEA,immediate_unscreened,accuracy,adwin,6,90.0992557827081,90.1
SEA,immediate_unscreened,accuracy,hddm_w,0,92.18204839138696,92.2
SEA,immediate_unscreened,accuracy,hddm_w,1,90.77484059111488,90.8
SEA,immediate_unscreened,accuracy,hddm_w,2,90.29350001640879,90.3
SEA,immediate_unscreened,accuracy,hddm_w,3,87.36983948236694,87.4
SEA,immediate_unscreened,accuracy,hddm_w,4,84.09093134582766,84.1
SEA,immediate_unscreened,accuracy,hddm_w,5,91.74435403995028,91.7
SEA,immediate_unscreened,accuracy,hddm_w,6,91.15286896673433,91.2
SEA,immediate_unscreened,accuracy,hellinger,0,90.98849431717818,91.0
SEA,immediate_unscreened,accuracy,hellinger,1,90.83113006622877,90.8
SEA,immediate_unscreened,accuracy,hellinger,2,90.09758414597951,90.1
SEA,immediate_unscreened,accuracy,hellinger,3,90.00778501231167,90.0
SEA,immediate_unscreened,accuracy,hellinger,4,89.25439416137377,89.3
SEA,immediate_unscreened,accuracy,hellinger,5,90.78284266299184,90.8
SEA,immediate_unscreened,accuracy,hellinger,6,90.37777025841328,90.4
SEA,immediate_unscreened,accuracy,d3_oof,0,91.79172001569556,91.8
SEA,immediate_unscreened,accuracy,d3_oof,1,91.05808471307004,91.1
SEA,immediate_unscreened,accuracy,d3_oof,2,91.18697442138875,91.2
SEA,immediate_unscreened,accuracy,d3_oof,3,90.94176149845212,90.9
SEA,immediate_unscreened,accuracy,d3_oof,4,90.29866976856763,90.3
SEA,immediate_unscreened,accuracy,d3_oof,5,91.50129155124263,91.5
SEA,immediate_unscreened,accuracy,d3_oof,6,90.88879500163159,90.9
SEA,immediate_unscreened,macro_f1,adwin,0,90.46173725998348,90.5
SEA,immediate_unscreened,macro_f1,adwin,1,91.30929302889926,91.3
SEA,immediate_unscreened,macro_f1,adwin,2,90.6583712935176,90.7
SEA,immediate_unscreened,macro_f1,adwin,3,86.31514403072781,86.3
SEA,immediate_unscreened,macro_f1,adwin,4,82.6243224785902,82.6
SEA,immediate_unscreened,macro_f1,adwin,5,89.48346978982586,89.5
SEA,immediate_unscreened,macro_f1,adwin,6,89.13774739487197,89.1
SEA,immediate_unscreened,macro_f1,hddm_w,0,91.515469506448,91.5
SEA,immediate_unscreened,macro_f1,hddm_w,1,89.91758942837208,89.9
SEA,immediate_unscreened,macro_f1,hddm_w,2,89.39787428675729,89.4
SEA,immediate_unscreened,macro_f1,hddm_w,3,86.20858296178683,86.2
SEA,immediate_unscreened,macro_f1,hddm_w,4,82.74919350962972,82.7
SEA,immediate_unscreened,macro_f1,hddm_w,5,91.03925022649308,91.0
SEA,immediate_unscreened,macro_f1,hddm_w,6,90.34961228378535,90.3
SEA,immediate_unscreened,macro_f1,hellinger,0,90.1481336769867,90.1
SEA,immediate_unscreened,macro_f1,hellinger,1,89.98634164113577,90.0
SEA,immediate_unscreened,macro_f1,hellinger,2,89.16708829014857,89.2
SEA,immediate_unscreened,macro_f1,hellinger,3,89.10119161706204,89.1
SEA,immediate_unscreened,macro_f1,hellinger,4,88.30129131092987,88.3
SEA,immediate_unscreened,macro_f1,hellinger,5,89.91469902806847,89.9
SEA,immediate_unscreened,macro_f1,hellinger,6,89.46253076691787,89.5
SEA,immediate_unscreened,macro_f1,d3_oof,0,91.06852981839016,91.1
SEA,immediate_unscreened,macro_f1,d3_oof,1,90.19520799452644,90.2
SEA,immediate_unscreened,macro_f1,d3_oof,2,90.4150172286421,90.4
SEA,immediate_unscreened,macro_f1,d3_oof,3,90.12701424719847,90.1
SEA,immediate_unscreened,macro_f1,d3_oof,4,89.41929389155322,89.4
SEA,immediate_unscreened,macro_f1,d3_oof,5,90.74013241398285,90.7
SEA,immediate_unscreened,macro_f1,d3_oof,6,90.06387699334377,90.1
SEA,immediate_unscreened,macro_recall,adwin,0,89.83308128960076,89.8
SEA,immediate_unscreened,macro_recall,adwin,1,90.79154677919176,90.8
SEA,immediate_unscreened,macro_recall,adwin,2,90.10326398971532,90.1
SEA,immediate_unscreened,macro_recall,adwin,3,85.71283961528411,85.7
SEA,immediate_unscreened,macro_recall,adwin,4,82.3024545333255,82.3
SEA,immediate_unscreened,macro_recall,adwin,5,88.65635487710763,88.7
SEA,immediate_unscreened,macro_recall,adwin,6,88.39083728868195,88.4
SEA,immediate_unscreened,macro_recall,hddm_w,0,91.11665464061822,91.1
SEA,immediate_unscreened,macro_recall,hddm_w,1,89.28349649397043,89.3
SEA,immediate_unscreened,macro_recall,hddm_w,2,88.79586199725186,88.8
SEA,immediate_unscreened,macro_recall,hddm_w,3,85.66592473713222,85.7
SEA,immediate_unscreened,macro_recall,hddm_w,4,82.46046889618442,82.5
SEA,immediate_unscreened,macro_recall,hddm_w,5,90.63900273870358,90.6
SEA,immediate_unscreened,macro_recall,hddm_w,6,89.7799075886136,89.8
SEA,immediate_unscreened,macro_recall,hellinger,0,89.50233793058567,89.5
SEA,immediate_unscreened,macro_recall,hellinger,1,89.3776891447709,89.4
SEA,immediate_unscreened,macro_recall,hellinger,2,88.52121319685097,88.5
SEA,immediate_unscreened,macro_recall,hellinger,3,88.54965369543845,88.5
SEA,immediate_unscreened,macro_recall,hellinger,4,87.82979994729962,87.8
SEA,immediate_unscreened,macro_recall,hellinger,5,89.24051123503972,89.2
SEA,immediate_unscreened,macro_recall,hellinger,6,88.77140970020618,88.8
SEA,immediate_unscreened,macro_recall,d3_oof,0,90.57947426713841,90.6
SEA,immediate_unscreened,macro_recall,d3_oof,1,89.45395990930419,89.5
SEA,immediate_unscreened,macro_recall,d3_oof,2,89.9475657923611,89.9
SEA,immediate_unscreened,macro_recall,d3_oof,3,89.58544897949488,89.6
SEA,immediate_unscreened,macro_recall,d3_oof,4,88.86772976145166,88.9
SEA,immediate_unscreened,macro_recall,d3_oof,5,90.20695195586028,90.2
SEA,immediate_unscreened,macro_recall,d3_oof,6,89.50675486136888,89.5
SEA,immediate_unscreened,roc_auc,adwin,0,0.9261722376213566,.926
SEA,immediate_unscreened,roc_auc,adwin,1,0.93028124168965,.930
SEA,immediate_unscreened,roc_auc,adwin,2,0.9290002450856836,.929
SEA,immediate_unscreened,roc_auc,adwin,3,0.9072087938817802,.907
SEA,immediate_unscreened,roc_auc,adwin,4,0.8846408696019711,.885
SEA,immediate_unscreened,roc_auc,adwin,5,0.9229102147066748,.923
SEA,immediate_unscreened,roc_auc,adwin,6,0.9232832900596368,.923
SEA,immediate_unscreened,roc_auc,hddm_w,0,0.9340372146060848,.934
SEA,immediate_unscreened,roc_auc,hddm_w,1,0.9207331036895372,.921
SEA,immediate_unscreened,roc_auc,hddm_w,2,0.9259895140965902,.926
SEA,immediate_unscreened,roc_auc,hddm_w,3,0.9069970119756676,.907
SEA,immediate_unscreened,roc_auc,hddm_w,4,0.885547752672372,.886
SEA,immediate_unscreened,roc_auc,hddm_w,5,0.9336281069642546,.934
SEA,immediate_unscreened,roc_auc,hddm_w,6,0.9305047006586032,.931
SEA,immediate_unscreened,roc_auc,hellinger,0,0.9260840186023772,.926
SEA,immediate_unscreened,roc_auc,hellinger,1,0.924220576030522,.924
SEA,immediate_unscreened,roc_auc,hellinger,2,0.9217278917410756,.922
SEA,immediate_unscreened,roc_auc,hellinger,3,0.9179290444014786,.918
SEA,immediate_unscreened,roc_auc,hellinger,4,0.9174496259449472,.917
SEA,immediate_unscreened,roc_auc,hellinger,5,0.9264620783788292,.926
SEA,immediate_unscreened,roc_auc,hellinger,6,0.9240545774794268,.924
SEA,immediate_unscreened,roc_auc,d3_oof,0,0.9307440802637862,.931
SEA,immediate_unscreened,roc_auc,d3_oof,1,0.927434371073229,.927
SEA,immediate_unscreened,roc_auc,d3_oof,2,0.9273984301944028,.927
SEA,immediate_unscreened,roc_auc,d3_oof,3,0.9269893619817012,.927
SEA,immediate_unscreened,roc_auc,d3_oof,4,0.9211219324594304,.921
SEA,immediate_unscreened,roc_auc,d3_oof,5,0.9315561147493384,.932
SEA,immediate_unscreened,roc_auc,d3_oof,6,0.9276586976527628,.928
SEA,confirmed_unscreened,accuracy,adwin,0,92.6460621595745,92.6
SEA,confirmed_unscreened,accuracy,adwin,1,92.00018916264092,92.0
SEA,confirmed_unscreened,accuracy,adwin,2,90.93060532409756,90.9
SEA,confirmed_unscreened,accuracy,adwin,3,90.51889842993984,90.5
SEA,confirmed_unscreened,accuracy,adwin,4,89.71048317206899,89.7
SEA,confirmed_unscreened,accuracy,adwin,5,91.89262590969427,91.9
SEA,confirmed_unscreened,accuracy,adwin,6,91.82219313470628,91.8
SEA,confirmed_unscreened,accuracy,hddm_w,0,91.47797118827128,91.5
SEA,confirmed_unscreened,accuracy,hddm_w,1,91.99329276586693,92.0
SEA,confirmed_unscreened,accuracy,hddm_w,2,91.644781582644,91.6
SEA,confirmed_unscreened,accuracy,hddm_w,3,90.31398271185616,90.3
SEA,confirmed_unscreened,accuracy,hddm_w,4,89.46995843410929,89.5
SEA,confirmed_unscreened,accuracy,hddm_w,5,91.10157398735193,91.1
SEA,confirmed_unscreened,accuracy,hddm_w,6,90.49604221290696,90.5
SEA,confirmed_unscreened,accuracy,hellinger,0,92.3678729320504,92.4
SEA,confirmed_unscreened,accuracy,hellinger,1,92.00703553979591,92.0
SEA,confirmed_unscreened,accuracy,hellinger,2,91.37948344233858,91.4
SEA,confirmed_unscreened,accuracy,hellinger,3,91.57705373807681,91.6
SEA,confirmed_unscreened,accuracy,hellinger,4,90.67579614040639,90.7
SEA,confirmed_unscreened,accuracy,hellinger,5,91.70975740340168,91.7
SEA,confirmed_unscreened,accuracy,hellinger,6,91.31823453286896,91.3
SEA,confirmed_unscreened,accuracy,d3_oof,0,91.5393514782548,91.5
SEA,confirmed_unscreened,accuracy,d3_oof,1,90.61590063933684,90.6
SEA,confirmed_unscreened,accuracy,d3_oof,2,89.52597431077565,89.5
SEA,confirmed_unscreened,accuracy,d3_oof,3,90.31258176841628,90.3
SEA,confirmed_unscreened,accuracy,d3_oof,4,90.89752766658772,90.9
SEA,confirmed_unscreened,accuracy,d3_oof,5,90.79322775720688,90.8
SEA,confirmed_unscreened,accuracy,d3_oof,6,91.2827605763074,91.3
SEA,confirmed_unscreened,macro_f1,adwin,0,91.98898622803017,92.0
SEA,confirmed_unscreened,macro_f1,adwin,1,91.29413529746128,91.3
SEA,confirmed_unscreened,macro_f1,adwin,2,90.06556749069841,90.1
SEA,confirmed_unscreened,macro_f1,adwin,3,89.66794419792316,89.7
SEA,confirmed_unscreened,macro_f1,adwin,4,88.80979426938129,88.8
SEA,confirmed_unscreened,macro_f1,adwin,5,91.18129008536833,91.2
SEA,confirmed_unscreened,macro_f1,adwin,6,91.09253685796276,91.1
SEA,confirmed_unscreened,macro_f1,hddm_w,0,90.68769718516704,90.7
SEA,confirmed_unscreened,macro_f1,hddm_w,1,91.3015496736794,91.3
SEA,confirmed_unscreened,macro_f1,hddm_w,2,90.89103758042421,90.9
SEA,confirmed_unscreened,macro_f1,hddm_w,3,89.44773168148471,89.4
SEA,confirmed_unscreened,macro_f1,hddm_w,4,88.5650842545231,88.6
SEA,confirmed_unscreened,macro_f1,hddm_w,5,90.27241375474267,90.3
SEA,confirmed_unscreened,macro_f1,hddm_w,6,89.55115123965362,89.6
SEA,confirmed_unscreened,macro_f1,hellinger,0,91.70806194146752,91.7
SEA,confirmed_unscreened,macro_f1,hellinger,1,91.31108916547186,91.3
SEA,confirmed_unscreened,macro_f1,hellinger,2,90.59187272063474,90.6
SEA,confirmed_unscreened,macro_f1,hellinger,3,90.85918388233905,90.9
SEA,confirmed_unscreened,macro_f1,hellinger,4,89.87446860197336,89.9
SEA,confirmed_unscreened,macro_f1,hellinger,5,90.98352649954529,91.0
SEA,confirmed_unscreened,macro_f1,hellinger,6,90.54137228299236,90.5
SEA,confirmed_unscreened,macro_f1,d3_oof,0,90.70762422148192,90.7
SEA,confirmed_unscreened,macro_f1,d3_oof,1,89.6945240969559,89.7
SEA,confirmed_unscreened,macro_f1,d3_oof,2,88.37993258675868,88.4
SEA,confirmed_unscreened,macro_f1,d3_oof,3,89.3112957358289,89.3
SEA,confirmed_unscreened,macro_f1,d3_oof,4,90.05378382442841,90.1
SEA,confirmed_unscreened,macro_f1,d3_oof,5,89.91592467977237,89.9
SEA,confirmed_unscreened,macro_f1,d3_oof,6,90.49585969244453,90.5
SEA,confirmed_unscreened,macro_recall,adwin,0,91.44148156495358,91.4
SEA,confirmed_unscreened,macro_recall,adwin,1,90.79389339028921,90.8
SEA,confirmed_unscreened,macro_recall,adwin,2,89.41344049962812,89.4
SEA,confirmed_unscreened,macro_recall,adwin,3,89.14250032799221,89.1
SEA,confirmed_unscreened,macro_recall,adwin,4,88.36244972896661,88.4
SEA,confirmed_unscreened,macro_recall,adwin,5,90.69920468887585,90.7
SEA,confirmed_unscreened,macro_recall,adwin,6,90.56360441941608,90.6
SEA,confirmed_unscreened,macro_recall,hddm_w,0,90.10611430880734,90.1
SEA,confirmed_unscreened,macro_recall,hddm_w,1,90.86382049174408,90.9
SEA,confirmed_unscreened,macro_recall,hddm_w,2,90.32701787570572,90.3
SEA,confirmed_unscreened,macro_recall,hddm_w,3,88.93378386685437,88.9
SEA,confirmed_unscreened,macro_recall,hddm_w,4,88.17364360323538,88.2
SEA,confirmed_unscreened,macro_recall,hddm_w,5,89.69588144851213,89.7
SEA,confirmed_unscreened,macro_recall,hddm_w,6,88.73462585465579,88.7
SEA,confirmed_unscreened,macro_recall,hellinger,0,91.26541144890275,91.3
SEA,confirmed_unscreened,macro_recall,hellinger,1,90.85035539391232,90.9
SEA,confirmed_unscreened,macro_recall,hellinger,2,90.02421016636076,90.0
SEA,confirmed_unscreened,macro_recall,hellinger,3,90.46871812651011,90.5
SEA,confirmed_unscreened,macro_recall,hellinger,4,89.46775641654433,89.5
SEA,confirmed_unscreened,macro_recall,hellinger,5,90.50809794312475,90.5
SEA,confirmed_unscreened,macro_recall,hellinger,6,90.02396387069624,90.0
SEA,confirmed_unscreened,macro_recall,d3_oof,0,89.91645831803083,89.9
SEA,confirmed_unscreened,macro_recall,d3_oof,1,88.94998159201576,88.9
SEA,confirmed_unscreened,macro_recall,d3_oof,2,87.30822643541521,87.3
SEA,confirmed_unscreened,macro_recall,d3_oof,3,88.39785438631242,88.4
SEA,confirmed_unscreened,macro_recall,d3_oof,4,89.44650923943928,89.4
SEA,confirmed_unscreened,macro_recall,d3_oof,5,89.23715773921289,89.2
SEA,confirmed_unscreened,macro_recall,d3_oof,6,89.95130118486244,90.0
SEA,confirmed_unscreened,roc_auc,adwin,0,0.9340829019239686,.934
SEA,confirmed_unscreened,roc_auc,adwin,1,0.9299482642101192,.930
SEA,confirmed_unscreened,roc_auc,adwin,2,0.9275524995747052,.928
SEA,confirmed_unscreened,roc_auc,adwin,3,0.9220563066958803,.922
SEA,confirmed_unscreened,roc_auc,adwin,4,0.9178882409911228,.918
SEA,confirmed_unscreened,roc_auc,adwin,5,0.9309850582587836,.931
SEA,confirmed_unscreened,roc_auc,adwin,6,0.9337845817108642,.934
SEA,confirmed_unscreened,roc_auc,hddm_w,0,0.932806666985759,.933
SEA,confirmed_unscreened,roc_auc,hddm_w,1,0.9294214190168422,.929
SEA,confirmed_unscreened,roc_auc,hddm_w,2,0.9299681885850384,.930
SEA,confirmed_unscreened,roc_auc,hddm_w,3,0.9203216422379492,.920
SEA,confirmed_unscreened,roc_auc,hddm_w,4,0.9152022423688316,.915
SEA,confirmed_unscreened,roc_auc,hddm_w,5,0.9322241698937326,.932
SEA,confirmed_unscreened,roc_auc,hddm_w,6,0.9317444389531784,.932
SEA,confirmed_unscreened,roc_auc,hellinger,0,0.9341560706460816,.934
SEA,confirmed_unscreened,roc_auc,hellinger,1,0.9326149965910976,.933
SEA,confirmed_unscreened,roc_auc,hellinger,2,0.9289007858618844,.929
SEA,confirmed_unscreened,roc_auc,hellinger,3,0.9283862660383928,.928
SEA,confirmed_unscreened,roc_auc,hellinger,4,0.9230861551187696,.923
SEA,confirmed_unscreened,roc_auc,hellinger,5,0.9305029299882164,.931
SEA,confirmed_unscreened,roc_auc,hellinger,6,0.933019798309582,.933
SEA,confirmed_unscreened,roc_auc,d3_oof,0,0.93260832861032,.933
SEA,confirmed_unscreened,roc_auc,d3_oof,1,0.9277802526522434,.928
SEA,confirmed_unscreened,roc_auc,d3_oof,2,0.9232144389564532,.923
SEA,confirmed_unscreened,roc_auc,d3_oof,3,0.9271651917353292,.927
SEA,confirmed_unscreened,roc_auc,d3_oof,4,0.9256379988034144,.926
SEA,confirmed_unscreened,roc_auc,d3_oof,5,0.9314663919466554,.931
SEA,confirmed_unscreened,roc_auc,d3_oof,6,0.9311963923817308,.931
SEA,immediate_screened,accuracy,adwin,0,91.58929514263556,91.6
SEA,immediate_screened,accuracy,adwin,1,91.2033425739604,91.2
SEA,immediate_screened,accuracy,adwin,2,91.8848081689642,91.9
SEA,immediate_screened,accuracy,adwin,3,91.1033263071685,91.1
SEA,immediate_screened,accuracy,adwin,4,90.49567492535928,90.5
SEA,immediate_screened,accuracy,adwin,5,91.4780738811985,91.5
SEA,immediate_screened,accuracy,adwin,6,91.36768060717304,91.4
SEA,immediate_screened,accuracy,hddm_w,0,91.33242893332437,91.3
SEA,immediate_screened,accuracy,hddm_w,1,91.81866680996971,91.8
SEA,immediate_screened,accuracy,hddm_w,2,91.75260933648049,91.8
SEA,immediate_screened,accuracy,hddm_w,3,91.12532439930897,91.1
SEA,immediate_screened,accuracy,hddm_w,4,90.5264072167267,90.5
SEA,immediate_screened,accuracy,hddm_w,5,91.8690196128192,91.9
SEA,immediate_screened,accuracy,hddm_w,6,91.20998052211412,91.2
SEA,immediate_screened,accuracy,hellinger,0,91.68654910372976,91.7
SEA,immediate_screened,accuracy,hellinger,1,91.97423951504088,92.0
SEA,immediate_screened,accuracy,hellinger,2,91.40252089601915,91.4
SEA,immediate_screened,accuracy,hellinger,3,91.44208084875072,91.4
SEA,immediate_screened,accuracy,hellinger,4,91.40466934233245,91.4
SEA,immediate_screened,accuracy,hellinger,5,91.6471896441144,91.6
SEA,immediate_screened,accuracy,hellinger,6,91.44663327498765,91.4
SEA,immediate_screened,accuracy,d3_oof,0,91.78173222802009,91.8
SEA,immediate_screened,accuracy,d3_oof,1,91.53911389022062,91.5
SEA,immediate_screened,accuracy,d3_oof,2,91.03076817162038,91.0
SEA,immediate_screened,accuracy,d3_oof,3,90.632001607726,90.6
SEA,immediate_screened,accuracy,d3_oof,4,91.08040154404348,91.1
SEA,immediate_screened,accuracy,d3_oof,5,91.38954324314228,91.4
SEA,immediate_screened,accuracy,d3_oof,6,91.23005108733292,91.2
SEA,immediate_screened,macro_f1,adwin,0,90.78998381890088,90.8
SEA,immediate_screened,macro_f1,adwin,1,90.33755823397232,90.3
SEA,immediate_screened,macro_f1,adwin,2,91.18047669420442,91.2
SEA,immediate_screened,macro_f1,adwin,3,90.26447937981268,90.3
SEA,immediate_screened,macro_f1,adwin,4,89.6062452831761,89.6
SEA,immediate_screened,macro_f1,adwin,5,90.68497247698085,90.7
SEA,immediate_screened,macro_f1,adwin,6,90.56124319196056,90.6
SEA,immediate_screened,macro_f1,hddm_w,0,90.52172630573726,90.5
SEA,immediate_screened,macro_f1,hddm_w,1,91.07743773459673,91.1
SEA,immediate_screened,macro_f1,hddm_w,2,91.0292647473494,91.0
SEA,immediate_screened,macro_f1,hddm_w,3,90.31366884392644,90.3
SEA,immediate_screened,macro_f1,hddm_w,4,89.6733246259938,89.7
SEA,immediate_screened,macro_f1,hddm_w,5,91.1725465344125,91.2
SEA,immediate_screened,macro_f1,hddm_w,6,90.40872228295233,90.4
SEA,immediate_screened,macro_f1,hellinger,0,90.89499162346424,90.9
SEA,immediate_screened,macro_f1,hellinger,1,91.24532616570143,91.2
SEA,immediate_screened,macro_f1,hellinger,2,90.6116049622792,90.6
SEA,immediate_screened,macro_f1,hellinger,3,90.67177188806704,90.7
SEA,immediate_screened,macro_f1,hellinger,4,90.62003810873796,90.6
SEA,immediate_screened,macro_f1,hellinger,5,90.87653777177349,90.9
SEA,immediate_screened,macro_f1,hellinger,6,90.66360938603464,90.7
SEA,immediate_screened,macro_f1,d3_oof,0,91.03146360062631,91.0
SEA,immediate_screened,macro_f1,d3_oof,1,90.77072070903642,90.8
SEA,immediate_screened,macro_f1,d3_oof,2,90.16818911975668,90.2
SEA,immediate_screened,macro_f1,d3_oof,3,89.75433359032019,89.8
SEA,immediate_screened,macro_f1,d3_oof,4,90.23719606140196,90.2
SEA,immediate_screened,macro_f1,d3_oof,5,90.62978288920918,90.6
SEA,immediate_screened,macro_f1,d3_oof,6,90.45208982934804,90.5
SEA,immediate_screened,macro_recall,adwin,0,90.07643748659405,90.1
SEA,immediate_screened,macro_recall,adwin,1,89.54517508336397,89.5
SEA,immediate_screened,macro_recall,adwin,2,90.73151821809304,90.7
SEA,immediate_screened,macro_recall,adwin,3,89.58152390899751,89.6
SEA,immediate_screened,macro_recall,adwin,4,88.95763797684288,89.0
SEA,immediate_screened,macro_recall,adwin,5,90.03525347919651,90.0
SEA,immediate_screened,macro_recall,adwin,6,89.90305865543769,89.9
SEA,immediate_screened,macro_recall,hddm_w,0,89.8887293117418,89.9
SEA,immediate_screened,macro_recall,hddm_w,1,90.49997248374592,90.5
SEA,immediate_screened,macro_recall,hddm_w,2,90.55534777548152,90.6
SEA,immediate_screened,macro_recall,hddm_w,3,89.71986900507063,89.7
SEA,immediate_screened,macro_recall,hddm_w,4,89.13978692825161,89.1
SEA,immediate_screened,macro_recall,hddm_w,5,90.762105348164,90.8
SEA,immediate_screened,macro_recall,hddm_w,6,89.84764787824744,89.8
SEA,immediate_screened,macro_recall,hellinger,0,90.17534599618541,90.2
SEA,immediate_screened,macro_recall,hellinger,1,90.65878439189706,90.7
SEA,immediate_screened,macro_recall,hellinger,2,90.00180367206968,90.0
SEA,immediate_screened,macro_recall,hellinger,3,90.13268002552157,90.1
SEA,immediate_screened,macro_recall,hellinger,4,90.02685161936245,90.0
SEA,immediate_screened,macro_recall,hellinger,5,90.2489776042194,90.2
SEA,immediate_screened,macro_recall,hellinger,6,90.06213907279395,90.1
SEA,immediate_screened,macro_recall,d3_oof,0,90.45433773821377,90.5
SEA,immediate_screened,macro_recall,d3_oof,1,90.21044151654137,90.2
SEA,immediate_screened,macro_recall,d3_oof,2,89.43746641433364,89.4
SEA,immediate_screened,macro_recall,d3_oof,3,89.10503046308449,89.1
SEA,immediate_screened,macro_recall,d3_oof,4,89.55817303042642,89.6
SEA,immediate_screened,macro_recall,d3_oof,5,90.13770511570316,90.1
SEA,immediate_screened,macro_recall,d3_oof,6,89.9464118187723,89.9
SEA,immediate_screened,roc_auc,adwin,0,0.9304789721183944,.930
SEA,immediate_screened,roc_auc,adwin,1,0.9285911903067318,.929
SEA,immediate_screened,roc_auc,adwin,2,0.9305626262328158,.931
SEA,immediate_screened,roc_auc,adwin,3,0.929317344376818,.929
SEA,immediate_screened,roc_auc,adwin,4,0.9278356506591022,.928
SEA,immediate_screened,roc_auc,adwin,5,0.9315718384530606,.932
SEA,immediate_screened,roc_auc,adwin,6,0.9316149816904372,.932
SEA,immediate_screened,roc_auc,hddm_w,0,0.9323815165690263,.932
SEA,immediate_screened,roc_auc,hddm_w,1,0.9301714022980108,.930
SEA,immediate_screened,roc_auc,hddm_w,2,0.9346887283133704,.935
SEA,immediate_screened,roc_auc,hddm_w,3,0.9286316341628296,.929
SEA,immediate_screened,roc_auc,hddm_w,4,0.9254496994116348,.925
SEA,immediate_screened,roc_auc,hddm_w,5,0.9337227383153274,.934
SEA,immediate_screened,roc_auc,hddm_w,6,0.9327462016107466,.933
SEA,immediate_screened,roc_auc,hellinger,0,0.9326921042077458,.933
SEA,immediate_screened,roc_auc,hellinger,1,0.931805545070353,.932
SEA,immediate_screened,roc_auc,hellinger,2,0.9287543220464244,.929
SEA,immediate_screened,roc_auc,hellinger,3,0.930829475972646,.931
SEA,immediate_screened,roc_auc,hellinger,4,0.9310476227505252,.931
SEA,immediate_screened,roc_auc,hellinger,5,0.9317466908801904,.932
SEA,immediate_screened,roc_auc,hellinger,6,0.932381652834076,.932
SEA,immediate_screened,roc_auc,d3_oof,0,0.931670350846472,.932
SEA,immediate_screened,roc_auc,d3_oof,1,0.9282504384318864,.928
SEA,immediate_screened,roc_auc,d3_oof,2,0.9275359374073352,.928
SEA,immediate_screened,roc_auc,d3_oof,3,0.9267275264330862,.927
SEA,immediate_screened,roc_auc,d3_oof,4,0.9259127087150631,.926
SEA,immediate_screened,roc_auc,d3_oof,5,0.9321200636952393,.932
SEA,immediate_screened,roc_auc,d3_oof,6,0.9314412375185612,.931
SEA,confirmed_screened,accuracy,adwin,0,92.45916746788724,92.5
SEA,confirmed_screened,accuracy,adwin,1,91.91328356748998,91.9
SEA,confirmed_screened,accuracy,adwin,2,91.25973148799797,91.3
SEA,confirmed_screened,accuracy,adwin,3,91.3450819798484,91.3
SEA,confirmed_screened,accuracy,adwin,4,91.51412731760642,91.5
SEA,confirmed_screened,accuracy,adwin,5,92.29561318028713,92.3
SEA,confirmed_screened,accuracy,adwin,6,91.8594944748226,91.9
SEA,confirmed_screened,accuracy,hddm_w,0,91.57169849849069,91.6
SEA,confirmed_screened,accuracy,hddm_w,1,92.03590966074552,92.0
SEA,confirmed_screened,accuracy,hddm_w,2,91.69522850351211,91.7
SEA,confirmed_screened,accuracy,hddm_w,3,91.40218952631112,91.4
SEA,confirmed_screened,accuracy,hddm_w,4,91.70971906220814,91.7
SEA,confirmed_screened,accuracy,hddm_w,5,91.25626795069648,91.3
SEA,confirmed_screened,accuracy,hddm_w,6,91.02884270516228,91.0
SEA,confirmed_screened,accuracy,hellinger,0,91.24187606620036,91.2
SEA,confirmed_screened,accuracy,hellinger,1,90.91032863939445,90.9
SEA,confirmed_screened,accuracy,hellinger,2,90.41282949314392,90.4
SEA,confirmed_screened,accuracy,hellinger,3,90.808995747323,90.8
SEA,confirmed_screened,accuracy,hellinger,4,91.28662717619773,91.3
SEA,confirmed_screened,accuracy,hellinger,5,91.34164741043305,91.3
SEA,confirmed_screened,accuracy,hellinger,6,91.4738025322156,91.5
SEA,confirmed_screened,accuracy,d3_oof,0,91.2800132191565,91.3
SEA,confirmed_screened,accuracy,d3_oof,1,91.08921239229828,91.1
SEA,confirmed_screened,accuracy,d3_oof,2,89.93927183630281,89.9
SEA,confirmed_screened,accuracy,d3_oof,3,90.0815465509183,90.1
SEA,confirmed_screened,accuracy,d3_oof,4,91.07277078783505,91.1
SEA,confirmed_screened,accuracy,d3_oof,5,90.6715445832737,90.7
SEA,confirmed_screened,accuracy,d3_oof,6,90.94595250619396,90.9
SEA,confirmed_screened,macro_f1,adwin,0,91.77414740792243,91.8
SEA,confirmed_screened,macro_f1,adwin,1,91.2387388274854,91.2
SEA,confirmed_screened,macro_f1,adwin,2,90.4352001776422,90.4
SEA,confirmed_screened,macro_f1,adwin,3,90.56376198857812,90.6
SEA,confirmed_screened,macro_f1,adwin,4,90.78846816281497,90.8
SEA,confirmed_screened,macro_f1,adwin,5,91.6167055669262,91.6
SEA,confirmed_screened,macro_f1,adwin,6,91.12915024458465,91.1
SEA,confirmed_screened,macro_f1,hddm_w,0,90.79737922589584,90.8
