condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference,stream_no_filter,mode_no_filter,level_no_filter,base_key_no_filter,attack_seed_no_filter,activation_row_no_filter,host_rows_no_filter,detector_no_filter,filter_no_filter,accuracy_no_filter,macro_precision_no_filter,macro_recall_no_filter,macro_f1_no_filter,malicious_precision_no_filter,malicious_recall_no_filter,benign_fpr_no_filter,roc_auc_no_filter,average_precision_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,filter_rows_withheld_no_filter,rows_no_filter,training_visits_no_filter,accepted_training_visits_no_filter,accepted_refit_rows_no_filter,resets_no_filter,seconds_no_filter,pending_candidate_no_filter,audit_rows_reserved_no_filter,policy_no_filter,guarded_no_filter,scored_resets_no_filter,source_summary_sha256_no_filter,source_predictions_sha256_no_filter,scoring_mask_sha256_no_filter,withholding_mask_sha256_no_filter,reused_frozen_inference_no_filter,accuracy_difference,macro_f1_difference,macro_precision_difference,macro_recall_difference,roc_auc_difference,average_precision_difference,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,learned_features_label,0.6667475563782478,0.67015838038881,0.6609667198610235,0.6642893647000616,,,,0.8582858587525548,0.7165395986086736,0.6293088924082623,0.3057066750942459,0.0244465410924284,0.0241314702363484,5727,250000,231773,161328,0,0,16.419167584000206,False,12500,none,True,0,ba351f774429ff6506fac8599e12377fb78c204f8546acf01294b8812a86de0e,01843bad82a79bcdb9bd598b18a5ac01351eeb0f187a7d34756e453eddfd8802,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,30c5c4325fc14d45e078f9c2f1d62e6565c9052e5806b5aa3c6bf5968ccbbbb5,True,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,none,0.6683785187024538,0.6697719732794186,0.6654343593772838,0.6670827871916488,,,,0.8642165776121219,0.7278001632050313,0.6263773292448698,0.2286959073568252,0.0,0.0,0,250000,237500,174800,0,0,17.24878679199992,False,12500,none,True,0,8c200ab285f95b34b5c784d1afe6d2091eea023162716addd0bce3c93cc984e3,3a1e30f79d53e34fca261cbc4f3dc11ba5b85caed3293488f009d0fdceec9607,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.001630962324206009,-0.0027934224915872052,0.00038640710939141787,-0.00446763951626028,-0.005930718859567086,-0.011260564596357714,,,,0.002931563163392492,0.07701076773742072
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,learned_features,0.6477573451701543,0.6474474114535875,0.6463572005601865,0.6459322381590558,,,,0.8489797204310232,0.6954805159123703,,0.2233650391037835,,0.051857958148383,12267,250000,225233,184663,0,0,16.584309959000166,False,12500,none,True,0,10cb2acdea460d8d16d9fdabd7fe134452f87625b90c7eda369cc9607d535ccd,02cd3930d4b356a3d9b372b891c7fc39af523e76699b7ec660af01a340eb3506,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,none,0.6545254703022617,0.6541735972635812,0.65442993565118,0.6534675847052287,,,,0.85261681246903,0.6997857216216175,,0.2128514056224899,,0.0,0,250000,237500,187150,0,0,16.84261804200014,False,12500,none,True,0,e1247e2d2fd1d495df8b1537589ec133b81cf68bfe5eff9378f286f66c7cc5bd,905032c9b9615ba73bfa7f4bdd3922a485618b29f8b881acd9d4ed9c768c9620,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.00676812513210745,-0.0075353465461729385,-0.006726185809993623,-0.008072735090993488,-0.003637092038006773,-0.004305205709247195,,,,,0.01051363348129361
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,learned_features_label,0.6599957725639399,0.6609282199510017,0.6604534904814356,0.6586287030245633,,,,0.8539927082949211,0.7035750049142591,,0.2086535616148805,,0.0388839568801521,9198,250000,228302,188143,0,0,17.700684500000534,False,12500,none,True,0,89ecd9ba198338d9d44381fa488ab7d0e386df6fd7f186c383f78c6913c8101d,01a2b169c71ceb0478f07f0a37bf7066da1338f618d587a61a16db88a9b9ef58,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,1cebab0fb35a5c4419d9cb67edfa78143f39481ff27cf48420bb20ac8d743e42,True,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,none,0.6545254703022617,0.6541735972635812,0.65442993565118,0.6534675847052287,,,,0.85261681246903,0.6997857216216175,,0.2128514056224899,,0.0,0,250000,237500,187150,0,0,16.84261804200014,False,12500,none,True,0,e1247e2d2fd1d495df8b1537589ec133b81cf68bfe5eff9378f286f66c7cc5bd,905032c9b9615ba73bfa7f4bdd3922a485618b29f8b881acd9d4ed9c768c9620,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.005470302261678217,0.005161118319334634,0.006754622687420553,0.0060235548302556285,0.0013758958258911491,0.00378928329264161,,,,,-0.0041978440076093915
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,learned_features,0.6464701782335955,0.647197059041879,0.6460055358533952,0.6449869611141366,,,,0.8505235254547664,0.7023558363851424,0.6660689268702717,0.246604600219058,0.0684505463715326,0.052354874041621,12959,250000,224541,176049,0,0,16.60167249999995,False,12500,none,True,0,067eeedcf463634a00126699bdc6601b441fa88bad83078fa0df861413811156,9ca907b64ab0b4293e9c4b89568ad6e0085d2840dcc723115b96d36859087133,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,73f9b9e03fdc3bfa7a2e92f8dcda1a73d6764c53cd84385895567a09e50d1999,True,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,none,0.6372846758936572,0.6369936650876575,0.6377766169129208,0.6362623736080616,,,,0.8430293032344998,0.6878633773498815,0.8108994115998879,0.2076122672508214,0.0,0.0,0,250000,237500,189050,0,0,17.434498624999833,False,12500,none,True,0,2e6f93ce280ec860988de3ffae0ce18fdd113055d2cd86c1ef01fabdd860d2df,f239e324445e48691e2ef80a8f3a8caca444930f25dc2497f2b0c48239dbbcc5,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.009185502339938312,0.008724587506074966,0.01020339395422143,0.008228918940474395,0.007494222220266633,0.014492459035260974,,,,-0.14483048472961613,0.03899233296823659
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,learned_features_label,0.6329831723588569,0.6344478185068232,0.6349022283677827,0.6311691493728935,,,,0.8396748822295406,0.6759170908269938,0.7511627906976744,0.2154435925520262,0.0356122163070888,0.0392611769391616,9157,250000,228343,185345,0,0,17.20920204199956,False,12500,none,True,0,cdd88584500601b67a7e61ca9e8c8b64d1955fd77c4e31ec960b883f1013b4ca,ba522e57a2acd73ec290d8a6d8a84ccf5fa8b4a5e8d258a42bc15ffaffbf7232,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,d6e4cb13c751a77d0aed0c9a8fa65c418a220a71d4efc65a5f8de053df0bd026,True,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,none,0.6372846758936572,0.6369936650876575,0.6377766169129208,0.6362623736080616,,,,0.8430293032344998,0.6878633773498815,0.8108994115998879,0.2076122672508214,0.0,0.0,0,250000,237500,189050,0,0,17.434498624999833,False,12500,none,True,0,2e6f93ce280ec860988de3ffae0ce18fdd113055d2cd86c1ef01fabdd860d2df,f239e324445e48691e2ef80a8f3a8caca444930f25dc2497f2b0c48239dbbcc5,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0043015035348002995,-0.0050932242351681145,-0.0025458465808343433,-0.002874388545138107,-0.003354421004959196,-0.01194628652288765,,,,-0.05973662090221343,0.007831325301204783
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,learned_features,0.6516393442622951,0.65109483056113,0.6505332618743196,0.6501208322331613,,,,0.846473310762726,0.6861309204294116,0.7075042924957075,0.2305977058212527,0.0682927650405682,0.0531601409023167,13474,250000,224026,179275,0,0,16.51452058399991,False,12500,none,True,0,ce54c522f0e712e3d0a1629b10bed204a43c89412bf94ed8d547749e964318d2,79f691b355ad8f9c9926291df79df21d4fdc1c5d379f5aa1f6235394190cde7f,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,09edbd69c36bd64c4bed0657c65024b6e6c18ea1b8dca893ed53b441a97d1cab,True,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,none,0.6487433952039019,0.6490704426856688,0.6490691148843151,0.6473846312694163,,,,0.8454967536684798,0.684328116953819,0.7506312493687506,0.2220566318926974,0.0,0.0,0,250000,237500,183350,0,0,16.844318208000004,False,12500,none,True,0,05e44b1a8dc85ff6299ca12452d2fa697fb4dd1678c25b25b33f92af1c0836ee,7bfa8b00563adde8f80c1860be97978ca7731f4915e83e81b35218599bdc35ee,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.002895949058393188,0.00273620096374505,0.00202438787546122,0.0014641469900045223,0.0009765570942462665,0.0018028034755925848,,,,-0.04312695687304313,0.008541073928555298
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,learned_features_label,0.6470103418687622,0.6494609677008047,0.648443394829914,0.645986796858987,,,,0.8388637560153063,0.6783141873187991,0.6839039827626839,0.2237614596034864,0.0363936302730363,0.0386803956103509,9014,250000,228486,179084,0,0,15.899538708000364,False,12500,none,True,0,036e0d656a4395cde22aa84bd702e907ef2261b7d702e4288407e0cc09d692df,f9ea7fd94b2b27298fe963d168dd9e6bc3b54a40843bed7946353011cc10c8ea,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,b93317633820013b0fb4d3cb446ff7d67fec92346a907d5224bae93a2bc347ac,True,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,none,0.6487433952039019,0.6490704426856688,0.6490691148843151,0.6473846312694163,,,,0.8454967536684798,0.684328116953819,0.7506312493687506,0.2220566318926974,0.0,0.0,0,250000,237500,183350,0,0,16.844318208000004,False,12500,none,True,0,05e44b1a8dc85ff6299ca12452d2fa697fb4dd1678c25b25b33f92af1c0836ee,7bfa8b00563adde8f80c1860be97978ca7731f4915e83e81b35218599bdc35ee,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0017330533351397337,-0.0013978344104292884,0.00039052501513592297,-0.000625720054401091,-0.006632997653173489,-0.006013929635019899,,,,-0.06672726660606665,0.001704827710789003
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,learned_features,0.6363728598604946,0.6375156530107805,0.6357449390993112,0.6346901144598517,,,,0.8354897146393817,0.6649444297746778,0.7535592934767347,0.2461045391885099,0.0548987672348431,0.051319057027257,12267,250000,225233,179272,0,0,15.967087457999696,False,12500,none,True,0,a54b34399728d1d1725cdaf659be6b029a91dc812954b90a2fb1cb2641b0ae0e,a61f14ffd7bddb2234bd6f9dd7d1fef870a0c8d1dd565703e1ab1159e0da60a6,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,none,0.6536503910378355,0.6548017605810155,0.6546790673791332,0.6533524325268155,,,,0.8488451497825154,0.6966356045005384,0.8394316362921569,0.1606557213880829,0.0,0.0,0,250000,237500,199500,0,0,17.89117424999995,False,12500,none,True,0,467bcf76149b2a41814aa0c9736ae8b92f6dfb8fb6c38fdb91d626c3d4551142,d23eb0fe614de917b86c27a2486ae47d7338cb38d66ee84eabd328c79767d7ce,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.017277531177340877,-0.018662318066963834,-0.017286107570234965,-0.018934128279821993,-0.013355435143133643,-0.03169117472586058,,,,-0.08587234281542222,0.08544881780042701
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,learned_features_label,0.6442358909321496,0.6467195339714527,0.6456626630880338,0.6431134333368838,,,,0.8407866967500863,0.6820188440353881,0.790626491814327,0.2212462488615948,0.0296537586700738,0.0389919328751511,8891,250000,228609,185587,0,0,15.726976458000536,False,12500,none,True,0,69389c211dd914f5da467685397b012b3536db2550a2e60f76a6e566b359610f,98a275ef94592376d638ad3c1fb55ccb20b8ef3ae9986078148931b3f8edf208,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,af16393867f2f59dbd6a33bdbd9e09e976434e9cfb7fdf9d7bd758ef91583db1,True,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,none,0.6536503910378355,0.6548017605810155,0.6546790673791332,0.6533524325268155,,,,0.8488451497825154,0.6966356045005384,0.8394316362921569,0.1606557213880829,0.0,0.0,0,250000,237500,199500,0,0,17.89117424999995,False,12500,none,True,0,467bcf76149b2a41814aa0c9736ae8b92f6dfb8fb6c38fdb91d626c3d4551142,d23eb0fe614de917b86c27a2486ae47d7338cb38d66ee84eabd328c79767d7ce,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.009414500105685897,-0.010238999189931763,-0.008082226609562815,-0.0090164042910994,-0.008058453032429025,-0.014616760465150258,,,,-0.04880514447782991,0.0605905274735119
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,learned_features,0.637852462481505,0.6382194945669395,0.638425797996538,0.6370011381349288,,,,0.8336515963276102,0.6635953266294365,0.6698522731096679,0.3288692156552767,0.0524783793788067,0.0516497662548838,12267,250000,225233,159630,0,0,15.543230750000475,False,12500,none,True,0,51972143a22528cc6bda96149be1cd495ac12bbf87b761cb10face4ef0950186,9f5dac1917d1b9e775280a43770e465804112bdc4a5c5006f7504ef90d726929,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,none,0.6511054745296977,0.6510715756548268,0.6521869198107317,0.650938621006045,,,,0.8448447243660079,0.6833922905572964,0.7634687216071608,0.237087558436279,0.0,0.0,0,250000,237500,181450,0,0,17.084024541999497,False,12500,none,True,0,52422903c64bdc9c88513e45b0c2617d9573dd136b9fccf03c1b063749c617c7,828fed352e603677ec41b7271ddc7f39cc9cb3b5e19e9fdb6b48174807b1e749,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.013253012048192736,-0.013937482871116291,-0.012852081087887268,-0.013761121814193755,-0.01119312803839767,-0.0197969639278599,,,,-0.09361644849749295,0.09178165721899773
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,learned_features_label,0.590864510674276,0.5967276347671492,0.5910193744548358,0.587657544928289,,,,0.805124719328147,0.610650115920256,0.7524817444560352,0.2556234332301994,0.0287545849177238,0.0385397140856839,8535,250000,228965,177514,0,0,15.160006875000365,False,12500,none,True,0,835434fe38bf9f3cc3408e2b5ada4f877969d7cc337d6e5cae1ff305dc8224b8,843db4558a4fcc0df77bf60f34da0972c3cda9e83c680b73867875f8820a4366,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,9f0bd8387027144f3b95f3fd2729f6455d71402492475c2e61a679d9f842b9cc,True,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,none,0.6511054745296977,0.6510715756548268,0.6521869198107317,0.650938621006045,,,,0.8448447243660079,0.6833922905572964,0.7634687216071608,0.237087558436279,0.0,0.0,0,250000,237500,181450,0,0,17.084024541999497,False,12500,none,True,0,52422903c64bdc9c88513e45b0c2617d9573dd136b9fccf03c1b063749c617c7,828fed352e603677ec41b7271ddc7f39cc9cb3b5e19e9fdb6b48174807b1e749,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.06024096385542166,-0.06328107607775602,-0.05434394088767758,-0.06116754535589597,-0.039720005037860884,-0.07274217463704047,,,,-0.010986977151125621,0.018535874793920437
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,learned_features,0.6246745423679874,0.6245184896997977,0.6236830889492448,0.623019475857593,,,,0.8374925642278587,0.672801349228675,0.7589898820034193,0.2254431948862703,0.0510664536562123,0.0527303592853124,12414,250000,225086,183616,0,0,16.681612541000504,False,12500,none,True,0,2be26a1d662cbcbec0c57af0d98c84bb038effd7cfad31cc580b44e82b08f61e,8c270fa59a315c60aa3d17c6d05992b6de6a151500c5d26e74031d19a2876cbb,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,ec6a0aae426c29e41175a4ce3173e5ea7018bd20fc734e7f9716696137bf1f1f,True,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,none,0.6240422958017833,0.6242679150370745,0.6226352275330057,0.6227704261341052,,,,0.8349062161449858,0.664849814657977,0.6444407074189299,0.1969622294905685,0.0,0.0,0,250000,237500,185250,0,0,17.004494708000493,False,12500,none,True,0,c4367ce215fcea63c7d247881605de0d58447864b0a85f6a05fdc03578269ef3,4ec1ef5c3a3e728dd982a50d3ca0169e12eb5fcdc1b94ceb6d81c4796250815a,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0006322465662040866,0.0002490497234878264,0.00025057466272326856,0.0010478614162391375,0.002586348082872836,0.007951534570697971,,,,0.11454917458448943,0.0284809653957018
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,learned_features_label,0.6128112071926759,0.6142925687432175,0.6125001309991136,0.6104884643422472,,,,0.8288011898754434,0.6582677276786181,0.6432635443818493,0.273712979972221,0.0396591832730738,0.0389603277725505,9241,250000,228259,169791,0,0,16.96184862500013,False,12500,none,True,0,cb87b3f168f23fee67daca6e1a61884ca51cdd925d191a8c89acf0aa8036f289,368bdb2c905338fec907aeb25976508e9fdc3885b6b1532aa4f1012fbeaebf6e,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,a97d85fcdae038a7cdf95f5680a7b6c3d9857d0fb22a62d779fee05160391d2a,True,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,none,0.6240422958017833,0.6242679150370745,0.6226352275330057,0.6227704261341052,,,,0.8349062161449858,0.664849814657977,0.6444407074189299,0.1969622294905685,0.0,0.0,0,250000,237500,185250,0,0,17.004494708000493,False,12500,none,True,0,c4367ce215fcea63c7d247881605de0d58447864b0a85f6a05fdc03578269ef3,4ec1ef5c3a3e728dd982a50d3ca0169e12eb5fcdc1b94ceb6d81c4796250815a,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.011231088609107376,-0.01228196179185792,-0.00997534629385699,-0.010135096533892107,-0.006105026269542457,-0.006582086979358914,,,,-0.0011771630370805974,0.0767507504816525
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,learned_features,0.643057123504177,0.6436534535834739,0.6429455106725019,0.6415162362287532,,,,0.8435465314332686,0.6801149208385482,0.6737329516753662,0.2672555881688869,0.0546556659370264,0.0534093474825016,12708,250000,224792,170776,0,0,16.245773415999793,False,12500,none,True,0,d4e020a81f837afa41ea5d248d1bfad9bc962fb77461857fa49ba4faaef3b66a,8197f8f894e6268b7664a2a2db793c6dc171236275dfcde67be005dae7f4f144,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,3f395691dfb10ce8824b62a42e7ac9219036cb78ef08bd1cc56c31c946e17d3c,True,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,none,0.6505926845789117,0.6508087265840903,0.6496445554325091,0.6492672328996111,,,,0.8476065611432151,0.6861567905802719,0.6756019531907729,0.2719801309550688,0.0,0.0,0,250000,237500,170050,0,0,16.040205416999925,False,12500,none,True,0,7c1446647145479ff54caa2524831d458dbe4e9a96cfba5d8a353b52fb61627c,5d883fbafb5fce7d55a177550599490fd086b994af7ed174314dca6b17c7b5a1,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.007535561074734742,-0.007750996670857879,-0.007155273000616358,-0.006699044760007156,-0.0040600297099464555,-0.0060418697417237155,,,,-0.0018690015154066986,-0.004724542786181896
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,learned_features_label,0.6313727703770603,0.6333976539020739,0.6304018893091303,0.6286433796247914,,,,0.8374573316841727,0.6735224341973727,0.5794914968849975,0.3081621133438699,0.0388280855362855,0.03902122375254,9219,250000,228281,157932,0,0,15.752887792000363,False,12500,none,True,0,97f5358cfe6deae3259bf188861da83c55ab2542fec46511db071ad809983a75,0dc8c5989d5c94821e093bf18e18ca8d0f57427797c1ba9a6b969a7c53237f05,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,8ea5853edea8caf099639b872c9d370fcf7708311a4816649414b58ab522b19b,True,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,none,0.6505926845789117,0.6508087265840903,0.6496445554325091,0.6492672328996111,,,,0.8476065611432151,0.6861567905802719,0.6756019531907729,0.2719801309550688,0.0,0.0,0,250000,237500,170050,0,0,16.040205416999925,False,12500,none,True,0,7c1446647145479ff54caa2524831d458dbe4e9a96cfba5d8a353b52fb61627c,5d883fbafb5fce7d55a177550599490fd086b994af7ed174314dca6b17c7b5a1,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.01921991420185143,-0.020623853274819637,-0.01741107268201636,-0.01924266612337877,-0.010149229459042397,-0.012634356382899226,,,,-0.09611045630577542,0.036181982388801104
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,learned_features,0.9029422954977806,0.906058464457981,0.8840764550899822,0.893066587470421,,,,0.9300325735252002,0.9134855129239008,,0.1331684633269921,,0.0492454026632847,11649,250000,225851,205999,0,0,6.502960875000099,False,12500,none,True,0,fc3ca405af6f509aae50e49d8073225d18b0573a323312aafcdeaacf355c3fa2,86f1d56aa399a90e8ecc57768e5cb079fc0f7c7ad8e80f035c4e81eb2cfc3a8b,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,none,0.9053181145635172,0.909313540764608,0.8861752418735733,0.8955715149536629,,,,0.9303900277837996,0.9150041328618804,,0.0803212851405622,,0.0,0,250000,237500,218500,0,0,7.086423917000047,False,12500,none,True,0,0e0c60d2daa4e876da821d6c1142b67e4ef6b4adb538801d5b58a1ea40c8a245,9a1a77dcaa27547a7ad313849876f4f9cc191dfc7bb3dd840a17a6860867ab9f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.002375819065736584,-0.0025049274832419366,-0.003255076306627025,-0.0020987867835911,-0.00035745425859945446,-0.0015186199379796372,,,,,0.05284717818642988
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,learned_features_label,0.8967533291058972,0.9024731895460598,0.8746679123743,0.8854843297695388,,,,0.9273699313912992,0.9125062557805655,,0.1373155781018812,,0.0493341788205453,11670,250000,225830,205018,0,0,4.686274084000161,False,12500,none,True,0,cd44e76c57e45c0e784b79e43a6269aaf50a94ee90529793d7706f2fc90c81f9,d29b632aa134feb62176a498765d1d45deebe4e6d4d53ee86ba9f49941fdde87,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,d56032d57062be236d47a46bc07e9549ada7bafacc57966dab33ee19591cb57a,True,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,none,0.9053181145635172,0.909313540764608,0.8861752418735733,0.8955715149536629,,,,0.9303900277837996,0.9150041328618804,,0.0803212851405622,,0.0,0,250000,237500,218500,0,0,7.086423917000047,False,12500,none,True,0,0e0c60d2daa4e876da821d6c1142b67e4ef6b4adb538801d5b58a1ea40c8a245,9a1a77dcaa27547a7ad313849876f4f9cc191dfc7bb3dd840a17a6860867ab9f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.008564785457619961,-0.010087185184124103,-0.006840351218548202,-0.011507329499273355,-0.0030200963925004487,-0.002497877081314881,,,,,0.056994292961318985
