condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference,stream_no_filter,mode_no_filter,level_no_filter,base_key_no_filter,attack_seed_no_filter,activation_row_no_filter,host_rows_no_filter,detector_no_filter,filter_no_filter,accuracy_no_filter,macro_precision_no_filter,macro_recall_no_filter,macro_f1_no_filter,malicious_precision_no_filter,malicious_recall_no_filter,benign_fpr_no_filter,roc_auc_no_filter,average_precision_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,filter_rows_withheld_no_filter,rows_no_filter,training_visits_no_filter,accepted_training_visits_no_filter,accepted_refit_rows_no_filter,resets_no_filter,seconds_no_filter,pending_candidate_no_filter,audit_rows_reserved_no_filter,policy_no_filter,guarded_no_filter,scored_resets_no_filter,source_summary_sha256_no_filter,source_predictions_sha256_no_filter,scoring_mask_sha256_no_filter,withholding_mask_sha256_no_filter,reused_frozen_inference_no_filter,accuracy_difference,macro_f1_difference,macro_precision_difference,macro_recall_difference,roc_auc_difference,average_precision_difference,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,learned_features_label,0.9010952407836051,0.9048428375170604,0.8823979324843394,0.8914471842616902,,,,0.9305460664715464,0.9162925222767349,0.5260686637495793,0.1214475244170947,0.400908784920902,0.0492632529780387,32548,250000,204952,187827,0,0,4.552491834000193,False,12500,none,True,0,b73d8d3814de794e617bce67b41aaccbd4ed12d621235101f176803583092212,cbf45ad4e0572fd06b801323109cb1a925c3572ddd06e650312884e77e31a423,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,99a9c6291d3d0f06cee9ef54ecbcd2693865fd53cfad2a7cd4534ae27ca06a31,True,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,none,0.9054987862022243,0.9097307384088528,0.8871836985281608,0.896299438220492,,,,0.9279019963668996,0.9130816543803906,0.7704308313699091,0.1911533901654152,0.0,0.0,0,250000,237500,190000,0,0,5.912634041999809,False,12500,none,True,0,2eee97ecf7f16d9ed9cf4c0861619aa745593df5b65103e3d3ac76f6fc2f8a7e,a8d8541e512f9927501c773ebb818352ecea3cb4acf9c83da35ea024c858662c,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.004403545418619204,-0.004852253958801733,-0.004887900891792363,-0.004785766043821416,0.002644070104646734,0.0032108678963442827,,,,-0.2443621676203298,-0.0697058657483205
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,learned_features,0.8934770661593744,0.8976199080059674,0.8728386319074466,0.8826006785938345,,,,0.9262332929250086,0.9120022059014512,0.8591236359545505,0.1419246345662059,0.0496681291483856,0.050409464959153,11898,250000,225602,203965,0,0,6.2402316249999785,False,12500,none,True,0,f28b32b2424e77d6a6ef4ae9729a9442bc74289595cae506d77cbfaaea5b7b8b,d260b07caf5f1b510efcc58e6a42da107123fa50511b87955c61bd3ed922d613,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,none,0.8987824984147115,0.9035129432799902,0.8786444207784246,0.8884822645248285,,,,0.928060648636342,0.9128598810213996,0.9049386882663968,0.0918932903469755,0.0,0.0,0,250000,237500,215650,0,0,6.467928250000114,False,12500,none,True,0,2a8812c38a737f8bdbf7f72a359d56a61485fc9662c23af1d443c54e5de95ce9,dccce57aa2eb074239520317cff61ab14f684d58dfe390d11cfce1aea312449f,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.005305432255337084,-0.005881585930993971,-0.005893035274022851,-0.005805788870978046,-0.0018273557113334116,-0.0008576751199483867,,,,-0.04581505231184624,0.0500313442192304
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,learned_features_label,0.9031917142253224,0.9071114196162332,0.884480006674612,0.8936276431051398,,,,0.9304288014467526,0.9175590250793132,0.2280627742153223,0.0726787864314357,0.7667060411744853,0.0495139158382837,37213,250000,200287,195445,0,0,4.519715333000022,False,12500,none,True,0,4547caa4570e1b7811a7b1669fd2d5c22119ce7c5adc3a15eb1ce71170c51bd1,5b862e15d3d17758bcd2f70b0503371c7b27f1ce38b031371e9c752278e9b72e,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,98844a9705d140e529cc9d2e963fb83e73227bf73a9e79d4716622661b9cc841,True,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,none,0.8987824984147115,0.9035129432799902,0.8786444207784246,0.8884822645248285,,,,0.928060648636342,0.9128598810213996,0.9049386882663968,0.0918932903469755,0.0,0.0,0,250000,237500,215650,0,0,6.467928250000114,False,12500,none,True,0,2a8812c38a737f8bdbf7f72a359d56a61485fc9662c23af1d443c54e5de95ce9,dccce57aa2eb074239520317cff61ab14f684d58dfe390d11cfce1aea312449f,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.004409215810610934,0.005145378580311277,0.003598476336242995,0.0058355858961873786,0.0023681528104105842,0.004699144057913607,,,,-0.6768759140510745,-0.019214503915539805
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,learned_features,0.8985542168674698,0.904854576616008,0.8771926309450884,0.8878983052292593,,,,0.9254542615334378,0.9088269066350628,0.8358002629893119,0.1648347928139387,0.0501534104319093,0.0503464385663988,11898,250000,225602,198546,0,0,5.813042541999948,False,12500,none,True,0,01877437968b5b83316d3bf05498a62ea9fefab28e8c36b7d78706cf86490320,e5acab500ebd1477d50068f33fc06e5030c7a10d65e949469604cd4408189440,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,none,0.8975269499048827,0.9031537545806242,0.8764795928700447,0.8868714012610808,,,,0.923847968262077,0.9083850984322356,0.8899322296773323,0.1078868375914056,0.0,0.0,0,250000,237500,211850,0,0,6.210611583000173,False,12500,none,True,0,ad1a5df7ed44ca56ba85f48900cc6abde3e793122a170d3543dd069d2ca1bf05,5c7a3be9ddd5b57be826ac0c0baf021c213681041a31554ba71b3d8f7169ff3d,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0010272669625871478,0.0010269039681785053,0.0017008220353837977,0.0007130380750436371,0.001606293271360748,0.000441808202827243,,,,-0.05413196668802045,0.0569479552225331
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,learned_features_label,0.9002367364193616,0.9020853286749576,0.8827320678398922,0.8907485327396486,,,,0.929244587857572,0.9156076345054422,0.2120098452409049,0.133570687009118,0.7672038841498364,0.0493646745508711,54258,250000,183242,167085,0,0,4.194920915999774,False,12500,none,True,0,a4d1f241299af1e2c9772504502ebef927d1dbe8915b3350edde07815fc3be09,7fc404d7fca2d606d278e04f985ad0737bfb0855726830eebb4b24f43890d4cb,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,6f56e67d1b0979a5f3fff6a80b5e735593cc312bcb9992cd1aeb6db970a92cff,True,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,none,0.8975269499048827,0.9031537545806242,0.8764795928700447,0.8868714012610808,,,,0.923847968262077,0.9083850984322356,0.8899322296773323,0.1078868375914056,0.0,0.0,0,250000,237500,211850,0,0,6.210611583000173,False,12500,none,True,0,ad1a5df7ed44ca56ba85f48900cc6abde3e793122a170d3543dd069d2ca1bf05,5c7a3be9ddd5b57be826ac0c0baf021c213681041a31554ba71b3d8f7169ff3d,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0027097865144789512,0.00387713147856783,-0.0010684259056665812,0.006252474969847488,0.005396619595494978,0.007222536073206665,,,,-0.6779223844364274,0.0256838494177124
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,learned_features,0.9039458625665522,0.9051157705495384,0.8872535348649626,0.8947920392023582,,,,0.9312695640414964,0.9165676388603956,0.8568858909499719,0.1101059859680549,0.0491568296795952,0.050221426083495,11842,250000,225658,210280,0,0,6.534210875000099,False,12500,none,True,0,3beff4447e77f41c57776ad2574de6dc2eb2d57d14a312a989e9948f6ff7fd95,98f3abcd6ad9ae9d684055daaa8a9f4a0525db75cc0f0795f27618a2c5c0953c,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,927dff590bfd1e4ee68bc92bf21f669e0819c31025d85e3235359ce4bdb25f6b,True,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,none,0.8971438523162661,0.8995656385321852,0.8780933535603574,0.8868476788570475,,,,0.9313352035724052,0.917389801182712,0.9422428330522764,0.0464994775339602,0.0,0.0,0,250000,237500,226100,0,0,6.973197374999927,False,12500,none,True,0,37591f97f99940a98a38f42c33d48d4be73257099b186285814aa6f20c0cc4fa,368efb098204b98099181472d718c4c3f0f2a8ba8d6f363b1f8b2497b50aa51c,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.006802010250286039,0.007944360345310653,0.005550132017353215,0.009160181304605164,-6.563953090876762e-05,-0.0008221623223163554,,,,-0.08535694210230449,0.06360650843409471
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,learned_features_label,0.9013832910384636,0.905234661486404,0.8819324454912747,0.8913276946748157,,,,0.9292713516535234,0.9142825124184092,0.8936762225969646,0.0847489675075882,0.0499437886453063,0.0496492013733393,11755,250000,225745,216685,0,0,4.841226749999805,False,12500,none,True,0,85b44be4f356e543afe08b93eea10820dbf37ae5f5f56123993f1a1eb7d5b7fa,8a0d749948aebfa75af924bb1af27cd8bc3eba6b08d20483d038e5b2f6d5e88b,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,524b4ef4ecd7feee59985112c826ddf98f8f471b5f015729abbe31760d180f1f,True,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,none,0.8971438523162661,0.8995656385321852,0.8780933535603574,0.8868476788570475,,,,0.9313352035724052,0.917389801182712,0.9422428330522764,0.0464994775339602,0.0,0.0,0,250000,237500,226100,0,0,6.973197374999927,False,12500,none,True,0,37591f97f99940a98a38f42c33d48d4be73257099b186285814aa6f20c0cc4fa,368efb098204b98099181472d718c4c3f0f2a8ba8d6f363b1f8b2497b50aa51c,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.004239438722197453,0.004480015817768135,0.005669022954218783,0.003839091930917249,-0.0020638519188818094,-0.0031072887643027736,,,,-0.048566610455311854,0.038249489973628
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,learned_features,0.9010516333338978,0.9030135028770986,0.8831135995404669,0.8913566811253562,,,,0.9303822403471336,0.9147659198567208,0.879354176136842,0.1137999356488459,0.0505749448625351,0.0507188701292103,11989,250000,225511,210174,0,0,6.395203874999879,False,12500,none,True,0,02d85e89de6bdd161573287fe711d5a111e802c4de37ac476dda7b0d19ec6306,41c5794441ea236f1c8d195e8f62366402cec486f42ee9f0dd7240f5a346b3ce,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,6db5c80ced52a2a03fcaac7c7561a54cf227ca2d94958df48fd9680fe58da846,True,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,none,0.90373857625894,0.9054097209917906,0.8865502243375112,0.8944440184173765,,,,0.9314551411196834,0.915841968273322,0.9197602572520498,0.0696234328518286,0.0,0.0,0,250000,237500,220400,0,0,6.764606624999942,False,12500,none,True,0,29d48abf2d1d1b2e199b71d01044d44bfecef3c59e4f17eba35c3a1bcaf6aa54,888f943cf1ae1352244d56f32d3a4f77ed6ca935298782eaf3a342ebfd418e7d,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.002686942925042235,-0.0030873372920203757,-0.002396218114692039,-0.0034366247970443187,-0.0010729007725498452,-0.0010760484166011386,,,,-0.040406081115207826,0.04417650279701729
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,learned_features_label,0.901864490017104,0.9047692130769558,0.8832702347734591,0.8920669528870893,,,,0.9278943447178304,0.91349305754399,0.8745391181372797,0.1154369386914136,0.0484872973382494,0.0491608948197321,11589,250000,225911,209598,0,0,4.644468375000088,False,12500,none,True,0,2b99d75efb054ffa562fcedf34777b8b709a86dbcd991fb7bcd026a0ecd815b6,67d1f59d77cfcbee26e7370d26d6b3d18ff2e4a21039339269bc0e0c9f3402f4,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,0ecb86c62c5ea981ac950718e03d918c538987656d0d8ad03dc9391fc2a67f3e,True,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,none,0.90373857625894,0.9054097209917906,0.8865502243375112,0.8944440184173765,,,,0.9314551411196834,0.915841968273322,0.9197602572520498,0.0696234328518286,0.0,0.0,0,250000,237500,220400,0,0,6.764606624999942,False,12500,none,True,0,29d48abf2d1d1b2e199b71d01044d44bfecef3c59e4f17eba35c3a1bcaf6aa54,888f943cf1ae1352244d56f32d3a4f77ed6ca935298782eaf3a342ebfd418e7d,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0018740862418360482,-0.00237706553028727,-0.0006405079148348314,-0.003279989564052066,-0.003560796401853028,-0.0023489107293319655,,,,-0.045221139114770104,0.04581350583958499
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,learned_features,0.9005833861762841,0.9045394736380844,0.8811420961281586,0.8905418993253016,,,,0.929499591720378,0.914645055044832,,0.145432255337138,,0.0499936588459099,11826,250000,225674,203098,0,0,6.4997214999998505,False,12500,none,True,0,0b350c726b55be654cf54824a6b20a9c0b3cdca4e4e2b5671072944701f56602,c91700301aadb53959380117fdaa074ee8817618b6dce71e30df3d2d0ce83087,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,de67737018b73d92d1a31b5bbb0d091cf6cf5d062be75da26f12b7add46861f0,True,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,none,0.902274360600296,0.9055566871198144,0.8836865090877346,0.8925924156138101,,,,0.9296793262241084,0.9134066645054496,,0.1044176706827309,,0.0,0,250000,237500,212800,0,0,6.838183500000014,False,12500,none,True,0,dc7e6f957ba12fb884d3c3cf6d2fe4a12ac7945bca188fe31e6f27907407644b,32db5fb46b99ffdb63147a03e54f308ea64c309eb5853ee63143ecd412027f91,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.001690974424011893,-0.002050516288508497,-0.001017213481730006,-0.00254441295957597,-0.0001797345037304332,0.0012383905393823502,,,,,0.04101458465440709
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,learned_features_label,0.9055633058549988,0.9082715338886924,0.888046132526279,0.8964125175730397,,,,0.927336825898637,0.9143818658014118,,0.118292115831748,,0.0492158106108645,11642,250000,225858,209518,0,0,4.707846917000097,False,12500,none,True,0,c4870ba8281212ebcdcef56b1989de81afa596c1885ef1e377aee106c4959c28,98ef20896360b8f0d379971013ef677f78c904f22c5cc420ba737dae50ae50bd,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,e88cf933d119240646a0018c3f69459c214ea2853c164f6fc982736969f871a1,True,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,none,0.902274360600296,0.9055566871198144,0.8836865090877346,0.8925924156138101,,,,0.9296793262241084,0.9134066645054496,,0.1044176706827309,,0.0,0,250000,237500,212800,0,0,6.838183500000014,False,12500,none,True,0,dc7e6f957ba12fb884d3c3cf6d2fe4a12ac7945bca188fe31e6f27907407644b,32db5fb46b99ffdb63147a03e54f308ea64c309eb5853ee63143ecd412027f91,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.003288945254702802,0.0038201019592296603,0.00271484676887801,0.004359623438544347,-0.0023425003254714527,0.0009752012959621803,,,,,0.01387444514901709
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,learned_features,0.8971550016424938,0.9009680396283112,0.8772817228551654,0.8867410728157634,,,,0.925844093854298,0.9093240057027648,0.8752385228420698,0.1128741650656499,0.0484902907172522,0.0501109927630727,11796,250000,225704,210376,0,0,6.493183125000087,False,12500,none,True,0,2a906aaec92faa79f66e1bd82be374bbfa696a83c38bec5c4947ff8918aaab5b,d99ac7de53ded00ae2fddf2e0352e91202fe83c085e459ccbce1a2c9ed7c5588,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,26540aa4bd31af75a3aaef2ff2280437073e6ff94dfccd570c23faeb46c8f972,True,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,none,0.901350826721881,0.9045263831036904,0.8827587560943072,0.8916178480551995,,,,0.9296612301022804,0.913517871830272,0.8702435739140195,0.1093801327931353,0.0,0.0,0,250000,237500,210900,0,0,6.504767082999933,False,12500,none,True,0,823a483864ff134f46f2fb1e9ad0ba17c06e02d7c33c57e2846d3dd8bc042404,329450c8d256da48cf24e698be95e33ab4f21c4521b66ea520616d73c7479ae2,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.004195825079387205,-0.004876775239436082,-0.0035583434753792,-0.0054770332391418375,-0.003817136247982411,-0.004193866127507162,,,,0.004994948928050302,0.0034940322725146022
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,learned_features_label,0.9013906447534766,0.9042380465914346,0.8830790073305137,0.8917331505990314,,,,0.9276503655090208,0.9139931260168797,0.5327477831406443,0.1288710592591855,0.4130373779324279,0.0492797913535144,24620,250000,212880,194957,0,0,4.483718915999816,False,12500,none,True,0,897b89c40aa0208232b17316da4efc0596506b84406c16faf2c31b8b336f86f5,63a32a25e7502206f5beeefa77b5feef0d5ec090bbbec503fea7f4771fc9ee7c,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,8d4039312fb9e5b583d98a35c5cd75e4c09b24e49673a22f9e833571a4a6c7df,True,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,none,0.901350826721881,0.9045263831036904,0.8827587560943072,0.8916178480551995,,,,0.9296612301022804,0.913517871830272,0.8702435739140195,0.1093801327931353,0.0,0.0,0,250000,237500,210900,0,0,6.504767082999933,False,12500,none,True,0,823a483864ff134f46f2fb1e9ad0ba17c06e02d7c33c57e2846d3dd8bc042404,329450c8d256da48cf24e698be95e33ab4f21c4521b66ea520616d73c7479ae2,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,3.981803159558428e-05,0.00011530254383185223,-0.0002883365122557935,0.00032025123620649243,-0.002010864593259609,0.0004752541866076543,,,,-0.3374957907733752,0.01949092646605019
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,learned_features,0.9002737561030678,0.9046194424612242,0.8806356933091939,0.8902089653122024,,,,0.9281158519263368,0.9127576004600332,0.8181695714405994,0.1583100499534332,0.0484802559568914,0.0501453447351339,11763,250000,225737,198655,0,0,6.131621125000038,False,12500,none,True,0,606845059b6e89db6475832e23ffe0f227ece8e84ce4fcea0c26f7fbe7ef8e56,2914036c6ea615da9e31a69945d7cd0b9525b7898279f70a1871fa9e33cd6156,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,bd4e74243554709429c400479b65bfe46873e3ca70f3fa84d29fb0f35a56dd4f,True,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,none,0.9028927835633448,0.9061179900438604,0.8846270392940179,0.8933966068970918,,,,0.9253699465573444,0.9102143650246868,0.8153405742190789,0.1418677504021674,0.0,0.0,0,250000,237500,201400,0,0,5.9927795410003455,False,12500,none,True,0,1533c69d5a72aab6390b91af20725a2c1de373c34f1f43f6558d4e9707f6bd49,7e84dac5597a15db14acae332206966ce267ff2f2152707a3803b53b8d32fd7d,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.002619027460276979,-0.003187641584889378,-0.0014985475826362338,-0.00399134598482398,0.0027459053689924406,0.0025432354353464026,,,,0.002828997221520524,0.016442299551265804
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,learned_features_label,0.8994835323003979,0.9025089310894404,0.8807714705758514,0.8895999936697574,,,,0.9298805730170588,0.9152337898494776,0.5545844910330892,0.1237603364095617,0.3940725772501473,0.0497840995681991,32222,250000,205278,189123,0,0,4.439816125000107,False,12500,none,True,0,8eee17126020c3d01ea7271d16037a770055b0328e3ea5916af92daef3064ba0,d3debf7d95d9d4ccec8cf94c1b8a2d9ff4ce79bcfd6803d3395492cf99058d0e,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,546958b5081b11431f62bd090d33879d7b0f293aafa73074fae2b9251b51a649,True,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,none,0.9028927835633448,0.9061179900438604,0.8846270392940179,0.8933966068970918,,,,0.9253699465573444,0.9102143650246868,0.8153405742190789,0.1418677504021674,0.0,0.0,0,250000,237500,201400,0,0,5.9927795410003455,False,12500,none,True,0,1533c69d5a72aab6390b91af20725a2c1de373c34f1f43f6558d4e9707f6bd49,7e84dac5597a15db14acae332206966ce267ff2f2152707a3803b53b8d32fd7d,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0034092512629468885,-0.0037966132273343778,-0.003609058954419986,-0.003855568718166502,0.004510626459714451,0.005019424824790786,,,,-0.26075608318598975,-0.018107413992605695
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,learned_features,0.8976622278588037,0.9023368326181588,0.8771215610182075,0.8870821248472589,,,,0.9254812458146756,0.9113075732493054,0.8785253714606112,0.1226453604141776,0.0504065040650406,0.0499203504579848,11826,250000,225674,208530,0,0,6.238750584000172,False,12500,none,True,0,16d02a21bd02cabc61b650db7554b9400e583bfcb54b4eb73df1ad3d67a0708c,cf37796038a02dbb9c669c11735a26f9cdff6a025d03067a43df15e51a9a5714,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,de67737018b73d92d1a31b5bbb0d091cf6cf5d062be75da26f12b7add46861f0,True,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,none,0.8990784189389136,0.9024139422889824,0.8798665214709649,0.8889748969522336,,,,0.926672554242508,0.9126183676506632,0.9294645360246706,0.0726005575467941,0.0,0.0,0,250000,237500,220400,0,0,6.603710709000097,False,12500,none,True,0,4db99897d21f98fac061bf0182958633d96233a170d3969056065181d3c00a61,92c37c158ca0f61041de99cd5b09a5254a47270f18bfd6fe959b3bdfac4d1c69,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0014161910801099298,-0.0018927721049747381,-7.710967082363851e-05,-0.0027449604527574056,-0.0011913084278324382,-0.0013107944013577288,,,,-0.05093916456405945,0.0500448028673835
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,learned_features_label,0.902291270344536,0.9047549484234668,0.8843926847488712,0.8927861562210906,,,,0.930317827814964,0.9158999549449278,0.2165405102326885,0.1142821585025886,0.7673955705074292,0.0493229788928713,37281,250000,200219,186597,0,0,4.54350925000017,False,12500,none,True,0,df3bf40898334a46b1303b2b2e2521edc6081bf2579bb5b0d7ef495f1250dcfe,71ed3ed45754c5347fe4e826969c997aa884e5d88111eb8733b9a9f81fe37122,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,deb39066f67daafc059d79381646e21c9c8c79b58347c27a21f21851712d3f53,True,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,none,0.8990784189389136,0.9024139422889824,0.8798665214709649,0.8889748969522336,,,,0.926672554242508,0.9126183676506632,0.9294645360246706,0.0726005575467941,0.0,0.0,0,250000,237500,220400,0,0,6.603710709000097,False,12500,none,True,0,4db99897d21f98fac061bf0182958633d96233a170d3969056065181d3c00a61,92c37c158ca0f61041de99cd5b09a5254a47270f18bfd6fe959b3bdfac4d1c69,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.003212851405622441,0.003811259268856948,0.0023410061344844024,0.0045261632779063365,0.0036452735724559204,0.003281587294264643,,,,-0.7129240257919821,0.0416816009557945
