stream,mode,level,detector,filter,metric,mean,std,min,max,count
RBF_I,concept,moderate,hddm_w,learned_features,macro_recall_difference,-0.05805774437921688,0.02500998638558865,-0.08292560816276673,-0.032908017894124675,3
RBF_I,concept,moderate,hddm_w,learned_features,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features,poison_admission_rate_difference,-0.15356758553775537,0.04973812037235476,-0.19445222751470997,-0.09819368634291825,3
RBF_I,concept,moderate,hddm_w,learned_features,roc_auc_difference,-0.03782455493372794,0.011990476058002367,-0.050883991187943955,-0.02731239287869336,3
RBF_I,concept,moderate,hddm_w,learned_features_label,accuracy_difference,-0.048531703752027644,0.04100067717679598,-0.07835057702930681,-0.001776048714479006,3
RBF_I,concept,moderate,hddm_w,learned_features_label,average_precision_difference,-0.05832297438078826,0.04900360015915884,-0.09554379605107688,-0.002803070807323338,3
RBF_I,concept,moderate,hddm_w,learned_features_label,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features_label,legitimate_withhold_rate_difference,0.1178622678701926,0.023262408600594687,0.09288559195459531,0.1389100391653354,3
RBF_I,concept,moderate,hddm_w,learned_features_label,macro_f1_difference,-0.04871041878682636,0.04063925299847476,-0.07873600895596533,-0.002466279902794466,3
RBF_I,concept,moderate,hddm_w,learned_features_label,macro_precision_difference,-0.04639457174436686,0.04021753624304783,-0.07844158219759745,-0.0012645026151064664,3
RBF_I,concept,moderate,hddm_w,learned_features_label,macro_recall_difference,-0.04942516501452665,0.03896478267196011,-0.07685998849101361,-0.004824875588418931,3
RBF_I,concept,moderate,hddm_w,learned_features_label,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features_label,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features_label,poison_admission_rate_difference,-0.12177414973509444,0.03981087369257384,-0.1664331745587,-0.09000618985988407,3
