condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference
radar__instance__moderate__a1,radar,instance,moderate,radar,1.0,340000,76356,none,learned_features_label,0.8172376761485672,0.2613765522146765,0.3823772310910887,0.2568334617012511,0.5650316455696203,0.7938495739162653,0.1311942221727303,0.8505163161646503,0.6131871175809973,0.5367201512433952,0.007990691785158188,0.45755974598865673,0.0009924199647519806,9555,484753,450960,415824,0,0,303.40600933299993,False,24238,none,True,0,40a03d0c30ca7df825985730c50524380d83a6b4f1a0d62e8cef5c185b7cf13b,06fa650b7aa9f4f74590995691face4c2ff3a0e1f7956de880c43a2d94ae4321,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,fc51519f77e819b1b38a0b3dce8bf6deb0e4da495d242cf26a01a8be3a4dc2e7,True
radar__instance__moderate__a1,radar,instance,moderate,radar,1.0,340000,76356,none,none,0.8333595264288334,0.257288551826144,0.35529976343713127,0.25135884894087035,0.6038237456869733,0.7910337161911819,0.11142043556418128,0.8243139324925036,0.5585324048947493,0.98715400649571,0.013987988296288691,0.0,0.0,0,484753,460515,424415,0,0,307.48075549999976,False,24238,none,True,0,8b200e516305e592f32cf13b6621bc4b457d36e82272113ddcace729a0a25f68,88c2ab2c7d2ea27d76b8999f9dd8ac41250312daf2f5f4e7b95a002b12b8c8e9,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__moderate__a2,radar,instance,moderate,radar,2.0,340000,76356,none,learned_features,0.7330923568547331,0.2998707126639548,0.42026150547827495,0.24997379288146276,0.48344406343763396,0.6686180066691367,0.15337013410540717,0.803987711697502,0.4566964598435249,0.856300734441438,0.14531882656074782,4.831851565519907e-05,5.136150797387411e-05,7,484753,460508,412065,0,0,301.85968308300016,False,24238,none,True,0,bdb5958a2badbf112e18faf3dc7afe0523f7ea4a0587c40b4b2002028b5cb95d,924f4dbccd32b8440ad1dc590d880341885e6a3246c4a9dfd3b856a1df7d28ca,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__instance__moderate__a2,radar,instance,moderate,radar,2.0,340000,76356,none,learned_features_label,0.7493713657079993,0.3194393254260422,0.4528593711860791,0.2581888045950189,0.5166778224007139,0.6864023712486106,0.13784381412958752,0.8165386866990167,0.4598441714093394,0.4904329339002706,0.08421575257449558,0.457286432160804,0.0010101096568195243,9582,484753,450933,411631,0,0,297.23261212499983,False,24238,none,True,0,7c039ee95e91657bd9915643218f6b1d46dc568638564dda240ee47de3af7fa8,de8b327f53c49c1bcdff3ffc436afd4a35a4525610f939c958adff92a164b52b,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,4844122755885ac5c5e7e3bd87b590ba504b257de0d6d4bf741daac4a4df3e64,True
radar__instance__moderate__a2,radar,instance,moderate,radar,2.0,340000,76356,none,none,0.7330923568547331,0.2998707126639548,0.42026150547827495,0.24997379288146276,0.48344406343763396,0.6686180066691367,0.15337013410540717,0.803987711697502,0.4566964598435249,0.856300734441438,0.14531882656074782,0.0,0.0,0,484753,460515,412065,0,0,298.23602050000045,False,24238,none,True,0,168af0296c353b86692ed02940a1e1cb6676e9b28c5870596853ef8c8970f70d,0959233a6b0693fc22d313473827ad4af7a96184172873b7d8ec66e0c7f8fa3f,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__severe__a0,radar,instance,severe,radar,0.0,340000,76356,none,learned_features,0.7789695636230289,0.22009552451185266,0.37618709753271196,0.22739329738762432,0.5767038612828129,0.5323453130789181,0.08388348896772244,0.837812063913795,0.5372549449565497,0.8744987161362915,0.12396212106481032,0.0,6.805763509440566e-05,7,484753,460508,408265,0,0,325.59815962500033,False,24238,none,True,0,0d0413f818ec9dfa969e3c329fad7f5449525f0784670429cbb8283836f8fbe1,6b1e5b63b21150516106e114241f57c3b0dab79d932a056a5caf1e63e8170399,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__instance__severe__a0,radar,instance,severe,radar,0.0,340000,76356,none,learned_features_label,0.7726308345120226,0.19969501238338616,0.34721551437851395,0.20280499885539163,0.5698867522991563,0.5556131900703964,0.09002402125324128,0.8586980717567254,0.5513112855938278,0.4816652722079571,0.09703074260602407,0.45333371801159805,0.0009916969685184825,15815,484753,444700,397419,0,0,317.7457408749997,False,24238,none,True,0,8631963faf3949b7dd858c57374ce09ffe97c5c2a7bb3667b42937181f3f4f3e,bd449b8aff71d042f3847eb467955c08c9780a89ecbadf1c08635bdd582b43f8,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,fe2303852704be4fa6e4bee058f2b0d550f860ee883a37defdb216a98df7186a,True
radar__instance__severe__a0,radar,instance,severe,radar,0.0,340000,76356,none,none,0.7789695636230289,0.22009552451185266,0.37618709753271196,0.22739329738762432,0.5767038612828129,0.5323453130789181,0.08388348896772244,0.837812063913795,0.5372549449565497,0.8744987161362915,0.12396212106481032,0.0,0.0,0,484753,460515,408265,0,0,322.7638869579996,False,24238,none,True,0,147b81eb1c70c70e402efc3bd1b6a4e5369fc48c934985cabdf048076a8b8a0d,c383a7eb33f6dca80a91e7bd6960de06caa22c54ab57b6d5474a8a5411af559e,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__severe__a1,radar,instance,severe,radar,1.0,340000,76356,none,learned_features,0.8739457279061239,0.3199276211790184,0.34752797337712527,0.31096037608300864,0.6946583647386532,0.6283067802889959,0.05928954359618842,0.8400285641133478,0.523768025294075,0.9582728381439108,0.041425342219893864,5.807538184563563e-05,4.8507426486995156e-05,7,484753,460508,421558,0,0,338.8438347910005,False,24238,none,True,0,3c020cf44c46958dbb5cf762008c5c686dd273aade3e4a275b2a4f745450f0f1,884d3163a4867d0376fc4577af840ae87e1fc47f4b27df5e76f915243a6dbf6e,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__instance__severe__a1,radar,instance,severe,radar,1.0,340000,76356,none,learned_features_label,0.8851825658756352,0.3355500555340211,0.33284523746203465,0.32227372136664834,0.7572001783325902,0.6292701000370508,0.043317796407947695,0.8760394710798813,0.588677298619075,0.5203263836459725,0.0350320634089079,0.45202973459550494,0.0009798500150373021,15668,484753,444847,407135,0,0,333.2003449170006,False,24238,none,True,0,1b77c16feecc5af3b00efc8c470dd3a275edba311c36c256a9ddd2baa3ec15cd,6d5915468fee50ea9f4b840783ac1eae12a97d55724af090d1e585447e9f9f7b,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,2968ec91b88c2bf4528c17c70a5707bd0e77f6a8effcdf742d2a8d2a284ffda5,True
radar__instance__severe__a1,radar,instance,severe,radar,1.0,340000,76356,none,none,0.8741290795746242,0.3200046828261257,0.3475558125779016,0.3110270961842966,0.6954560367454068,0.6283067802889959,0.059066829989977886,0.8401199753587488,0.5241416241133824,0.9583309135257564,0.04137683479340687,0.0,0.0,0,484753,460515,421565,0,0,339.6367485419996,False,24238,none,True,0,2babe25133456c7a0195cf8513e3fb3cb50655606138509be306c9f6f71a5606,8a6999a79301fb29f2dbd49b933562985b2abeefabc79b015ea39fc593b75bb2,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__severe__a2,radar,instance,severe,radar,2.0,340000,76356,none,learned_features,0.7356592802137356,0.22598736980020373,0.24923435963844123,0.19291816377925725,0.426067489352408,0.5782141533901445,0.16721019391991854,0.8085210334187171,0.46044735271134185,0.8815198818384546,0.11716155593964228,0.0,6.797040374419825e-05,7,484753,460508,410158,0,0,282.1081722079998,False,24238,none,True,0,7a50f270e1c17554204fb69e401da13adc3e0f5bbbfec9fae3a6ef6fe215b6f3,157fd139cfbec8f3680c6c94d07e577f267dd9598dd76f328082963dc452bb23,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__instance__severe__a2,radar,instance,severe,radar,2.0,340000,76356,none,learned_features_label,0.7604248520090104,0.22249690972912006,0.2542019824043098,0.19362121762745937,0.4773487382183034,0.5816969247869581,0.13673024609853487,0.8257912169630556,0.44716557010423846,0.5138868776970084,0.055434719282232536,0.45425584291465143,0.0009807158254520033,15786,484753,444729,403821,0,0,278.38766162499996,False,24238,none,True,0,7c33a214763beebbb0323d77d0ff59018df3fb8109e637e3c838d008c574b471,1d84b9e5c1f31d4b53c6b8992eaca3b3db76c581fab03f60c3767456ce21c40e,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,4389648b97de3c2f56b890978081fd01a572e6e95f24d0f7062b1112b63f8192,True
radar__instance__severe__a2,radar,instance,severe,radar,2.0,340000,76356,none,none,0.7356068940227356,0.22596612643020184,0.2492264055810766,0.19290005378191846,0.4259744513593187,0.5782141533901445,0.16727382637883584,0.8084908015172463,0.46040427217019686,0.8815198818384546,0.11709358553589809,0.0,0.0,0,484753,460515,410165,0,0,282.7770971250002,False,24238,none,True,0,0e0f7d9445b83c164efa0c4c8b9d3b305e8832ce5b379a87f811dab690ec37ef,0c3e8870f56d676b3ea6b5a04aa520d7f9899678339b0ed0fa17166dd1edf209,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__moderate__a0,radar,splice,moderate,radar,0.0,340000,65615,none,learned_features,0.836973253067134,0.36059204579964,0.5187576034735215,0.3757289724080751,0.6060130132376038,0.9837020850405171,0.12856933665251136,0.9527753770930505,0.7185133569751658,0.971829005343583,0.028696602714729604,0.0059998125058591915,6.0250815537824603e-05,135,484753,460380,427130,0,0,261.7363481249995,False,24238,none,True,0,8ce3a6bf8960b7dc4cb66564453b9774075883fbe73add53106807de22c6b6e7,316daa7840e02036ac1e0a4060bd68d19004ee07a24243c8cfe2c8ed6b59debe,7ff129a343f74ffbd7c2eb8b67ea286b168706c69e2aa846e33a80c8b2255b82,a41db3cdf42ee8161bb6ff8cb47b4b471fd95987feb6888da58d99380169752d,True
radar__splice__moderate__a0,radar,splice,moderate,radar,0.0,340000,65615,none,learned_features_label,0.8383906119027661,0.3637642080106491,0.5189703908508828,0.3778511197506341,0.6091688282395399,0.9836110352362742,0.1268670376336213,0.9529940027857853,0.7210796759100139,0.9695322021186837,0.029763902875685352,0.008296615730758414,0.0011533727545812139,311,484753,460204,426957,0,0,283.71892037499947,False,24238,none,True,0,075aa84ed49054bb239af76c130cac9f7390468accd73b829b0579217eec3950,85a4efb1497b8b3e04a1be42fa9570d4010857ea57aebb0fd0ea6bbd51adda6d,7ff129a343f74ffbd7c2eb8b67ea286b168706c69e2aa846e33a80c8b2255b82,7a777142bd70fbcd9984e0398ab51cf714897f594101979e54497035ab5c6ede,True
radar__splice__moderate__a0,radar,splice,moderate,radar,0.0,340000,65615,none,none,0.836973253067134,0.36059204579964,0.5187576034735215,0.3757289724080751,0.6060130132376038,0.9837020850405171,0.12856933665251136,0.9527673857361288,0.7184215619784025,0.9778288178494422,0.028636351899191777,0.0,0.0,0,484753,460515,427265,0,0,262.1571885000003,False,24238,none,True,0,a42f371f2e153214863b75f23e0982edb719ee1ef15ce0342a9ef2335432b4c2,9fa88fe2d2c3ae5f87885458f676539a186c2a982deeb136fdf61d9ef0bd6a10,7ff129a343f74ffbd7c2eb8b67ea286b168706c69e2aa846e33a80c8b2255b82,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__moderate__a1,radar,splice,moderate,radar,1.0,340000,65400,none,learned_features,0.7993730886850153,0.30414100310461384,0.4404239160601483,0.28403149565087205,0.6629802095459837,0.9395967002749771,0.09563222609653148,0.9321957644411751,0.6236158345484896,0.9415522953147184,0.06371095931606306,0.0044013251301467105,6.0145207715770935e-05,100,484753,460415,409115,0,0,311.4935109170001,False,24238,none,True,0,9e7a19148e1d46853142998d543ae682074ac415ce135851f6aa0ac8d814d912,953e7a98661b52c9a26fc2e32d0dc885c07e31ee0947e06930f04e71b74a15fe,4f47c77e68002cb7bc83b5b333f395fe47af73091dc83c6567a003e8ca2e28df,2317eec756e35c691a0fcd1cc3181be913dfe751ae4a2950e0054067b0d95cdd,True
radar__splice__moderate__a1,radar,splice,moderate,radar,1.0,340000,65400,none,learned_features_label,0.7938837920489297,0.29995479072000936,0.4388631563681591,0.28427841586356767,0.6491968503937008,0.9446379468377635,0.10220223894292531,0.9351280602281736,0.6417299072307028,0.9627070515854236,0.052506766335868024,0.005537150970184572,0.0011771276367229455,254,484753,460261,410866,0,0,305.3813588339999,False,24238,none,True,0,db3948306bff94fd8f7afd279d76ae02656a9c0f3a2341063a544d6f4a673c9a,8d8f6e9205b958aa2bc12b55bd71eff34197de71fb360dddf935ebac3aabb90c,4f47c77e68002cb7bc83b5b333f395fe47af73091dc83c6567a003e8ca2e28df,bd92626df204a5c5f7c312a30ff3fe3c04cf64d111ee0e99a99e0d5a74feaae7,True
radar__splice__moderate__a1,radar,splice,moderate,radar,1.0,340000,65400,none,none,0.7993730886850153,0.30414100310461384,0.4404239160601483,0.28403149565087205,0.6629802095459837,0.9395967002749771,0.09563222609653148,0.9321959814353882,0.6236159350788799,0.9459536204448651,0.06365081410834729,0.0,0.0,0,484753,460515,409215,0,0,285.0701471250004,False,24238,none,True,0,650db92adc87b47855638bd17dc48b0698185bb07e18a54edce600e5ab7242a8,b3ef8c9396f1ec84d26aeb58e8515b0a305fc28049b7f3b5c24048fc3a6bc5c0,4f47c77e68002cb7bc83b5b333f395fe47af73091dc83c6567a003e8ca2e28df,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__moderate__a2,radar,splice,moderate,radar,2.0,340000,62754,none,learned_features,0.7903081875258947,0.28432652546126624,0.445330838426294,0.25490431725853996,0.6859790552248927,0.8388612493090105,0.0803082851637765,0.9122262092804372,0.5825715944793112,0.9261953764418704,0.044374131810464575,0.002871775235724884,6.002298022671537e-05,67,484753,460448,434798,0,0,271.64177483300045,False,24238,none,True,0,fe2f38f6476b2b60ace2c0d7c623b157201652b4fa7fc2d58af697f9623fc585,7a1820c9664b48e5d1b21fdedfba56ad25bc1f4c866f9c6042ad2b99d7afa7f6,77523168cd5ca2372eb0c70ff270b1ac8f60f8188ebde2fb79110ca07de5495f,db5e1bc079be9b4c1349476ccf5bf9875fae1432999046bf7488a8ea845c8bcb,True
radar__splice__moderate__a2,radar,splice,moderate,radar,2.0,340000,62754,none,learned_features_label,0.7902922522867069,0.285268484823444,0.445252271487262,0.2550599002989443,0.6859790552248927,0.8388612493090105,0.0803082851637765,0.912323553146989,0.5811903894941213,0.9248073517446035,0.044802867383512544,0.004259799932991911,0.0004973332647356417,147,484753,460368,434719,0,0,261.6481292080007,False,24238,none,True,0,adc8bf37cf34366a1b1829fde799e5d63f57e46d8183e5f711f44b0ee06ff117,a6d5f74b23d64da4e2eb15be16249eeda461e08c33c7508b844d65bdbd56f040,77523168cd5ca2372eb0c70ff270b1ac8f60f8188ebde2fb79110ca07de5495f,0a7f4c441bb3ae771a9d30c89c387343f2a05e2d57e39d495125d15e6f9d63d1,True
radar__splice__moderate__a2,radar,splice,moderate,radar,2.0,340000,62754,none,none,0.7903081875258947,0.28432652546126624,0.445330838426294,0.25490431725853996,0.6859790552248927,0.8388612493090105,0.0803082851637765,0.9122262092804372,0.5825715944793112,0.9290671516775953,0.04431410883023786,0.0,0.0,0,484753,460515,434865,0,0,278.18416004199935,False,24238,none,True,0,dff48aa4b71d7b585f005be10334598dec11fd4e1c8865bdee7e949e085acb0b,07faac12e8131986ead5cfe1ba7db743021fc3809b1a75e0a93f22955ad91c2a,77523168cd5ca2372eb0c70ff270b1ac8f60f8188ebde2fb79110ca07de5495f,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__severe__a0,radar,splice,severe,radar,0.0,340000,57322,none,learned_features,0.831181745228708,0.31618326958521387,0.5197583044209384,0.317113379857249,0.750095441704207,0.9338403041825095,0.06993290885004914,0.9278350117630083,0.7207472928030598,0.9489034132171387,0.04876321660684838,0.003776325344952796,6.790183334950044e-05,137,484753,460378,422379,0,0,280.93885191699974,False,24238,none,True,0,a45f6a0f738a557405e5d9778ac1e6fabdf921ef0e5eb593150232998f49a787,7cdb031992e17402156158b0f90fd933b3b8b548d77203928ca9a9085168e52f,29d36b24f94d16007db6c0d21bd60fb29494a9aa858616a98d3c27c79d2c4302,822e47618bce1352f0571dbf3b2c7cf441a047921a0e16c8b7a9d5ffd9bac96b,True
radar__splice__severe__a0,radar,splice,severe,radar,0.0,340000,57322,none,learned_features_label,0.8311991905376644,0.3154601321980429,0.5194580424514388,0.31687054513258517,0.7503055300947143,0.933745247148289,0.06984744241699073,0.9285174585906195,0.723308063931281,0.9549164851125636,0.04289455815307013,0.004851125635439361,0.0011446309050344358,285,484753,460230,423191,0,0,280.59114695899916,False,24238,none,True,0,b592238ac49ae3fa5998ade3f5c98e8b6b276ead7a68968aafb4b772501a58f4,be3d1a3a81d8b119b5b76f9a0c7cb4cc278768445abd36ed71a141d8f9383968,29d36b24f94d16007db6c0d21bd60fb29494a9aa858616a98d3c27c79d2c4302,a32cecadb4f9ee1822906f4dee2b64c71cc55af1177d5282808c90bbeee1f1ba,True
radar__splice__severe__a0,radar,splice,severe,radar,0.0,340000,57322,none,none,0.831181745228708,0.31618326958521387,0.5197583044209384,0.317113379857249,0.750095441704207,0.9338403041825095,0.06993290885004914,0.9278336306514475,0.7206895059309153,0.9526506899055919,0.048695314773498886,0.0,0.0,0,484753,460515,422515,0,0,292.6456578750003,False,24238,none,True,0,7d756107469d115e87d6612daaabb3de026809fd827319ac1df37a3ce945cf92,528ce15c07805b390ff3349b8c666df0f406ae0e07c08425c2cb18c79c2d1a25,29d36b24f94d16007db6c0d21bd60fb29494a9aa858616a98d3c27c79d2c4302,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__severe__a1,radar,splice,severe,radar,1.0,340000,58224,none,learned_features,0.7424601538884309,0.20273886088849682,0.3899536231605205,0.20800010499799526,0.6223702228308229,0.9586768935762224,0.12694062016152655,0.943788490883153,0.7833157808295762,0.9546458855846173,0.01565038501100718,0.008778215693299892,2.88397758188093e-05,297,484753,460218,424118,0,0,232.85480604199984,False,24238,none,True,0,56998756898b7beeb92c63dc444162c8e3fc35cb0b8cf52c77e8fffa977a960a,cc29da3e08f1f9bc50d812589c1ab7f7884ff0c98a5df7c6a8a854baed307947,241094e4bdf5eeeca930c182de82e9c6313d772b6b89600c6e07b8204e8a11cd,3df941b97f9047970d777ef20c14dd017f96975c35e825ef1990e14bb51d9ab1,True
radar__splice__severe__a1,radar,splice,severe,radar,1.0,340000,58224,none,learned_features_label,0.7414983511953833,0.20319722612878502,0.38980716126153736,0.2081614459364009,0.6217101198566662,0.9648130393096837,0.12811231535339163,0.9495992097516944,0.7746716112053272,0.95351128627732,0.01683281581957836,0.009912815000597158,0.0012112705843899906,458,484753,460057,423957,0,0,235.64789224999913,False,24238,none,True,0,e19c72eb64af1411d8f29327bccfaea23348b5788575ff2a938cceb465db430c,36c96f4fe30c9e572a5e8cf43c64b163c9d595a79cd21a48c3d5953acdb6b737,241094e4bdf5eeeca930c182de82e9c6313d772b6b89600c6e07b8204e8a11cd,c21a98927346be1f52232ac9450af67b3caf70640b97c6da6546ade6b9fd20de,True
radar__splice__severe__a1,radar,splice,severe,radar,1.0,340000,58224,none,none,0.7424601538884309,0.20273886088849682,0.3899536231605205,0.20800010499799526,0.6223702228308229,0.9586768935762224,0.12694062016152655,0.9437886894823586,0.783315819510726,0.9634241012779171,0.015621545235188371,0.0,0.0,0,484753,460515,424415,0,0,239.1998797919996,False,24238,none,True,0,c71f6182cc06bcb8f7bc351a30b8fb4fd3a0b70852f835a932aa24127c21f998,c5535911a85e3d7673c65543d3b45d543c69b1e02411133794e19da00ba6c568,241094e4bdf5eeeca930c182de82e9c6313d772b6b89600c6e07b8204e8a11cd,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__splice__severe__a2,radar,splice,severe,radar,2.0,340000,56492,none,learned_features,0.8397649224668979,0.36813313916813206,0.5539075114719451,0.36603864900769834,0.7624501992031872,0.9656694899981979,0.07355597656077896,0.9431379551067157,0.7199173909205153,0.9616261946698236,0.045382088217569644,0.008575635954147778,9.719873252852783e-06,298,484753,460217,429817,0,0,256.7714097499993,False,24238,none,True,0,95482fc5e2f720950c922fd20a6cb75400a7dfb87ba8a8437ef9be999acd54dc,5d3cd25675ac956cfa878f3812f654470c7b6287362517ae72fb8bbee91d7a84,5352da01c0077f3cf543c1373d409bf583f2af1fdaca4adeb59f88d8e3d433ea,b8bbf2d8e54c66c3c43bda3a7e833978d17572e503e4c883227473c38b68650d,True
radar__splice__severe__a2,radar,splice,severe,radar,2.0,340000,56492,none,learned_features_label,0.8468101678113715,0.3752499298174786,0.5427764756128199,0.37112063171619836,0.7870730811604848,0.9655793836727338,0.0638630656033837,0.94508590046375,0.7432431119799116,0.9458031357375913,0.051077933943741376,0.011289810296537984,0.0009914270717909838,493,484753,460022,428683,0,0,245.486067541,False,24238,none,True,0,cb4f8c4e5780cc6a2fbef5c33eaed7198489bab6985567862a87dc095918a7af,83b5ba788309648b815b02b12a46784aaf066b569eef3034ee6bd03c7b4f9cc1,5352da01c0077f3cf543c1373d409bf583f2af1fdaca4adeb59f88d8e3d433ea,a74763d48db4e302be1a31dc691e5c650dc1c077a99f4fddcc8e18b0dc56162c,True
radar__splice__severe__a2,radar,splice,severe,radar,2.0,340000,56492,none,none,0.8397826240883665,0.3681338588643942,0.5539102651398307,0.36604147897492045,0.7625044468160797,0.9656694899981979,0.07353394721769396,0.9431320398569055,0.719925992971255,0.9702018306239714,0.045372368344316794,0.0,0.0,0,484753,460515,430115,0,0,258.9941042920009,False,24238,none,True,0,bc6dd34d0883997312669879c1571224d7ed3b8866a1935b88cdcd4d773f4058,680e46cc9728ca5fbf00bbc005bc394c73e88724b4f73834e27b56be7fc6d270,5352da01c0077f3cf543c1373d409bf583f2af1fdaca4adeb59f88d8e3d433ea,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
