condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,learned_features,0.8958444303529909,0.9024382131641755,0.872939973327376,0.8842604735613491,,,,0.9267127321568366,0.9111738287426434,0.8031908620718702,0.19840512887077932,0.04978351331772158,0.04906514365691647,11649,250000,225851,190662,0,0,5.668748707999839,False,12500,none,True,0,36f8d25f90c5fba4654bfba8d71905e3d05852efe3dfd484cb3e447ea309d4ca,462a7ea5aa48bdd58fc9e810991c9e74c57fcabe4866fa743c4867d926b15c6e,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,learned_features_label,0.9,0.9020940831995298,0.8814503127796747,0.8899640261752598,,,,0.9301537489466101,0.9156425491818632,0.22164192934279023,0.09919692087159199,0.7657395083983355,0.049460193122753154,54216,250000,183284,173722,0,0,4.121739125000204,False,12500,none,True,0,09fa797b1a56482138150aec696d6350efdb8acac9a3af629842c4dbbdd1fecc,8497d71b688c917500ea5de04dfe72d9c2a849025447965d456a906c5237816f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e7dd114cc747322723b62597d0a8349f6ef3bc32fc353de405f9313c5bf3712f,True
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,none,0.8985203973789896,0.9044606373647637,0.876603806611649,0.8874548594038323,,,,0.9256305102050482,0.9085830661770826,0.7963845881698873,0.205222553938361,0.0,0.0,0,250000,237500,189050,0,0,5.860591791999923,False,12500,none,True,0,f2215504d98e53d746dc828f34ab5fc596994ffe0cf4494e81b2e9c8c1b19fd0,48663a2661e2354b84bcaef826746f233a67ea503d97304a4cdf3bb344d41d98,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__splice__moderate__a0,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,learned_features,0.8961128807485567,0.8984448030512806,0.8765398638664594,0.885461251771287,,,,0.9289505577791723,0.912146838247366,0.8360370474319394,0.1320724666533944,0.04981756946393489,0.04906430420067689,11633,250000,225867,205122,0,0,6.280111833000319,False,12500,none,True,0,660acc505d156eb37385e6cfc85521366027bf8172c83875119245aea0b4d751,cea3ab2187f0d694f780690258eb33a326ef770d7c2823115325ba707a00f2bf,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,ae34cbaca65d0399745d7ed91f792b8288c74a7e941d409ac6beb2a77a816d7a,True
SEA_A__base_s0__splice__moderate__a0,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,learned_features_label,0.8974069281305992,0.9013832095734509,0.8767178842685451,0.8865584046519397,,,,0.9275333945096329,0.9128594282691983,0.8752455795677799,0.09960680868007167,0.051108616334549536,0.04946744973123631,11760,250000,225740,213042,0,0,4.7719594169998345,False,12500,none,True,0,f774e19c4f4fc60b522c910aa429d5bc537891fd9fbecc5f66ba2df0e778ce3f,6480eef8899e143a4af71879f4e258394ef14ee1e7095da270984bf0ebc28275,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,44f645488fe649c9fa2f20614a00b37ad36ec2b8f365cc5d7f38bef1350a0b4b,True
SEA_A__base_s0__splice__moderate__a0,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,none,0.9004827792156082,0.9022751919846712,0.8822104216421743,0.8905320182108081,,,,0.9303602929358162,0.915767347509346,0.9202357563850687,0.07096356758909018,0.0,0.0,0,250000,237500,220400,0,0,6.740780666999854,False,12500,none,True,0,6b315aef0237e9d1989f0c0ed3fc2c46cd90d594de951451d95ded686c327a08,cd496e5f68bda50ea96d04a1758e1d984408f2d67629e1346cf68f1bf135f590,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,learned_features,0.901460513098342,0.9034059905986229,0.8828105021069759,0.8913505516484765,,,,0.9306351608409444,0.9145006912599518,0.8312441029788381,0.11628799422115374,0.050023588084647526,0.04926692174855247,11699,250000,225801,206878,0,0,6.492651999999907,False,12500,none,True,0,e88e56def3e7b9338324d7c3c6db7383e3c1b6a1e0e246138ffe58f20a6278de,9b7e473feacfa8c311703d8f8df62572f7edd83e315a84d9471f3204b2a75e18,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,ba3c2ed4b011a5fa337078f44e0bb58c51a56a67eaa5b6b3b59239d3caa912e3,True
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,learned_features_label,0.9040056885517895,0.905118577001889,0.8865892142850172,0.8944130575636897,,,,0.9267798187096916,0.912295129878894,0.8982679606415959,0.09752931748665335,0.048490362582558295,0.049108906421065704,11580,250000,225920,214180,0,0,4.827385958999912,False,12500,none,True,0,260b943822946b1365ec7a3f0dd3395e718142caaa7dcd5b753cea1321816a43,01baa902bb92f32f1784f00c2abb7a83dbc99d47c1030aa39e1e2128fbb5ebd4,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,bcd948174b0189a954637bd8acdf1729184700929f93c035975e79e804a2ef65,True
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,none,0.9042878587794445,0.9050940678528558,0.8872065204858538,0.8947996553825945,,,,0.9311539967181335,0.9162714595214893,0.9295727186952419,0.07291278682603641,0.0,0.0,0,250000,237500,220400,0,0,6.525231791999886,False,12500,none,True,0,c01bcd61f7401986b80f3cfa8ca83088624ff294b2e64661f11b4e22e6ed664b,1fb1afd9a3da761d0016f29bde0cab09131836fd1c74d792c830e33e05a9d664,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,learned_features,0.900418516169943,0.9052422319031083,0.8805013584129424,0.8903130092053425,,,,0.930770876586088,0.914959499511695,,0.11138871274571972,,0.05029803424223209,11898,250000,225602,211151,0,0,6.804085000000214,False,12500,none,True,0,b0f3126377409c3897a50af3f9518107991103eda83a730e800f7299e0960d3b,9a2f9247c4f8ee6f4c5562912d41fa6eb5c7e96ba029da2447811dccd76ad756,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,learned_features_label,0.9034707250052842,0.9084518127906412,0.8839752745559051,0.8937283607473818,,,,0.9283324325890767,0.9137738283091391,,0.10680617205664765,,0.04946100190234623,11700,250000,225800,212235,0,0,4.952840749999723,False,12500,none,True,0,042f8de030845247f5e69ae25184f5e468d9ebfca9256a69c03db5de3a0095e9,c59da41631e0289ef2b218e9439c1252d6f70b51a5c189c7c8b1d5cfc5378c40,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,1da700673581497f3af08ffff0f56dddb1138297ec1d1c391042de0de2ad3bcb,True
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,none,0.9005030648911435,0.9045398363015233,0.8812187959786533,0.890572543883869,,,,0.9308281343002391,0.9149879021695555,,0.08032128514056225,,0.0,0,250000,237500,218500,0,0,6.934770625000056,False,12500,none,True,0,8f0d6b0667f449cd1cb5d457e8e0f6c5778c62cfd63c5e39c9199390f84c3979,eeb4c2619f21c6abfc123cadc85a50558f15eb742ca9c294e4cced41d7ed81cc,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,learned_features,0.900662976825675,0.9033945191573826,0.8825255052540302,0.8910609333276719,,,,0.929050273710174,0.9146550694726588,0.8604859980919244,0.11538384964561599,0.05084460407430271,0.05020108306124074,11898,250000,225602,209346,0,0,6.34320870800002,False,12500,none,True,0,84d45a4da0e6d9bd94a61a5ac500fa3fe683a32d82082f3b6a35b87dae59b26c,b07fbe243ebf2f0b885eec0f205fa89ef3b4d365ba256845ef4684aaf3870c57,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,9c6214b28a1945b4497af79cbe05a4ed713b6662d7caa3d93f503fa7770991bf,True
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,learned_features_label,0.9036095404953413,0.9075952635509963,0.8849666817994399,0.8941123877171541,,,,0.9316685774854253,0.9175037390869955,0.5494416072731354,0.1248108624671498,0.4012570851338459,0.04952416978577686,24250,250000,213250,196367,0,0,4.737890458000038,False,12500,none,True,0,ac46b3419ebe43d337db7dcbc850929c4db566222e7620a7723122fe2a488a61,69dc784356e77eb3496effcefabe1f07cafa57dce832203705b91b09cd60a367,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,334e9184c5c4da345c0771221aab4b0bf8d94b0e58f9c130210b5618819f8a9f,True
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,none,0.898263916540575,0.9023654315300409,0.8785769061230038,0.8880597036569323,,,,0.927227697353963,0.912312246414192,0.8369156518323139,0.10819662339730828,0.0,0.0,0,250000,237500,209950,0,0,6.58532812500016,False,12500,none,True,0,18d04ad1cef42d285105f72a949af2cd0b19b48fa79bfc6c4fff0bdbba5680e9,2645ea6d659a613727a6a8a26ecc635b9fdcf975e7fe6802b0cbb3903f4ec2d3,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,learned_features,0.8964658725230057,0.9014065078045181,0.8760116849577722,0.8859692595070554,,,,0.9237381453523305,0.9076894967129392,0.8104341972399866,0.18113250155253205,0.049309996634129924,0.04988426579348501,11766,250000,225734,194152,0,0,5.874612707999859,False,12500,none,True,0,fa3ad97dddee5d3b3af613d09cf1213f9da34e190b181ea0e14a0d8dba596482,bb1079398c9ea99b5834c03c08a0c6e9f7b72a02b7cdcee2c1ddc90e8146f978,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,fe841704bbf60e975d08a32d54af47201903a47be4f48f74380b7c9ff45c40dc,True
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,learned_features_label,0.9010952407836053,0.9048428375170605,0.8823979324843394,0.8914471842616902,,,,0.9305460664715465,0.9162925222767347,0.5260686637495793,0.12144752441709479,0.40090878492090204,0.04926325297803873,32548,250000,204952,187827,0,0,4.552491834000193,False,12500,none,True,0,b73d8d3814de794e617bce67b41aaccbd4ed12d621235101f176803583092212,cbf45ad4e0572fd06b801323109cb1a925c3572ddd06e650312884e77e31a423,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,99a9c6291d3d0f06cee9ef54ecbcd2693865fd53cfad2a7cd4534ae27ca06a31,True
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,none,0.9054987862022243,0.9097307384088529,0.8871836985281608,0.896299438220492,,,,0.9279019963668996,0.9130816543803906,0.7704308313699091,0.19115339016541524,0.0,0.0,0,250000,237500,190000,0,0,5.912634041999809,False,12500,none,True,0,2eee97ecf7f16d9ed9cf4c0861619aa745593df5b65103e3d3ac76f6fc2f8a7e,a8d8541e512f9927501c773ebb818352ecea3cb4acf9c83da35ea024c858662c,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,learned_features,0.8934770661593744,0.8976199080059674,0.8728386319074466,0.8826006785938345,,,,0.9262332929250086,0.9120022059014512,0.8591236359545505,0.14192463456620596,0.04966812914838564,0.05040946495915301,11898,250000,225602,203965,0,0,6.2402316249999785,False,12500,none,True,0,f28b32b2424e77d6a6ef4ae9729a9442bc74289595cae506d77cbfaaea5b7b8b,d260b07caf5f1b510efcc58e6a42da107123fa50511b87955c61bd3ed922d613,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,learned_features_label,0.9031917142253223,0.9071114196162331,0.884480006674612,0.8936276431051398,,,,0.9304288014467526,0.9175590250793133,0.2280627742153223,0.07267878643143576,0.7667060411744853,0.04951391583828373,37213,250000,200287,195445,0,0,4.519715333000022,False,12500,none,True,0,4547caa4570e1b7811a7b1669fd2d5c22119ce7c5adc3a15eb1ce71170c51bd1,5b862e15d3d17758bcd2f70b0503371c7b27f1ce38b031371e9c752278e9b72e,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,98844a9705d140e529cc9d2e963fb83e73227bf73a9e79d4716622661b9cc841,True
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,1000,236550,none,none,0.8987824984147115,0.9035129432799902,0.8786444207784246,0.8884822645248285,,,,0.9280606486363421,0.9128598810213996,0.9049386882663967,0.09189329034697553,0.0,0.0,0,250000,237500,215650,0,0,6.467928250000114,False,12500,none,True,0,2a8812c38a737f8bdbf7f72a359d56a61485fc9662c23af1d443c54e5de95ce9,dccce57aa2eb074239520317cff61ab14f684d58dfe390d11cfce1aea312449f,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,learned_features,0.8985542168674698,0.904854576616008,0.8771926309450884,0.8878983052292593,,,,0.9254542615334378,0.9088269066350629,0.8358002629893119,0.16483479281393879,0.05015341043190937,0.050346438566398845,11898,250000,225602,198546,0,0,5.813042541999948,False,12500,none,True,0,01877437968b5b83316d3bf05498a62ea9fefab28e8c36b7d78706cf86490320,e5acab500ebd1477d50068f33fc06e5030c7a10d65e949469604cd4408189440,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,learned_features_label,0.9002367364193616,0.9020853286749575,0.8827320678398922,0.8907485327396486,,,,0.9292445878575719,0.9156076345054422,0.21200984524090496,0.133570687009118,0.7672038841498364,0.04936467455087117,54258,250000,183242,167085,0,0,4.194920915999774,False,12500,none,True,0,a4d1f241299af1e2c9772504502ebef927d1dbe8915b3350edde07815fc3be09,7fc404d7fca2d606d278e04f985ad0737bfb0855726830eebb4b24f43890d4cb,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,6f56e67d1b0979a5f3fff6a80b5e735593cc312bcb9992cd1aeb6db970a92cff,True
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,SEA_A__base_s1,1.0,1000,236550,none,none,0.8975269499048827,0.9031537545806242,0.8764795928700447,0.8868714012610808,,,,0.923847968262077,0.9083850984322355,0.8899322296773323,0.10788683759140562,0.0,0.0,0,250000,237500,211850,0,0,6.210611583000173,False,12500,none,True,0,ad1a5df7ed44ca56ba85f48900cc6abde3e793122a170d3543dd069d2ca1bf05,5c7a3be9ddd5b57be826ac0c0baf021c213681041a31554ba71b3d8f7169ff3d,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,learned_features,0.9039458625665522,0.9051157705495383,0.8872535348649626,0.8947920392023582,,,,0.9312695640414963,0.9165676388603956,0.8568858909499719,0.11010598596805493,0.049156829679595275,0.05022142608349505,11842,250000,225658,210280,0,0,6.534210875000099,False,12500,none,True,0,3beff4447e77f41c57776ad2574de6dc2eb2d57d14a312a989e9948f6ff7fd95,98f3abcd6ad9ae9d684055daaa8a9f4a0525db75cc0f0795f27618a2c5c0953c,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,927dff590bfd1e4ee68bc92bf21f669e0819c31025d85e3235359ce4bdb25f6b,True
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,learned_features_label,0.9013832910384635,0.905234661486404,0.8819324454912747,0.8913276946748157,,,,0.9292713516535234,0.9142825124184091,0.8936762225969646,0.0847489675075882,0.04994378864530635,0.04964920137333931,11755,250000,225745,216685,0,0,4.841226749999805,False,12500,none,True,0,85b44be4f356e543afe08b93eea10820dbf37ae5f5f56123993f1a1eb7d5b7fa,8a0d749948aebfa75af924bb1af27cd8bc3eba6b08d20483d038e5b2f6d5e88b,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,524b4ef4ecd7feee59985112c826ddf98f8f471b5f015729abbe31760d180f1f,True
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,SEA_A__base_s1,1.0,1000,200970,none,none,0.8971438523162661,0.8995656385321852,0.8780933535603574,0.8868476788570475,,,,0.9313352035724052,0.9173898011827121,0.9422428330522765,0.04649947753396029,0.0,0.0,0,250000,237500,226100,0,0,6.973197374999927,False,12500,none,True,0,37591f97f99940a98a38f42c33d48d4be73257099b186285814aa6f20c0cc4fa,368efb098204b98099181472d718c4c3f0f2a8ba8d6f363b1f8b2497b50aa51c,e1f30e9f400d787895441e55977eefa431ccea95cbd7c7e0d358d8a1d033cd9b,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,learned_features,0.9010516333338978,0.9030135028770986,0.8831135995404669,0.8913566811253562,,,,0.9303822403471335,0.9147659198567208,0.879354176136842,0.11379993564884591,0.050574944862535144,0.05071887012921034,11989,250000,225511,210174,0,0,6.395203874999879,False,12500,none,True,0,02d85e89de6bdd161573287fe711d5a111e802c4de37ac476dda7b0d19ec6306,41c5794441ea236f1c8d195e8f62366402cec486f42ee9f0dd7240f5a346b3ce,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,6db5c80ced52a2a03fcaac7c7561a54cf227ca2d94958df48fd9680fe58da846,True
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,learned_features_label,0.9018644900171039,0.9047692130769558,0.8832702347734591,0.8920669528870893,,,,0.9278943447178303,0.9134930575439899,0.8745391181372797,0.11543693869141364,0.048487297338249406,0.0491608948197321,11589,250000,225911,209598,0,0,4.644468375000088,False,12500,none,True,0,2b99d75efb054ffa562fcedf34777b8b709a86dbcd991fb7bcd026a0ecd815b6,67d1f59d77cfcbee26e7370d26d6b3d18ff2e4a21039339269bc0e0c9f3402f4,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,0ecb86c62c5ea981ac950718e03d918c538987656d0d8ad03dc9391fc2a67f3e,True
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,SEA_A__base_s1,1.0,1000,177153,none,none,0.90373857625894,0.9054097209917906,0.8865502243375112,0.8944440184173765,,,,0.9314551411196834,0.9158419682733221,0.9197602572520498,0.06962343285182865,0.0,0.0,0,250000,237500,220400,0,0,6.764606624999942,False,12500,none,True,0,29d48abf2d1d1b2e199b71d01044d44bfecef3c59e4f17eba35c3a1bcaf6aa54,888f943cf1ae1352244d56f32d3a4f77ed6ca935298782eaf3a342ebfd418e7d,0b04f68c0bc88d0085be5afeef20601efbd4f8ee94853991d5dcc80519af6a87,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,learned_features,0.9005833861762841,0.9045394736380843,0.8811420961281586,0.8905418993253016,,,,0.9294995917203779,0.914645055044832,,0.14543225533713802,,0.049993658845909957,11826,250000,225674,203098,0,0,6.4997214999998505,False,12500,none,True,0,0b350c726b55be654cf54824a6b20a9c0b3cdca4e4e2b5671072944701f56602,c91700301aadb53959380117fdaa074ee8817618b6dce71e30df3d2d0ce83087,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,de67737018b73d92d1a31b5bbb0d091cf6cf5d062be75da26f12b7add46861f0,True
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,learned_features_label,0.9055633058549989,0.9082715338886923,0.888046132526279,0.8964125175730397,,,,0.927336825898637,0.9143818658014118,,0.11829211583174805,,0.04921581061086451,11642,250000,225858,209518,0,0,4.707846917000097,False,12500,none,True,0,c4870ba8281212ebcdcef56b1989de81afa596c1885ef1e377aee106c4959c28,98ef20896360b8f0d379971013ef677f78c904f22c5cc420ba737dae50ae50bd,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,e88cf933d119240646a0018c3f69459c214ea2853c164f6fc982736969f871a1,True
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,SEA_A__base_s2,,1000,236550,none,none,0.9022743606002959,0.9055566871198145,0.8836865090877346,0.8925924156138101,,,,0.9296793262241083,0.9134066645054495,,0.10441767068273092,,0.0,0,250000,237500,212800,0,0,6.838183500000014,False,12500,none,True,0,dc7e6f957ba12fb884d3c3cf6d2fe4a12ac7945bca188fe31e6f27907407644b,32db5fb46b99ffdb63147a03e54f308ea64c309eb5853ee63143ecd412027f91,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,learned_features,0.8971550016424938,0.9009680396283112,0.8772817228551654,0.8867410728157634,,,,0.9258440938542979,0.9093240057027647,0.8752385228420698,0.11287416506564998,0.048490290717252214,0.05011099276307276,11796,250000,225704,210376,0,0,6.493183125000087,False,12500,none,True,0,2a906aaec92faa79f66e1bd82be374bbfa696a83c38bec5c4947ff8918aaab5b,d99ac7de53ded00ae2fddf2e0352e91202fe83c085e459ccbce1a2c9ed7c5588,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,26540aa4bd31af75a3aaef2ff2280437073e6ff94dfccd570c23faeb46c8f972,True
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,learned_features_label,0.9013906447534766,0.9042380465914346,0.8830790073305137,0.8917331505990314,,,,0.9276503655090209,0.9139931260168797,0.5327477831406443,0.12887105925918552,0.4130373779324279,0.049279791353514436,24620,250000,212880,194957,0,0,4.483718915999816,False,12500,none,True,0,897b89c40aa0208232b17316da4efc0596506b84406c16faf2c31b8b336f86f5,63a32a25e7502206f5beeefa77b5feef0d5ec090bbbec503fea7f4771fc9ee7c,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,8d4039312fb9e5b583d98a35c5cd75e4c09b24e49673a22f9e833571a4a6c7df,True
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,SEA_A__base_s2,2.0,1000,200914,none,none,0.901350826721881,0.9045263831036903,0.8827587560943072,0.8916178480551995,,,,0.9296612301022804,0.9135178718302719,0.8702435739140195,0.10938013279313537,0.0,0.0,0,250000,237500,210900,0,0,6.504767082999933,False,12500,none,True,0,823a483864ff134f46f2fb1e9ad0ba17c06e02d7c33c57e2846d3dd8bc042404,329450c8d256da48cf24e698be95e33ab4f21c4521b66ea520616d73c7479ae2,2e6bd25ecc431e3a87a87a41537244cc8bf9476bda34494b32f8f3f390cdfbe5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,learned_features,0.9002737561030678,0.9046194424612242,0.8806356933091939,0.8902089653122024,,,,0.9281158519263368,0.9127576004600331,0.8181695714405994,0.15831004995343323,0.04848025595689147,0.050145344735133913,11763,250000,225737,198655,0,0,6.131621125000038,False,12500,none,True,0,606845059b6e89db6475832e23ffe0f227ece8e84ce4fcea0c26f7fbe7ef8e56,2914036c6ea615da9e31a69945d7cd0b9525b7898279f70a1871fa9e33cd6156,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,bd4e74243554709429c400479b65bfe46873e3ca70f3fa84d29fb0f35a56dd4f,True
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,learned_features_label,0.8994835323003979,0.9025089310894403,0.8807714705758514,0.8895999936697574,,,,0.9298805730170588,0.9152337898494775,0.5545844910330892,0.1237603364095617,0.3940725772501473,0.04978409956819914,32222,250000,205278,189123,0,0,4.439816125000107,False,12500,none,True,0,8eee17126020c3d01ea7271d16037a770055b0328e3ea5916af92daef3064ba0,d3debf7d95d9d4ccec8cf94c1b8a2d9ff4ce79bcfd6803d3395492cf99058d0e,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,546958b5081b11431f62bd090d33879d7b0f293aafa73074fae2b9251b51a649,True
