condition,detector,policy,stream,mode,level,host_accuracy,host_macro_f1,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
RBF_I__base_s2__concept__moderate__a2,none,none,RBF_I,concept,moderate,-0.02014836204321413,-0.02061180040592625,-0.18910058840011212,0.20761226725082146,0.0,0.0,25.728639000095427,,
RBF_I__base_s2__concept__severe__a2,adwin,confirmed,RBF_I,concept,severe,0.03201350313868945,0.03228815766705739,-0.41069925596741075,0.24839678453687394,-7.0,20900.0,19.429774399846792,,
RBF_I__base_s2__concept__severe__a2,adwin,immediate,RBF_I,concept,severe,0.03737072664047336,0.03811026842733661,-0.8428104905228428,0.4145328094657454,-43.0,0.0,4.821936500025913,,
RBF_I__base_s2__concept__severe__a2,d3_oof,confirmed,RBF_I,concept,severe,-0.02420065031838503,-0.0231017809023073,-0.27832205501127827,0.22307275436932664,0.0,0.0,25.955523299984634,,
RBF_I__base_s2__concept__severe__a2,d3_oof,immediate,RBF_I,concept,severe,0.0753737072664048,0.076424458670733,-0.2839780493552839,0.2211759924129522,-7.0,0.0,26.116152899805456,,
RBF_I__base_s2__concept__severe__a2,hddm_w,confirmed,RBF_I,concept,severe,0.07658176398861949,0.0769826012799053,-0.37085479581187086,0.2992988754911259,-11.0,32300.0,23.97308859997429,,
RBF_I__base_s2__concept__severe__a2,hddm_w,immediate,RBF_I,concept,severe,0.028649008716072843,0.028590269315400096,-0.8606369726963606,0.5050862575080161,-108.0,0.0,2.9827129999175668,,
RBF_I__base_s2__concept__severe__a2,hellinger,confirmed,RBF_I,concept,severe,0.0855744479067877,0.08581541540657667,-0.27034306299027033,0.2257485435577835,-6.0,-1900.0,26.810277599841356,,
RBF_I__base_s2__concept__severe__a2,hellinger,immediate,RBF_I,concept,severe,0.10302917400532907,0.10707932436752077,-0.35755647577685756,0.29839565551189995,-18.0,0.0,17.699339099926874,,
RBF_I__base_s2__concept__severe__a2,none,none,RBF_I,concept,severe,-0.02420065031838503,-0.0231017809023073,-0.27832205501127827,0.22307275436932664,0.0,0.0,23.757377200061455,,
RBF_I__base_s2__instance__moderate__a2,adwin,confirmed,RBF_I,instance,moderate,0.03894314098499263,0.03986978431651067,-0.15649658813288025,0.15664953045451604,-3.0,-1900.0,27.683606899809092,,
RBF_I__base_s2__instance__moderate__a2,adwin,immediate,RBF_I,instance,moderate,0.09757345170154308,0.1007394110671962,-0.22613799107017496,0.22940792976973112,-14.0,0.0,25.019144700141624,,
RBF_I__base_s2__instance__moderate__a2,d3_oof,confirmed,RBF_I,instance,moderate,0.014796026210103563,0.015392895815576235,-0.2275701328241274,0.22442631843494792,-2.0,1900.0,26.451986100059003,,
RBF_I__base_s2__instance__moderate__a2,d3_oof,immediate,RBF_I,instance,moderate,0.017294440921581167,0.018163131727793713,-0.2381286681081688,0.24146631564803248,-4.0,0.0,13.127262699883431,,
RBF_I__base_s2__instance__moderate__a2,hddm_w,confirmed,RBF_I,instance,moderate,0.06474318325935313,0.06482284109437397,-0.2675577770913482,0.26934542323789806,-11.0,3800.0,21.439258700236678,,
RBF_I__base_s2__instance__moderate__a2,hddm_w,immediate,RBF_I,instance,moderate,0.011743817374762155,0.012290665110616494,-0.45940860969925024,0.45755179432564114,-67.0,0.0,4.058970700018108,,
RBF_I__base_s2__instance__moderate__a2,hellinger,confirmed,RBF_I,instance,moderate,0.0384654407102093,0.039784027726067595,-0.16809412821880876,0.16877758921861857,-3.0,1900.0,27.12180389976129,,
RBF_I__base_s2__instance__moderate__a2,hellinger,immediate,RBF_I,instance,moderate,0.029621644472627273,0.03079641634899588,-0.3074050153042599,0.30483380528419074,-16.0,0.0,8.752615800127387,,
RBF_I__base_s2__instance__moderate__a2,none,none,RBF_I,instance,moderate,-0.009262312407524842,-0.008924579930566723,-0.1605683637078431,0.16065572138808296,0.0,0.0,29.07087369984947,,
RBF_I__base_s2__instance__severe__a2,adwin,confirmed,RBF_I,instance,severe,-0.0021475375184949463,-0.0015576365306043671,-0.2614328498839048,0.2609137514397344,1.0,1900.0,14.577411800157279,,
RBF_I__base_s2__instance__severe__a2,adwin,immediate,RBF_I,instance,severe,0.061500739801310544,0.06264207598027816,-0.32578995187939563,0.32513719822037535,-10.0,0.0,13.684073800221086,,
RBF_I__base_s2__instance__severe__a2,d3_oof,confirmed,RBF_I,instance,severe,0.0177636863242443,0.018750886147202328,-0.23653127839283916,0.23708755843627904,-1.0,1900.0,26.938969699898735,,
RBF_I__base_s2__instance__severe__a2,d3_oof,immediate,RBF_I,instance,severe,0.06312407524836194,0.06518853047148443,-0.2788976006999361,0.27650805122066896,-7.0,0.0,23.405206500086933,,
RBF_I__base_s2__instance__severe__a2,hddm_w,confirmed,RBF_I,instance,severe,0.013498203339674553,0.014322499453390813,-0.3527946966382879,0.35362135549583323,-4.0,7600.0,13.42908010003157,,
RBF_I__base_s2__instance__severe__a2,hddm_w,immediate,RBF_I,instance,severe,0.01392094694567747,0.013781539916758345,-0.39909815930275605,0.4024481131010185,-61.0,0.0,3.7196628998499364,,
RBF_I__base_s2__instance__severe__a2,hellinger,confirmed,RBF_I,instance,severe,0.027398013105051744,0.029032110563785407,-0.2692566544402194,0.2690157862643691,-4.0,-3800.0,16.704347199993208,,
RBF_I__base_s2__instance__severe__a2,hellinger,immediate,RBF_I,instance,severe,0.015967025998731676,0.01599668516471653,-0.41933909883231824,0.41711082002755256,-13.0,0.0,6.673182700062171,,
RBF_I__base_s2__instance__severe__a2,none,none,RBF_I,instance,severe,0.0027140139505389405,0.0037365191025192646,-0.23653127839283916,0.23708755843627904,0.0,0.0,26.32400000002235,,
RBF_I__base_s2__splice__moderate__a2,adwin,confirmed,RBF_I,splice,moderate,0.03322032548252363,0.03347108775255059,-0.33431430253090055,0.210194602506086,-5.0,11400.0,21.5431448998861,,
RBF_I__base_s2__splice__moderate__a2,adwin,immediate,RBF_I,splice,moderate,0.024353938597408198,0.02549018548659554,-0.6217382774180891,0.40034151271213864,-47.0,0.0,4.662480600178242,,
RBF_I__base_s2__splice__moderate__a2,d3_oof,confirmed,RBF_I,splice,moderate,-0.03164219822672254,-0.03204244558659286,-0.3555592925810701,0.19696222949056857,0.0,0.0,25.46837990009226,,
RBF_I__base_s2__splice__moderate__a2,d3_oof,immediate,RBF_I,splice,moderate,0.05077387975367276,0.051603694318188675,-0.2912637686033801,0.2462177218214675,-3.0,0.0,12.893721699947491,,
RBF_I__base_s2__splice__moderate__a2,hddm_w,confirmed,RBF_I,splice,moderate,0.07821437639081807,0.0794940214578117,-0.2660668740715827,0.24123442408311802,-9.0,13300.0,20.17069479986094,,
RBF_I__base_s2__splice__moderate__a2,hddm_w,immediate,RBF_I,splice,moderate,0.024553071374165514,0.025767548999888312,-0.6491213318758934,0.45223053601565183,-95.0,0.0,2.542947500012815,,
RBF_I__base_s2__splice__moderate__a2,hellinger,confirmed,RBF_I,splice,moderate,0.04408301845463003,0.045026324925104166,-0.4428094957818325,0.2807821935471024,-7.0,1900.0,16.811247299890965,,
RBF_I__base_s2__splice__moderate__a2,hellinger,immediate,RBF_I,splice,moderate,0.10238909548914477,0.10595973877477483,-0.21247792819305478,0.24602356736412923,-20.0,0.0,26.1073014002759,,
RBF_I__base_s2__splice__moderate__a2,none,none,RBF_I,splice,moderate,-0.03164219822672254,-0.03204244558659286,-0.3555592925810701,0.19696222949056857,0.0,0.0,23.130743900081143,,
RBF_I__base_s2__splice__severe__a2,adwin,confirmed,RBF_I,splice,severe,0.06611537593136141,0.06603882457556054,-0.6092776561710725,0.3587999548430797,-8.0,9500.0,11.738494500052184,,
RBF_I__base_s2__splice__severe__a2,adwin,immediate,RBF_I,splice,severe,0.04942989388123731,0.05132408648299608,-0.7349553796935511,0.44000338676902234,-44.0,0.0,6.323083800263703,,
RBF_I__base_s2__splice__severe__a2,d3_oof,confirmed,RBF_I,splice,severe,0.0508523368706254,0.052274123029786956,-0.35292136723354095,0.25169338451117634,-3.0,0.0,21.286433699773625,,
RBF_I__base_s2__splice__severe__a2,d3_oof,immediate,RBF_I,splice,severe,0.0884567622488146,0.09004236104179553,-0.42566088567098836,0.3077444118311131,-5.0,0.0,24.95205769990571,,
RBF_I__base_s2__splice__severe__a2,hddm_w,confirmed,RBF_I,splice,severe,0.090528335967487,0.09187023563994456,-0.44566425324128645,0.29031384059607135,-9.0,15200.0,15.357530399924144,,
RBF_I__base_s2__splice__severe__a2,hddm_w,immediate,RBF_I,splice,severe,0.03416685482050119,0.03485456355013228,-0.8286748610877253,0.4782964551817566,-105.0,0.0,4.604698900133371,,
RBF_I__base_s2__splice__severe__a2,hellinger,confirmed,RBF_I,splice,severe,0.0643542560397381,0.06600480664040465,-0.3741707358141101,0.2552946489049447,-4.0,3800.0,21.113829999929294,,
RBF_I__base_s2__splice__severe__a2,hellinger,immediate,RBF_I,splice,severe,0.03749153307744413,0.04106287587684776,-0.40239097491160125,0.3477195755249492,-14.0,0.0,11.335090999724343,,
RBF_I__base_s2__splice__severe__a2,none,none,RBF_I,splice,severe,-0.031683224204109184,-0.03210645818236557,-0.31335241623168886,0.27032061413411607,0.0,0.0,21.236523100174963,,
SEA_A__base_s0__clean__none__anone,adwin,confirmed,SEA_A,clean,none,-0.0011160431198478094,-0.0012748906975670327,,0.12449799196787148,0.0,0.0,6.872939100023359,,
SEA_A__base_s0__clean__none__anone,adwin,immediate,SEA_A,clean,none,0.005305432255337084,0.005521834244809565,,0.27309236947791166,-14.0,0.0,3.8766543997917324,,
SEA_A__base_s0__clean__none__anone,d3_oof,confirmed,SEA_A,clean,none,-0.005161699429296118,-0.005970619212090855,,0.1285140562248996,0.0,0.0,10.654656799975783,,
SEA_A__base_s0__clean__none__anone,d3_oof,immediate,SEA_A,clean,none,-0.002046079053054317,-0.0029735884369997967,,0.24497991967871485,-2.0,0.0,5.733997600153089,,
SEA_A__base_s0__clean__none__anone,hddm_w,confirmed,SEA_A,clean,none,0.001323187486789279,0.0013514088233413935,,0.10843373493975904,0.0,0.0,7.730480699799955,,
SEA_A__base_s0__clean__none__anone,hddm_w,immediate,SEA_A,clean,none,-0.006823081800887754,-0.00802550589373996,,0.1566265060240964,0.0,0.0,7.712244200054556,,
SEA_A__base_s0__clean__none__anone,hellinger,confirmed,SEA_A,clean,none,-0.011325301204819338,-0.012999305474822531,,0.14056224899598393,0.0,1900.0,6.619577400153503,,
SEA_A__base_s0__clean__none__anone,hellinger,immediate,SEA_A,clean,none,0.00656098076516598,0.0068793468367699395,,0.40562248995983935,-6.0,0.0,2.415018699830398,,
SEA_A__base_s0__clean__none__anone,none,none,SEA_A,clean,none,0.004404988374550833,0.005030821286959752,,0.10441767068273092,0.0,0.0,14.941356599796563,,
SEA_A__base_s0__concept__moderate__a0,adwin,confirmed,SEA_A,concept,moderate,0.011219463654908224,0.012392122120435944,-0.4697131608548931,0.39428329767650133,-9.0,5700.0,2.3593440998811275,,
SEA_A__base_s0__concept__moderate__a0,adwin,immediate,SEA_A,concept,moderate,0.036434648489974575,0.03982444426211673,-0.7690101237345331,0.4453156873476292,-90.0,0.0,1.6402417998760939,,
SEA_A__base_s0__concept__moderate__a0,d3_oof,confirmed,SEA_A,concept,moderate,0.0016667495895318352,0.0021431142579826368,-0.11091113610798653,0.11272202597144136,0.0,0.0,12.552696200087667,,
SEA_A__base_s0__concept__moderate__a0,d3_oof,immediate,SEA_A,concept,moderate,-0.0041743370316931205,-0.005113223308425119,-0.23993250843644542,0.19860689586546595,-6.0,0.0,7.0228099001105875,,
SEA_A__base_s0__concept__moderate__a0,hddm_w,confirmed,SEA_A,concept,moderate,0.011911040350266133,0.01309697966365908,-0.4331271091113611,0.410209463157371,-9.0,9500.0,2.280072199879214,,
SEA_A__base_s0__concept__moderate__a0,hddm_w,immediate,SEA_A,concept,moderate,0.03672322006069961,0.040089054210933006,-0.739623172103487,0.4505149509925867,-76.0,0.0,1.48937109997496,,
SEA_A__base_s0__concept__moderate__a0,hellinger,confirmed,SEA_A,concept,moderate,-0.008144683815115239,-0.010041910791791953,-0.16794150731158608,0.09790536842628987,-5.0,-7600.0,10.004139099968597,,
SEA_A__base_s0__concept__moderate__a0,hellinger,immediate,SEA_A,concept,moderate,0.01987661077665559,0.022456480344422602,-0.268082114735658,0.19835315189810437,-16.0,0.0,5.475027399836108,,
SEA_A__base_s0__concept__moderate__a0,none,none,SEA_A,concept,moderate,0.0016667495895318352,0.0021431142579826368,-0.11091113610798653,0.11272202597144136,0.0,0.0,13.62697899993509,,
SEA_A__base_s0__concept__severe__a0,adwin,confirmed,SEA_A,concept,severe,0.014101442321262314,0.015533002576721966,-0.3433044356535645,0.2495469812865167,-8.0,22800.0,3.9557205999735743,,
SEA_A__base_s0__concept__severe__a0,adwin,immediate,SEA_A,concept,severe,0.06629032713313954,0.07187320361592597,-0.8639003450887972,0.6058878320020322,-134.0,0.0,1.6789223002269864,,
SEA_A__base_s0__concept__severe__a0,d3_oof,confirmed,SEA_A,concept,severe,0.0011007931355669909,0.001087260575085347,-0.20764245433886042,0.13415563521409016,-1.0,1900.0,7.490532000083476,,
SEA_A__base_s0__concept__severe__a0,d3_oof,immediate,SEA_A,concept,severe,0.011939371701148782,0.01281316994683579,-0.2115983503072132,0.14355471506393067,-6.0,0.0,5.4694132001604885,,
SEA_A__base_s0__concept__severe__a0,hddm_w,confirmed,SEA_A,concept,severe,0.019882017556239195,0.021755283762802557,-0.33402912212776703,0.2472945891783567,-6.0,17100.0,4.071787599939853,,
SEA_A__base_s0__concept__severe__a0,hddm_w,immediate,SEA_A,concept,severe,0.06069039487425554,0.06552662505695928,-0.8148304014813568,0.5794405712834119,-139.0,0.0,0.6988735999912024,,
SEA_A__base_s0__concept__severe__a0,hellinger,confirmed,SEA_A,concept,severe,0.008727313782494583,0.009477501693639923,-0.29308980725528155,0.25029777865590336,-4.0,3800.0,4.7047529998235404,,
SEA_A__base_s0__concept__severe__a0,hellinger,immediate,SEA_A,concept,severe,0.027011770018911085,0.02924198011135415,-0.32241393822068853,0.21364983488102968,-16.0,0.0,5.093884299974889,,
SEA_A__base_s0__concept__severe__a0,none,none,SEA_A,concept,severe,0.0019475570860029157,0.0021675362848400104,-0.14911202760710374,0.1055180784103418,0.0,0.0,13.368883699877188,,
SEA_A__base_s0__instance__moderate__a0,adwin,confirmed,SEA_A,instance,moderate,-0.0044853096596914055,-0.004435099603728565,-0.10145782421842087,0.10021448228157394,-1.0,-1900.0,7.515462200157344,,
SEA_A__base_s0__instance__moderate__a0,adwin,immediate,SEA_A,instance,moderate,0.0003212851405622885,0.0001419274112087754,-0.12465941967922245,0.12446939273148909,-2.0,0.0,5.484476699959487,,
SEA_A__base_s0__instance__moderate__a0,d3_oof,confirmed,SEA_A,instance,moderate,-0.0031790319171423054,-0.003435885636156266,-0.1373276031572147,0.13640774524879448,-1.0,-1900.0,7.214845400070772,,
SEA_A__base_s0__instance__moderate__a0,d3_oof,immediate,SEA_A,instance,moderate,0.005474529697738317,0.006079912603562665,-0.24502120726945875,0.24497260498932566,-3.0,0.0,3.8101244000717998,,
SEA_A__base_s0__instance__moderate__a0,hddm_w,confirmed,SEA_A,instance,moderate,-0.002604100612978222,-0.002851133640820791,-0.1815398443863936,0.18057815664671134,-1.0,0.0,3.5252481000497937,,
SEA_A__base_s0__instance__moderate__a0,hddm_w,immediate,SEA_A,instance,moderate,0.010767279644895322,0.012019904048350183,-0.45265582427459905,0.4540206719117786,-19.0,0.0,2.7231529999990016,,
SEA_A__base_s0__instance__moderate__a0,hellinger,confirmed,SEA_A,instance,moderate,-0.010674276051574672,-0.012880764750763829,-0.1452768180669083,0.1444545630980995,-2.0,-1900.0,8.548878899775445,,
SEA_A__base_s0__instance__moderate__a0,hellinger,immediate,SEA_A,instance,moderate,0.012978228704290773,0.014633681105706176,-0.455717536024269,0.46293338110664894,-7.0,0.0,2.1884260999504477,,
SEA_A__base_s0__instance__moderate__a0,none,none,SEA_A,instance,moderate,-0.001674064679771714,-0.0016575418909829942,-0.11845172888402011,0.11611403888548835,0.0,0.0,13.493028600001708,,
SEA_A__base_s0__instance__severe__a0,adwin,confirmed,SEA_A,instance,severe,0.0004565630944832755,0.0004934866358156098,-0.32356756574624723,0.3258819479324804,0.0,0.0,5.630431400146335,,
SEA_A__base_s0__instance__severe__a0,adwin,immediate,SEA_A,instance,severe,0.002299725216656001,0.002431449624154536,-0.32356756574624723,0.3258819479324804,-1.0,0.0,4.782699099974707,,
SEA_A__base_s0__instance__severe__a0,d3_oof,confirmed,SEA_A,instance,severe,0.004121750158528892,0.0046650353012995804,-0.1969776100544165,0.19672334685907455,0.0,0.0,10.212902500061318,,
SEA_A__base_s0__instance__severe__a0,d3_oof,immediate,SEA_A,instance,severe,0.00040583386176284986,-7.983693133462033e-05,-0.3154640564718567,0.3125123452958074,-3.0,0.0,2.890754599822685,,
SEA_A__base_s0__instance__severe__a0,hddm_w,confirmed,SEA_A,instance,severe,0.002143310082434957,0.002000748229795013,-0.24903549707700856,0.24898274762547054,-3.0,-1900.0,5.90930339996703,,
SEA_A__base_s0__instance__severe__a0,hddm_w,immediate,SEA_A,instance,severe,0.01664764320439649,0.01841995196869184,-0.5539700456559462,0.5542995490792526,-44.0,0.0,1.48396040010266,,
SEA_A__base_s0__instance__severe__a0,hellinger,confirmed,SEA_A,instance,severe,-0.011050517860917264,-0.01304789423846775,-0.3318732415721819,0.3338224421957978,5.0,11400.0,4.215695100137964,,
SEA_A__base_s0__instance__severe__a0,hellinger,immediate,SEA_A,instance,severe,0.01260198689494818,0.013914872005263312,-0.5379146520208231,0.5382323229472947,-6.0,0.0,1.8094858000986278,,
SEA_A__base_s0__instance__severe__a0,none,none,SEA_A,instance,severe,0.004121750158528892,0.0046650353012995804,-0.1969776100544165,0.19672334685907455,0.0,0.0,10.407470699865371,,
SEA_A__base_s0__splice__moderate__a0,adwin,confirmed,SEA_A,splice,moderate,0.0021152697591081404,0.0023426067981305865,-0.18692113387594722,0.17489548078837347,-4.0,-5700.0,5.835223099915311,,
SEA_A__base_s0__splice__moderate__a0,adwin,immediate,SEA_A,splice,moderate,0.015309575950627097,0.01724954662733169,-0.4242211619421835,0.35031355763487954,-20.0,0.0,2.4059268997516483,,
SEA_A__base_s0__splice__moderate__a0,d3_oof,confirmed,SEA_A,splice,moderate,-0.0012144136969938213,-0.0012013766890436317,-0.15091215268032554,0.13399860641051164,0.0,0.0,9.87627310003154,,
SEA_A__base_s0__splice__moderate__a0,d3_oof,immediate,SEA_A,splice,moderate,0.001065100537527397,0.001844218778197737,-0.20993544765646932,0.15662950428031058,-4.0,0.0,5.2013036001008,,
SEA_A__base_s0__splice__moderate__a0,hddm_w,confirmed,SEA_A,splice,moderate,-0.0014184750149313086,-0.0015148091538574882,-0.11566095986528202,0.09769560023890106,0.0,1900.0,8.530120000010356,,
SEA_A__base_s0__splice__moderate__a0,hddm_w,immediate,SEA_A,splice,moderate,-0.0052309376866415125,-0.005893787817538021,-0.13342688745439235,0.08981684252438782,0.0,0.0,7.689935900038108,,
SEA_A__base_s0__splice__moderate__a0,hellinger,confirmed,SEA_A,splice,moderate,-0.0003483973720883604,0.0001263870738930084,-0.19079427448779118,0.14583913995620149,-5.0,-5700.0,6.8106633997522295,,
SEA_A__base_s0__splice__moderate__a0,hellinger,immediate,SEA_A,splice,moderate,0.010153294843718963,0.011288260250825854,-0.43042380016839743,0.36812661755922754,-8.0,0.0,2.6129502998664975,,
SEA_A__base_s0__splice__moderate__a0,none,none,SEA_A,splice,moderate,-0.0023093768664145253,-0.002579917261562592,-0.07948358125175414,0.07101333864224567,0.0,0.0,15.019830000121146,,
SEA_A__base_s0__splice__severe__a0,adwin,confirmed,SEA_A,splice,severe,0.0016986647704827496,0.0017918058940037396,-0.17018803073190458,0.14672287497601552,0.0,3800.0,6.205837900051847,,
SEA_A__base_s0__splice__severe__a0,adwin,immediate,SEA_A,splice,severe,0.01127552229709139,0.012271617293264425,-0.4621074268769376,0.3759805415411009,-24.0,0.0,2.927665599854663,,
SEA_A__base_s0__splice__severe__a0,d3_oof,confirmed,SEA_A,splice,severe,-0.0024943848124696633,-0.003088725411829474,-0.06773150020218355,0.08989943453086378,-1.0,-1900.0,14.730684000067413,,
SEA_A__base_s0__splice__severe__a0,d3_oof,immediate,SEA_A,splice,severe,0.005665978171311203,0.006625751848745143,-0.12157972772610859,0.12547545683359856,-5.0,0.0,7.054638400208205,,
SEA_A__base_s0__splice__severe__a0,hddm_w,confirmed,SEA_A,splice,severe,0.017325251978013267,0.02041517152362038,-0.15350788515972502,0.12550367385636407,1.0,3800.0,7.5266401001717895,,
SEA_A__base_s0__splice__severe__a0,hddm_w,immediate,SEA_A,splice,severe,-0.0103443605458301,-0.012484426406608407,-0.0810082221323628,0.07472996309213423,-2.0,0.0,14.360611399635673,,
SEA_A__base_s0__splice__severe__a0,hellinger,confirmed,SEA_A,splice,severe,0.00806442510637817,0.00865721524210461,-0.16142674214853758,0.15501867966907076,1.0,1900.0,8.876618899870664,,
SEA_A__base_s0__splice__severe__a0,hellinger,immediate,SEA_A,splice,severe,0.010474158850551363,0.011957707602202272,-0.3098800377409354,0.2768541405659206,-4.0,0.0,3.9305174998007715,,
SEA_A__base_s0__splice__severe__a0,none,none,SEA_A,splice,severe,0.0031490197406290887,0.003700012972954636,-0.06773150020218355,0.08989943453086378,0.0,0.0,14.926235500257462,,
SEA_A__base_s1__clean__none__anone,adwin,confirmed,SEA_A,clean,none,-0.0038469668146269287,-0.004402572226474666,,0.21686746987951808,0.0,1900.0,5.084862099960446,,
SEA_A__base_s1__clean__none__anone,adwin,immediate,SEA_A,clean,none,0.006184738955823277,0.0065991867394479264,,0.3333333333333333,-11.0,0.0,2.6654110001400113,,
SEA_A__base_s1__clean__none__anone,d3_oof,confirmed,SEA_A,clean,none,-0.00037624180934270335,-0.0004272227180942556,,0.07630522088353414,0.0,0.0,6.491515299770981,,
SEA_A__base_s1__clean__none__anone,d3_oof,immediate,SEA_A,clean,none,0.0033608116677235067,0.0034384049132991645,,0.21686746987951808,-1.0,0.0,4.386929900152609,,
SEA_A__base_s1__clean__none__anone,hddm_w,confirmed,SEA_A,clean,none,0.0038089198900865817,0.004516831658955223,,0.060240963855421686,0.0,0.0,14.730429399991408,,
SEA_A__base_s1__clean__none__anone,hddm_w,immediate,SEA_A,clean,none,-0.016791376030437566,-0.019661341319149983,,0.060240963855421686,-1.0,0.0,15.711029999889433,,
SEA_A__base_s1__clean__none__anone,hellinger,confirmed,SEA_A,clean,none,-0.000837032339885857,-0.000988075780274822,,0.10441767068273092,-1.0,-1900.0,6.253087100107223,,
SEA_A__base_s1__clean__none__anone,hellinger,immediate,SEA_A,clean,none,0.00534770661593742,0.005619329875432677,,0.30120481927710846,-5.0,0.0,3.8523434000089765,,
SEA_A__base_s1__clean__none__anone,none,none,SEA_A,clean,none,0.0038089198900865817,0.004516831658955223,,0.060240963855421686,0.0,0.0,16.01263489970006,,
SEA_A__base_s1__concept__moderate__a1,adwin,confirmed,SEA_A,concept,moderate,0.0034393167157760196,0.003475380313147758,-0.27790560637521744,0.24386796209285658,-8.0,9500.0,3.2393986000679433,,
SEA_A__base_s1__concept__moderate__a1,adwin,immediate,SEA_A,concept,moderate,0.037628414430198265,0.04084651252508609,-0.8524327964532241,0.600616190172812,-112.0,0.0,1.3865956999361515,,
SEA_A__base_s1__concept__moderate__a1,d3_oof,confirmed,SEA_A,concept,moderate,-0.01925718722624825,-0.022140478914636663,-0.1477636230989393,0.08254360117862547,-1.0,-1900.0,14.466257099760696,,
SEA_A__base_s1__concept__moderate__a1,d3_oof,immediate,SEA_A,concept,moderate,-0.01140300230946878,-0.012847788997032206,-0.15783714013132055,0.11858425579358127,-3.0,0.0,9.921625500079244,,
SEA_A__base_s1__concept__moderate__a1,hddm_w,confirmed,SEA_A,concept,moderate,0.01092518117384722,0.011594428273503099,-0.26306190021886755,0.2370440789997611,-9.0,11400.0,4.188290800200775,,
SEA_A__base_s1__concept__moderate__a1,hddm_w,immediate,SEA_A,concept,moderate,0.03824062276021345,0.041713430059836965,-0.8220719456759639,0.49724755116667996,-94.0,0.0,2.151473600184545,,
SEA_A__base_s1__concept__moderate__a1,hellinger,confirmed,SEA_A,concept,moderate,-0.0044646412359639065,-0.005027561756872245,-0.22156125484033895,0.12619455283905393,-1.0,11400.0,7.574115599971265,,
SEA_A__base_s1__concept__moderate__a1,hellinger,immediate,SEA_A,concept,moderate,0.01494186509516604,0.016235043715435382,-0.3841124642235816,0.28177012821533803,-12.0,0.0,3.2664967998862267,,
SEA_A__base_s1__concept__moderate__a1,none,none,SEA_A,concept,moderate,-0.004385004380027091,-0.0050905750527192595,-0.1477636230989393,0.08254360117862547,0.0,0.0,14.10867780004628,,
SEA_A__base_s1__concept__severe__a1,adwin,confirmed,SEA_A,concept,severe,0.02647208265116019,0.028627908400507662,-0.27721305957590037,0.18589736351831987,-13.0,11400.0,4.42664960003458,,
SEA_A__base_s1__concept__severe__a1,adwin,immediate,SEA_A,concept,severe,0.06394738327781857,0.06815669886356635,-0.8146078761359812,0.5687687009541015,-116.0,0.0,1.2806354998610914,,
SEA_A__base_s1__concept__severe__a1,d3_oof,confirmed,SEA_A,concept,severe,0.0057867103257494,0.005922129558617595,-0.30069000336587004,0.23701800937164794,-1.0,0.0,8.19274179986678,,
SEA_A__base_s1__concept__severe__a1,d3_oof,immediate,SEA_A,concept,severe,0.003031671653587753,0.0026441476537168995,-0.22532817233254798,0.2086659515610004,-5.0,0.0,12.169359400169924,,
SEA_A__base_s1__concept__severe__a1,hddm_w,confirmed,SEA_A,concept,severe,0.02720600688759678,0.029313598152878484,-0.3550656344665096,0.2563202167899283,-14.0,15200.0,4.882511499803513,,
SEA_A__base_s1__concept__severe__a1,hddm_w,immediate,SEA_A,concept,severe,0.06811946028340765,0.07277486022571145,-0.8224671827667452,0.5875853892621239,-138.0,0.0,1.3426823001354933,,
SEA_A__base_s1__concept__severe__a1,hellinger,confirmed,SEA_A,concept,severe,0.0024106588381413996,0.002156523203171945,-0.2566307640525076,0.21425506690001694,-4.0,-3800.0,6.237312099896371,,
SEA_A__base_s1__concept__severe__a1,hellinger,immediate,SEA_A,concept,severe,0.02629142437757581,0.02789135880831406,-0.6074890609222484,0.5417094789137922,-12.0,0.0,3.414989900076762,,
SEA_A__base_s1__concept__severe__a1,none,none,SEA_A,concept,severe,0.004205950431886207,0.004509158215784792,-0.22956916863009091,0.19115339016541524,0.0,0.0,11.178380999714136,,
SEA_A__base_s1__instance__moderate__a1,adwin,confirmed,SEA_A,instance,moderate,-0.00025787359966189527,0.0002382974133828819,-0.1469794127573405,0.14415355682259173,-1.0,-1900.0,6.619665100006387,,
SEA_A__base_s1__instance__moderate__a1,adwin,immediate,SEA_A,instance,moderate,-0.015015852885225112,-0.017987781757495158,-0.09821127235909555,0.0960625690319114,-3.0,0.0,10.063590400386602,,
SEA_A__base_s1__instance__moderate__a1,d3_oof,confirmed,SEA_A,instance,moderate,-0.004396533502430744,-0.005328868765346995,-0.1035549555630555,0.09984377643113725,0.0,0.0,13.441493900027126,,
SEA_A__base_s1__instance__moderate__a1,d3_oof,immediate,SEA_A,instance,moderate,-0.0035679560346649764,-0.004108700483196448,-0.19136010799865,0.18829417793565978,-3.0,0.0,6.378684200113639,,
SEA_A__base_s1__instance__moderate__a1,hddm_w,confirmed,SEA_A,instance,moderate,0.0015852885225110525,0.0018527710455085167,-0.2904151198110023,0.2889339980297919,0.0,0.0,4.8877590000629425,,
SEA_A__base_s1__instance__moderate__a1,hddm_w,immediate,SEA_A,instance,moderate,0.008712745719720916,0.009426550204759687,-0.27339970750365616,0.2730380011343622,-8.0,0.0,2.751978499814868,,
