stream,detector,arm,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,malicious_recall,benign_fpr
RBF_I,hellinger,q_alarm_persistence_7,0.5263769281061496,0.5315306314640857,0.6490715650061104,0.25945384528446774,2.142857142857143,,
RBF_I,hellinger,selected_map,0.5370443747107582,0.5414467481047645,0.6927175917704272,0.22381376261655792,0.0,,
SEA_A,adwin,confirmed,0.8952929805912843,0.9039500281798665,0.6581537414913651,0.3034870415442418,1.2857142857142858,,
SEA_A,adwin,error_rule,0.8989944743667004,0.907408384684202,0.4383750158470192,0.48250570010942856,5.809523809523809,,
SEA_A,adwin,no_reset,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,adwin,q_alarm_17,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,adwin,q_alarm_27,0.9024087942144071,0.9106935372495182,0.5232755893706273,0.38294412375212594,29.857142857142858,,
SEA_A,adwin,q_alarm_7,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,adwin,q_alarm_persistence_17,0.891922266068087,0.9011613650343696,0.556720802608221,0.3463357177915562,3.0,,
SEA_A,adwin,q_alarm_persistence_27,0.9013443808710547,0.909795686662131,0.5218274025797786,0.38277634689699525,26.38095238095238,,
SEA_A,adwin,q_alarm_persistence_7,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,adwin,selected_map,0.8995312168746745,0.9079342980922853,0.3866517152270368,0.5020731161553467,7.952380952380952,,
SEA_A,d3_oof,confirmed,0.8885369975931819,0.8984383557941065,0.7520796999608192,0.20827172587670598,0.14285714285714285,,
SEA_A,d3_oof,error_rule,0.8989944743667004,0.907408384684202,0.4383750158470192,0.48250570010942856,5.809523809523809,,
SEA_A,d3_oof,no_reset,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,d3_oof,q_alarm_17,0.9015839111624214,0.9099116422663037,0.46058743865292545,0.4192958381232459,33.142857142857146,,
SEA_A,d3_oof,q_alarm_27,0.9015839111624214,0.9099116422663037,0.46058743865292545,0.4192958381232459,33.142857142857146,,
SEA_A,d3_oof,q_alarm_7,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,d3_oof,q_alarm_persistence_17,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,d3_oof,q_alarm_persistence_27,0.9012044339487967,0.9096493108133501,0.5266375858267933,0.38575251246784276,28.38095238095238,,
SEA_A,d3_oof,q_alarm_persistence_7,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,d3_oof,selected_map,0.8991263695139808,0.9075428350899107,0.43811169799255184,0.48362950964277945,5.80952380952381,,
SEA_A,hddm_w,confirmed,0.8954932558558785,0.9041068226950657,0.6682495567387342,0.28139095163402,1.238095238095238,,
SEA_A,hddm_w,error_rule,0.8989944743667004,0.907408384684202,0.4383750158470192,0.48250570010942856,5.809523809523809,,
SEA_A,hddm_w,no_reset,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,hddm_w,q_alarm_17,0.9015839111624214,0.9099116422663037,0.46058743865292545,0.4192958381232459,33.142857142857146,,
SEA_A,hddm_w,q_alarm_27,0.9034521907142097,0.9116474858594896,0.5249085551010672,0.38676196986787226,29.285714285714285,,
SEA_A,hddm_w,q_alarm_7,0.889154591855126,0.8989973456918046,0.7608970140069492,0.20213947287034204,0.0,,
SEA_A,hddm_w,q_alarm_persistence_17,0.9012044339487967,0.9096493108133501,0.5266375858267933,0.38575251246784276,28.38095238095238,,
