rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,malicious_recall_baseline,benign_fpr_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference,malicious_recall_difference,benign_fpr_difference
12000,11400,7600,1900,2,0.15623875000164844,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,error_rule,hddm_w,0.05,1,0,complete,0.8729015939580664,0.8864114832535885,,0.36363636363636365,2,11400,0.15623875000164844,,,0.0,0.0,,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.15916637500049546,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,selected_map,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.15916637500049546,,,0.0,0.0,,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.1552534160000505,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,selected_map,hddm_w,0.01,5,4,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.15916637500049546,,,0.006487281535735523,0.0033492822966506575,,0.0,0,0,-0.003912959000444971,,
12000,11400,7600,0,0,0.15319949999684468,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,q_alarm_7,hddm_w,0.01,5,4,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.15661066699249204,,,0.006487281535735523,0.0033492822966506575,,0.0,0,0,-0.0034111669956473634,,
12000,11400,7600,0,0,0.15661066699249204,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,q_alarm_7,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.15661066699249204,,,0.0,0.0,,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.15491216599184554,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,q_alarm_persistence_7,hddm_w,0.01,5,4,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.1589268749958137,,,0.006487281535735523,0.0033492822966506575,,0.0,0,0,-0.004014709003968164,,
12000,11400,7600,0,0,0.1589268749958137,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,q_alarm_persistence_7,hddm_w,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.1589268749958137,,,0.0,0.0,,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.1332825419958681,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,no_reset,hellinger,0.01,5,4,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.13899487500020768,,,0.006487281535735523,0.0033492822966506575,,0.0,0,0,-0.005712333004339598,,
12000,11400,7600,0,0,0.13899487500020768,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,no_reset,hellinger,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.13899487500020768,,,0.0,0.0,,0.0,0,0,0.0,,
12000,13300,9500,2850,1,0.14255429200420622,False,600,confirmed,True,10450,0.8745454545454545,0.8614834935393795,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,confirmed,hellinger,0.01,5,4,complete,0.8644455039562979,0.8795215311004785,,0.45454545454545453,0,13300,0.15076304199465085,,,-0.002962010416918459,-0.004976076555023967,,-0.09090909090909088,1,0,-0.00820874999044463,,
