,,,,,,,host_macro_f1,host_macro_f1,host_macro_f1,host_macro_f1,host_accuracy,host_accuracy,host_accuracy,host_accuracy,poison_admission_rate,poison_admission_rate,poison_admission_rate,poison_admission_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,resets,resets,resets,resets,training_visits,training_visits,training_visits,training_visits,seconds,seconds,seconds,seconds,malicious_recall,malicious_recall,malicious_recall,malicious_recall,benign_fpr,benign_fpr,benign_fpr,benign_fpr
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.05,1,0.3742956620695437,,0.3742956620695437,0.3742956620695437,0.39311004784688997,,0.39311004784688997,0.39311004784688997,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,0.4601887919998262,,0.4601887919998262,0.4601887919998262,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.01,5,0.35553604631530256,,0.35553604631530256,0.35553604631530256,0.36679425837320573,,0.36679425837320573,0.36679425837320573,,,,,0.8181818181818182,,0.8181818181818182,0.8181818181818182,0.0,,0,0,11400.0,,11400,11400,0.437288165994687,,0.437288165994687,0.437288165994687,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.05,1,0.3742956620695437,,0.3742956620695437,0.3742956620695437,0.39311004784688997,,0.39311004784688997,0.39311004784688997,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,0.45436108400463127,,0.45436108400463127,0.45436108400463127,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.4591674169932958,,0.4591674169932958,0.4591674169932958,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.47933183300483506,,0.47933183300483506,0.47933183300483506,,,,,,,,
adwin,RBF_I,instance,severe,error_rule,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.443975500005763,,0.443975500005763,0.443975500005763,,,,,,,,
adwin,RBF_I,instance,severe,error_rule,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.4644565829948988,,0.4644565829948988,0.4644565829948988,,,,,,,,
adwin,RBF_I,instance,severe,no_reset,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.4736035000096308,,0.4736035000096308,0.4736035000096308,,,,,,,,
adwin,RBF_I,instance,severe,no_reset,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.48788000000058673,,0.48788000000058673,0.48788000000058673,,,,,,,,
adwin,RBF_I,instance,severe,q_alarm_7,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.44934120900870766,,0.44934120900870766,0.44934120900870766,,,,,,,,
adwin,RBF_I,instance,severe,q_alarm_7,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.46374479100632016,,0.46374479100632016,0.46374479100632016,,,,,,,,
adwin,RBF_I,instance,severe,q_alarm_persistence_7,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.45286350000242237,,0.45286350000242237,0.45286350000242237,,,,,,,,
adwin,RBF_I,instance,severe,q_alarm_persistence_7,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.4696154590055812,,0.4696154590055812,0.4696154590055812,,,,,,,,
adwin,RBF_I,instance,severe,selected_map,0.01,5,0.361688645667891,,0.361688645667891,0.361688645667891,0.38976076555023925,,0.38976076555023925,0.38976076555023925,0.36653805682216767,,0.36653805682216767,0.36653805682216767,0.6374522963547835,,0.6374522963547835,0.6374522963547835,0.0,,0,0,11400.0,,11400,11400,0.4471279169956688,,0.4471279169956688,0.4471279169956688,,,,,,,,
adwin,RBF_I,instance,severe,selected_map,0.05,1,0.39118228682416456,,0.39118228682416456,0.39118228682416456,0.42028708133971293,,0.42028708133971293,0.42028708133971293,0.554191511750263,,0.554191511750263,0.554191511750263,0.457823397815502,,0.457823397815502,0.457823397815502,0.0,,0,0,11400.0,,11400,11400,0.46151854199706577,,0.46151854199706577,0.46151854199706577,,,,,,,,
adwin,SEA_A,clean,none,confirmed,0.01,5,0.8614834935393795,,0.8614834935393795,0.8614834935393795,0.8745454545454545,,0.8745454545454545,0.8745454545454545,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,1.0,,1,1,13300.0,,13300,13300,0.16146245900017675,,0.16146245900017675,0.16146245900017675,,,,,,,,
adwin,SEA_A,clean,none,confirmed,0.05,1,0.8644455039562979,,0.8644455039562979,0.8644455039562979,0.8795215311004785,,0.8795215311004785,0.8795215311004785,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,13300.0,,13300,13300,0.16527987500012387,,0.16527987500012387,0.16527987500012387,,,,,,,,
adwin,SEA_A,clean,none,error_rule,0.01,5,0.8801696017385143,,0.8801696017385143,0.8801696017385143,0.8916746411483254,,0.8916746411483254,0.8916746411483254,,,,,0.5454545454545454,,0.5454545454545454,0.5454545454545454,1.0,,1,1,11400.0,,11400,11400,0.1293362089927541,,0.1293362089927541,0.1293362089927541,,,,,,,,
adwin,SEA_A,clean,none,error_rule,0.05,1,0.8729015939580664,,0.8729015939580664,0.8729015939580664,0.8864114832535885,,0.8864114832535885,0.8864114832535885,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,2.0,,2,2,11400.0,,11400,11400,0.13224858400644735,,0.13224858400644735,0.13224858400644735,,,,,,,,
adwin,SEA_A,clean,none,no_reset,0.01,5,0.8761651786108928,,0.8761651786108928,0.8761651786108928,0.8869856459330143,,0.8869856459330143,0.8869856459330143,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.15180616699217353,,0.15180616699217353,0.15180616699217353,,,,,,,,
adwin,SEA_A,clean,none,no_reset,0.05,1,0.8696778970751573,,0.8696778970751573,0.8696778970751573,0.8836363636363637,,0.8836363636363637,0.8836363636363637,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.1534223339986056,,0.1534223339986056,0.1534223339986056,,,,,,,,
adwin,SEA_A,clean,none,q_alarm_7,0.01,5,0.8761651786108928,,0.8761651786108928,0.8761651786108928,0.8869856459330143,,0.8869856459330143,0.8869856459330143,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.13451370800612494,,0.13451370800612494,0.13451370800612494,,,,,,,,
adwin,SEA_A,clean,none,q_alarm_7,0.05,1,0.8696778970751573,,0.8696778970751573,0.8696778970751573,0.8836363636363637,,0.8836363636363637,0.8836363636363637,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.14028929200139828,,0.14028929200139828,0.14028929200139828,,,,,,,,
adwin,SEA_A,clean,none,q_alarm_persistence_7,0.01,5,0.8761651786108928,,0.8761651786108928,0.8761651786108928,0.8869856459330143,,0.8869856459330143,0.8869856459330143,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.13435504199878778,,0.13435504199878778,0.13435504199878778,,,,,,,,
adwin,SEA_A,clean,none,q_alarm_persistence_7,0.05,1,0.8696778970751573,,0.8696778970751573,0.8696778970751573,0.8836363636363637,,0.8836363636363637,0.8836363636363637,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.138344708000659,,0.138344708000659,0.138344708000659,,,,,,,,
adwin,SEA_A,clean,none,selected_map,0.01,5,0.8761651786108928,,0.8761651786108928,0.8761651786108928,0.8869856459330143,,0.8869856459330143,0.8869856459330143,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,0.13204545799817424,,0.13204545799817424,0.13204545799817424,,,,,,,,
adwin,SEA_A,clean,none,selected_map,0.05,1,0.8644455039562979,,0.8644455039562979,0.8644455039562979,0.8795215311004785,,0.8795215311004785,0.8795215311004785,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,0.13470933299686294,,0.13470933299686294,0.13470933299686294,,,,,,,,
adwin,SEA_A,instance,severe,confirmed,0.01,5,0.8716344582532888,,0.8716344582532888,0.8716344582532888,0.8831578947368421,,0.8831578947368421,0.8831578947368421,0.6445614035087719,,0.6445614035087719,0.6445614035087719,0.3667105263157895,,0.3667105263157895,0.3667105263157895,0.0,,0,0,11400.0,,11400,11400,0.14043137499538716,,0.14043137499538716,0.14043137499538716,,,,,,,,
adwin,SEA_A,instance,severe,confirmed,0.05,1,0.8633430909927007,,0.8633430909927007,0.8633430909927007,0.8766507177033492,,0.8766507177033492,0.8766507177033492,0.8221052631578948,,0.8221052631578948,0.8221052631578948,0.18328947368421053,,0.18328947368421053,0.18328947368421053,0.0,,0,0,11400.0,,11400,11400,0.14249520799785387,,0.14249520799785387,0.14249520799785387,,,,,,,,
adwin,SEA_A,instance,severe,error_rule,0.01,5,0.876379914315407,,0.876379914315407,0.876379914315407,0.8872727272727273,,0.8872727272727273,0.8872727272727273,0.5466666666666666,,0.5466666666666666,0.5466666666666666,0.455,,0.455,0.455,2.0,,2,2,11400.0,,11400,11400,0.14851749999797903,,0.14851749999797903,0.14851749999797903,,,,,,,,
adwin,SEA_A,instance,severe,error_rule,0.05,1,0.8643033372289313,,0.8643033372289313,0.8643033372289313,0.876555023923445,,0.876555023923445,0.876555023923445,0.8087719298245614,,0.8087719298245614,0.8087719298245614,0.17828947368421053,,0.17828947368421053,0.17828947368421053,2.0,,2,2,11400.0,,11400,11400,0.15027745898987632,,0.15027745898987632,0.15027745898987632,,,,,,,,
adwin,SEA_A,instance,severe,no_reset,0.01,5,0.8716344582532888,,0.8716344582532888,0.8716344582532888,0.8831578947368421,,0.8831578947368421,0.8831578947368421,0.6445614035087719,,0.6445614035087719,0.6445614035087719,0.3667105263157895,,0.3667105263157895,0.3667105263157895,0.0,,0,0,11400.0,,11400,11400,0.13266687501163688,,0.13266687501163688,0.13266687501163688,,,,,,,,
adwin,SEA_A,instance,severe,no_reset,0.05,1,0.8633430909927007,,0.8633430909927007,0.8633430909927007,0.8766507177033492,,0.8766507177033492,0.8766507177033492,0.8221052631578948,,0.8221052631578948,0.8221052631578948,0.18328947368421053,,0.18328947368421053,0.18328947368421053,0.0,,0,0,11400.0,,11400,11400,0.13461683299101423,,0.13461683299101423,0.13461683299101423,,,,,,,,
adwin,SEA_A,instance,severe,q_alarm_7,0.01,5,0.8716344582532888,,0.8716344582532888,0.8716344582532888,0.8831578947368421,,0.8831578947368421,0.8831578947368421,0.6445614035087719,,0.6445614035087719,0.6445614035087719,0.3667105263157895,,0.3667105263157895,0.3667105263157895,0.0,,0,0,11400.0,,11400,11400,0.1393895000073826,,0.1393895000073826,0.1393895000073826,,,,,,,,
adwin,SEA_A,instance,severe,q_alarm_7,0.05,1,0.8633430909927007,,0.8633430909927007,0.8633430909927007,0.8766507177033492,,0.8766507177033492,0.8766507177033492,0.8221052631578948,,0.8221052631578948,0.8221052631578948,0.18328947368421053,,0.18328947368421053,0.18328947368421053,0.0,,0,0,11400.0,,11400,11400,0.14249645800737198,,0.14249645800737198,0.14249645800737198,,,,,,,,
adwin,SEA_A,instance,severe,q_alarm_persistence_7,0.01,5,0.8716344582532888,,0.8716344582532888,0.8716344582532888,0.8831578947368421,,0.8831578947368421,0.8831578947368421,0.6445614035087719,,0.6445614035087719,0.6445614035087719,0.3667105263157895,,0.3667105263157895,0.3667105263157895,0.0,,0,0,11400.0,,11400,11400,0.14323833301023114,,0.14323833301023114,0.14323833301023114,,,,,,,,
adwin,SEA_A,instance,severe,q_alarm_persistence_7,0.05,1,0.8633430909927007,,0.8633430909927007,0.8633430909927007,0.8766507177033492,,0.8766507177033492,0.8766507177033492,0.8221052631578948,,0.8221052631578948,0.8221052631578948,0.18328947368421053,,0.18328947368421053,0.18328947368421053,0.0,,0,0,11400.0,,11400,11400,0.14856408299237955,,0.14856408299237955,0.14856408299237955,,,,,,,,
adwin,SEA_A,instance,severe,selected_map,0.01,5,0.8716344582532888,,0.8716344582532888,0.8716344582532888,0.8831578947368421,,0.8831578947368421,0.8831578947368421,0.6445614035087719,,0.6445614035087719,0.6445614035087719,0.3667105263157895,,0.3667105263157895,0.3667105263157895,0.0,,0,0,11400.0,,11400,11400,0.153397166999639,,0.153397166999639,0.153397166999639,,,,,,,,
adwin,SEA_A,instance,severe,selected_map,0.05,1,0.8688985789088042,,0.8688985789088042,0.8688985789088042,0.8807655502392344,,0.8807655502392344,0.8807655502392344,0.7108771929824561,,0.7108771929824561,0.7108771929824561,0.266578947368421,,0.266578947368421,0.266578947368421,1.0,,1,1,11400.0,,11400,11400,0.14989270799560472,,0.14989270799560472,0.14989270799560472,,,,,,,,
adwin,radar,clean,none,confirmed,0.01,5,0.1958825575838512,,0.1958825575838512,0.1958825575838512,0.6519617224880383,,0.6519617224880383,0.6519617224880383,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,13300.0,,13300,13300,1.4749765419983305,,1.4749765419983305,1.4749765419983305,0.583969465648855,,0.583969465648855,0.583969465648855,0.17845230153435623,,0.17845230153435623,0.17845230153435623
adwin,radar,clean,none,confirmed,0.05,1,0.2387503927341618,,0.2387503927341618,0.2387503927341618,0.7372248803827751,,0.7372248803827751,0.7372248803827751,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,13300.0,,13300,13300,1.5933805829990888,,1.5933805829990888,1.5933805829990888,0.5433318365514145,,0.5433318365514145,0.5433318365514145,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,clean,none,error_rule,0.01,5,0.08493182729581607,,0.08493182729581607,0.08493182729581607,0.4864114832535885,,0.4864114832535885,0.4864114832535885,,,,,0.8181818181818182,,0.8181818181818182,0.8181818181818182,0.0,,0,0,11400.0,,11400,11400,0.9223551250033779,,0.9223551250033779,0.9223551250033779,0.12819937135159407,,0.12819937135159407,0.12819937135159407,0.15226817878585724,,0.15226817878585724,0.15226817878585724
adwin,radar,clean,none,error_rule,0.05,1,0.1951378978739975,,0.1951378978739975,0.1951378978739975,0.6477511961722489,,0.6477511961722489,0.6477511961722489,,,,,0.5454545454545454,,0.5454545454545454,0.5454545454545454,2.0,,2,2,11400.0,,11400,11400,1.073408666998148,,1.073408666998148,1.073408666998148,0.33340817242927706,,0.33340817242927706,0.33340817242927706,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,clean,none,no_reset,0.01,5,0.1956683658074505,,0.1956683658074505,0.1956683658074505,0.6517703349282297,,0.6517703349282297,0.6517703349282297,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,1.5599387499969453,,1.5599387499969453,1.5599387499969453,0.5794791198922317,,0.5794791198922317,0.5794791198922317,0.17845230153435623,,0.17845230153435623,0.17845230153435623
adwin,radar,clean,none,no_reset,0.05,1,0.1971484917546776,,0.1971484917546776,0.1971484917546776,0.6475598086124402,,0.6475598086124402,0.6475598086124402,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,1.2845809169957647,,1.2845809169957647,1.2845809169957647,0.33385720700493937,,0.33385720700493937,0.33385720700493937,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,clean,none,q_alarm_7,0.01,5,0.1956683658074505,,0.1956683658074505,0.1956683658074505,0.6517703349282297,,0.6517703349282297,0.6517703349282297,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,1.6011381249991246,,1.6011381249991246,1.6011381249991246,0.5794791198922317,,0.5794791198922317,0.5794791198922317,0.17845230153435623,,0.17845230153435623,0.17845230153435623
adwin,radar,clean,none,q_alarm_7,0.05,1,0.1971484917546776,,0.1971484917546776,0.1971484917546776,0.6475598086124402,,0.6475598086124402,0.6475598086124402,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,1.3234394999890355,,1.3234394999890355,1.3234394999890355,0.33385720700493937,,0.33385720700493937,0.33385720700493937,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,clean,none,q_alarm_persistence_7,0.01,5,0.1956683658074505,,0.1956683658074505,0.1956683658074505,0.6517703349282297,,0.6517703349282297,0.6517703349282297,,,,,0.36363636363636365,,0.36363636363636365,0.36363636363636365,0.0,,0,0,11400.0,,11400,11400,1.6201661670056637,,1.6201661670056637,1.6201661670056637,0.5794791198922317,,0.5794791198922317,0.5794791198922317,0.17845230153435623,,0.17845230153435623,0.17845230153435623
adwin,radar,clean,none,q_alarm_persistence_7,0.05,1,0.1971484917546776,,0.1971484917546776,0.1971484917546776,0.6475598086124402,,0.6475598086124402,0.6475598086124402,,,,,0.45454545454545453,,0.45454545454545453,0.45454545454545453,0.0,,0,0,11400.0,,11400,11400,1.3238321660028305,,1.3238321660028305,1.3238321660028305,0.33385720700493937,,0.33385720700493937,0.33385720700493937,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,clean,none,selected_map,0.01,5,0.08493182729581607,,0.08493182729581607,0.08493182729581607,0.4864114832535885,,0.4864114832535885,0.4864114832535885,,,,,0.8181818181818182,,0.8181818181818182,0.8181818181818182,0.0,,0,0,11400.0,,11400,11400,0.9949562499969034,,0.9949562499969034,0.9949562499969034,0.12819937135159407,,0.12819937135159407,0.12819937135159407,0.15226817878585724,,0.15226817878585724,0.15226817878585724
adwin,radar,clean,none,selected_map,0.05,1,0.1951378978739975,,0.1951378978739975,0.1951378978739975,0.6477511961722489,,0.6477511961722489,0.6477511961722489,,,,,0.5454545454545454,,0.5454545454545454,0.5454545454545454,1.0,,1,1,11400.0,,11400,11400,1.1491946250025649,,1.1491946250025649,1.1491946250025649,0.33340817242927706,,0.33340817242927706,0.33340817242927706,0.05420280186791194,,0.05420280186791194,0.05420280186791194
adwin,radar,instance,severe,confirmed,0.01,5,0.19660668003122303,,0.19660668003122303,0.19660668003122303,0.6623923444976076,,0.6623923444976076,0.6623923444976076,0.6406469760900141,,0.6406469760900141,0.6406469760900141,0.36523797002366554,,0.36523797002366554,0.36523797002366554,0.0,,0,0,11400.0,,11400,11400,1.835253166995244,,1.835253166995244,1.835253166995244,0.5680287382128424,,0.5680287382128424,0.5680287382128424,0.15993995997331553,,0.15993995997331553,0.15993995997331553
adwin,radar,instance,severe,confirmed,0.05,1,0.1903605111748986,,0.1903605111748986,0.1903605111748986,0.6243062200956938,,0.6243062200956938,0.6243062200956938,0.8136427566807314,,0.8136427566807314,0.8136427566807314,0.1801209571391007,,0.1801209571391007,0.1801209571391007,1.0,,1,1,13300.0,,13300,13300,1.7904002919967752,,1.7904002919967752,1.7904002919967752,0.3224068253255501,,0.3224068253255501,0.3224068253255501,0.09739826551034023,,0.09739826551034023,0.09739826551034023
adwin,radar,instance,severe,error_rule,0.01,5,0.08486083967922367,,0.08486083967922367,0.08486083967922367,0.48200956937799044,,0.48200956937799044,0.48200956937799044,0.2689873417721519,,0.2689873417721519,0.2689873417721519,0.7258743097554562,,0.7258743097554562,0.7258743097554562,0.0,,0,0,11400.0,,11400,11400,1.311176625007647,,1.311176625007647,1.311176625007647,0.14548720251459363,,0.14548720251459363,0.14548720251459363,0.15993995997331553,,0.15993995997331553,0.15993995997331553
adwin,radar,instance,severe,error_rule,0.05,1,0.19021680984876516,,0.19021680984876516,0.19021680984876516,0.6244976076555024,,0.6244976076555024,0.6244976076555024,0.5390295358649789,,0.5390295358649789,0.5390295358649789,0.4521430449645017,,0.4521430449645017,0.4521430449645017,1.0,,1,1,11400.0,,11400,11400,1.262864874996012,,1.262864874996012,1.262864874996012,0.3257745846430175,,0.3257745846430175,0.3257745846430175,0.09739826551034023,,0.09739826551034023,0.09739826551034023
adwin,radar,instance,severe,no_reset,0.01,5,0.19660668003122303,,0.19660668003122303,0.19660668003122303,0.6623923444976076,,0.6623923444976076,0.6623923444976076,0.6406469760900141,,0.6406469760900141,0.6406469760900141,0.36523797002366554,,0.36523797002366554,0.36523797002366554,0.0,,0,0,11400.0,,11400,11400,1.8169577499938896,,1.8169577499938896,1.8169577499938896,0.5680287382128424,,0.5680287382128424,0.5680287382128424,0.15993995997331553,,0.15993995997331553,0.15993995997331553
adwin,radar,instance,severe,no_reset,0.05,1,0.1221792552798992,,0.1221792552798992,0.1221792552798992,0.5335885167464115,,0.5335885167464115,0.5335885167464115,0.719760900140647,,0.719760900140647,0.719760900140647,0.26991848540625824,,0.26991848540625824,0.26991848540625824,0.0,,0,0,11400.0,,11400,11400,1.7092387080047047,,1.7092387080047047,1.7092387080047047,0.11427929950606197,,0.11427929950606197,0.11427929950606197,0.09739826551034023,,0.09739826551034023,0.09739826551034023
adwin,radar,instance,severe,q_alarm_7,0.01,5,0.19660668003122303,,0.19660668003122303,0.19660668003122303,0.6623923444976076,,0.6623923444976076,0.6623923444976076,0.6406469760900141,,0.6406469760900141,0.6406469760900141,0.36523797002366554,,0.36523797002366554,0.36523797002366554,0.0,,0,0,11400.0,,11400,11400,1.814150249992963,,1.814150249992963,1.814150249992963,0.5680287382128424,,0.5680287382128424,0.5680287382128424,0.15993995997331553,,0.15993995997331553,0.15993995997331553
adwin,radar,instance,severe,q_alarm_7,0.05,1,0.1221792552798992,,0.1221792552798992,0.1221792552798992,0.5335885167464115,,0.5335885167464115,0.5335885167464115,0.719760900140647,,0.719760900140647,0.719760900140647,0.26991848540625824,,0.26991848540625824,0.26991848540625824,0.0,,0,0,11400.0,,11400,11400,1.7363504170061788,,1.7363504170061788,1.7363504170061788,0.11427929950606197,,0.11427929950606197,0.11427929950606197,0.09739826551034023,,0.09739826551034023,0.09739826551034023
