condition,dataset,base_key,attack_seed,mode,level,series,category,source_run,rows,audit_rows,policy,learner_resets,events_path,alarm_rate,alarm_blocks,monitored_blocks,poison_exposed_blocks,poison_alarm_blocks,poison_alarm_rate,unexposed_blocks,unexposed_alarm_blocks,unexposed_alarm_rate,event_recall,detected_events,scheduled_events,detection_delay,seconds_per_100k
RBF_I__base_s0__splice__severe__a0,RBF,RBF_I__base_s0,0.0,splice,severe,hellinger,6,RBF_I__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s0__splice__severe__a0/hellinger/alarms.parquet,0.08032128514056225,20,249,105,9,0.08571428571428572,0,0,,1.0,3.0,3.0,20.0,0.09176471969112754
RBF_I__base_s1__splice__severe__a1,RBF,RBF_I__base_s1,1.0,splice,severe,adwin,6,RBF_I__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s1__splice__severe__a1/adwin/alarms.parquet,0.3092369477911647,77,249,105,71,0.6761904761904762,0,0,,1.0,3.0,3.0,5.0,0.07513359934091568
RBF_I__base_s1__splice__severe__a1,RBF,RBF_I__base_s1,1.0,splice,severe,d3_oof,6,RBF_I__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s1__splice__severe__a1/d3_oof/alarms.parquet,0.0321285140562249,8,249,105,6,0.05714285714285714,0,0,,1.0,3.0,3.0,47.0,0.949387679528445
RBF_I__base_s1__splice__severe__a1,RBF,RBF_I__base_s1,1.0,splice,severe,hddm_w,6,RBF_I__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s1__splice__severe__a1/hddm_w/alarms.parquet,0.5903614457831325,147,249,105,97,0.9238095238095239,0,0,,1.0,3.0,3.0,2.0,0.7251720388419927
RBF_I__base_s1__splice__severe__a1,RBF,RBF_I__base_s1,1.0,splice,severe,hellinger,6,RBF_I__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s1__splice__severe__a1/hellinger/alarms.parquet,0.0963855421686747,24,249,105,10,0.09523809523809523,0,0,,1.0,3.0,3.0,11.666666666666666,0.06948187984526158
RBF_I__base_s2__splice__severe__a2,RBF,RBF_I__base_s2,2.0,splice,severe,adwin,6,RBF_I__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s2__splice__severe__a2/adwin/alarms.parquet,0.321285140562249,80,249,105,72,0.6857142857142857,0,0,,1.0,3.0,3.0,4.666666666666667,0.07512179994955659
RBF_I__base_s2__splice__severe__a2,RBF,RBF_I__base_s2,2.0,splice,severe,d3_oof,6,RBF_I__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s2__splice__severe__a2/d3_oof/alarms.parquet,0.028112449799196786,7,249,105,4,0.0380952380952381,0,0,,1.0,3.0,3.0,27.333333333333332,0.9592471593990922
RBF_I__base_s2__splice__severe__a2,RBF,RBF_I__base_s2,2.0,splice,severe,hddm_w,6,RBF_I__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s2__splice__severe__a2/hddm_w/alarms.parquet,0.606425702811245,151,249,105,96,0.9142857142857143,0,0,,1.0,3.0,3.0,1.3333333333333333,0.744510640669614
RBF_I__base_s2__splice__severe__a2,RBF,RBF_I__base_s2,2.0,splice,severe,hellinger,6,RBF_I__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s2__splice__severe__a2/hellinger/alarms.parquet,0.0321285140562249,8,249,105,7,0.06666666666666667,0,0,,1.0,3.0,3.0,51.0,0.08046139981597662
SEA_A__base_s0__clean__none__anone,SEA,SEA_A__base_s0,,clean,none,adwin,0,SEA_A__base_s0__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s0__clean__none__anone/adwin/alarms.parquet,0.04417670682730924,11,249,0,0,,181,8,0.04419889502762431,1.0,3.0,3.0,2.75,0.07525443993508817
SEA_A__base_s0__clean__none__anone,SEA,SEA_A__base_s0,,clean,none,d3_oof,0,SEA_A__base_s0__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s0__clean__none__anone/d3_oof/alarms.parquet,0.028112449799196786,7,249,0,0,,181,5,0.027624309392265192,0.6666666666666666,2.0,3.0,4.75,0.7736918792128563
SEA_A__base_s0__clean__none__anone,SEA,SEA_A__base_s0,,clean,none,hddm_w,0,SEA_A__base_s0__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s0__clean__none__anone/hddm_w/alarms.parquet,0.004016064257028112,1,249,0,0,,181,0,0.0,0.3333333333333333,1.0,3.0,1.75,0.4955614007078111
SEA_A__base_s0__clean__none__anone,SEA,SEA_A__base_s0,,clean,none,hellinger,0,SEA_A__base_s0__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s0__clean__none__anone/hellinger/alarms.parquet,0.10843373493975904,27,249,0,0,,181,18,0.09944751381215469,1.0,3.0,3.0,3.75,0.02292368076741695
SEA_A__base_s1__clean__none__anone,SEA,SEA_A__base_s1,,clean,none,adwin,0,SEA_A__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s1__clean__none__anone/adwin/alarms.parquet,0.03614457831325301,9,249,0,0,,181,4,0.022099447513812154,1.0,3.0,3.0,2.4166666666666665,0.08627236057072878
SEA_A__base_s1__clean__none__anone,SEA,SEA_A__base_s1,,clean,none,d3_oof,0,SEA_A__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s1__clean__none__anone/d3_oof/alarms.parquet,0.024096385542168676,6,249,0,0,,181,3,0.016574585635359115,0.6666666666666666,2.0,3.0,5.25,0.8090033601969481
SEA_A__base_s1__clean__none__anone,SEA,SEA_A__base_s1,,clean,none,hddm_w,0,SEA_A__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s1__clean__none__anone/hddm_w/alarms.parquet,0.008032128514056224,2,249,0,0,,181,1,0.0055248618784530384,0.3333333333333333,1.0,3.0,15.75,0.6660652004182339
SEA_A__base_s1__clean__none__anone,SEA,SEA_A__base_s1,,clean,none,hellinger,0,SEA_A__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s1__clean__none__anone/hellinger/alarms.parquet,0.10441767068273092,26,249,0,0,,181,18,0.09944751381215469,1.0,3.0,3.0,3.4166666666666665,0.0330967609770596
SEA_A__base_s2__clean__none__anone,SEA,SEA_A__base_s2,,clean,none,adwin,0,SEA_A__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s2__clean__none__anone/adwin/alarms.parquet,0.03614457831325301,9,249,0,0,,181,5,0.027624309392265192,1.0,3.0,3.0,3.0833333333333335,0.08219111980870367
SEA_A__base_s2__clean__none__anone,SEA,SEA_A__base_s2,,clean,none,d3_oof,0,SEA_A__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s2__clean__none__anone/d3_oof/alarms.parquet,0.0321285140562249,8,249,0,0,,181,5,0.027624309392265192,0.6666666666666666,2.0,3.0,10.5,0.8329409598372877
SEA_A__base_s2__clean__none__anone,SEA,SEA_A__base_s2,,clean,none,hddm_w,0,SEA_A__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s2__clean__none__anone/hddm_w/alarms.parquet,0.004016064257028112,1,249,0,0,,181,0,0.0,0.3333333333333333,1.0,3.0,3.75,0.5919311993755401
SEA_A__base_s2__clean__none__anone,SEA,SEA_A__base_s2,,clean,none,hellinger,0,SEA_A__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/SEA/clean/none/SEA_A__base_s2__clean__none__anone/hellinger/alarms.parquet,0.08032128514056225,20,249,0,0,,181,13,0.0718232044198895,0.6666666666666666,2.0,3.0,3.75,0.02935535944998264
SEA_A__base_s0__instance__moderate__a0,SEA,SEA_A__base_s0,0.0,instance,moderate,adwin,1,SEA_A__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s0__instance__moderate__a0/adwin/alarms.parquet,0.01606425702811245,4,249,249,4,0.01606425702811245,0,0,,0.6666666666666666,2.0,3.0,3.5,0.10922564007341863
SEA_A__base_s0__instance__moderate__a0,SEA,SEA_A__base_s0,0.0,instance,moderate,d3_oof,1,SEA_A__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s0__instance__moderate__a0/d3_oof/alarms.parquet,0.0321285140562249,8,249,249,8,0.0321285140562249,0,0,,0.6666666666666666,2.0,3.0,6.5,0.9565559985116124
SEA_A__base_s0__instance__moderate__a0,SEA,SEA_A__base_s0,0.0,instance,moderate,hddm_w,1,SEA_A__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s0__instance__moderate__a0/hddm_w/alarms.parquet,0.13253012048192772,33,249,249,33,0.13253012048192772,0,0,,1.0,3.0,3.0,1.75,0.5614311999641358
SEA_A__base_s0__instance__moderate__a0,SEA,SEA_A__base_s0,0.0,instance,moderate,hellinger,1,SEA_A__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s0__instance__moderate__a0/hellinger/alarms.parquet,0.10843373493975904,27,249,249,27,0.10843373493975904,0,0,,1.0,3.0,3.0,3.75,0.02382935965433717
SEA_A__base_s1__instance__moderate__a1,SEA,SEA_A__base_s1,1.0,instance,moderate,adwin,1,SEA_A__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s1__instance__moderate__a1/adwin/alarms.parquet,0.020080321285140562,5,249,249,5,0.020080321285140562,0,0,,0.6666666666666666,2.0,3.0,2.5,0.1114662398584187
SEA_A__base_s1__instance__moderate__a1,SEA,SEA_A__base_s1,1.0,instance,moderate,d3_oof,1,SEA_A__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s1__instance__moderate__a1/d3_oof/alarms.parquet,0.024096385542168676,6,249,249,6,0.024096385542168676,0,0,,0.6666666666666666,2.0,3.0,9.25,0.8441107598133385
SEA_A__base_s1__instance__moderate__a1,SEA,SEA_A__base_s1,1.0,instance,moderate,hddm_w,1,SEA_A__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s1__instance__moderate__a1/hddm_w/alarms.parquet,0.10441767068273092,26,249,249,26,0.10441767068273092,0,0,,1.0,3.0,3.0,2.4166666666666665,0.5588139997795224
SEA_A__base_s1__instance__moderate__a1,SEA,SEA_A__base_s1,1.0,instance,moderate,hellinger,1,SEA_A__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s1__instance__moderate__a1/hellinger/alarms.parquet,0.10441767068273092,26,249,249,26,0.10441767068273092,0,0,,1.0,3.0,3.0,3.4166666666666665,0.03153548035770655
SEA_A__base_s2__instance__moderate__a2,SEA,SEA_A__base_s2,2.0,instance,moderate,adwin,1,SEA_A__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s2__instance__moderate__a2/adwin/alarms.parquet,0.024096385542168676,6,249,249,6,0.024096385542168676,0,0,,0.6666666666666666,2.0,3.0,3.0,0.0796720802783966
SEA_A__base_s2__instance__moderate__a2,SEA,SEA_A__base_s2,2.0,instance,moderate,d3_oof,1,SEA_A__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s2__instance__moderate__a2/d3_oof/alarms.parquet,0.040160642570281124,10,249,249,10,0.040160642570281124,0,0,,0.6666666666666666,2.0,3.0,7.5,0.7380234001204371
SEA_A__base_s2__instance__moderate__a2,SEA,SEA_A__base_s2,2.0,instance,moderate,hddm_w,1,SEA_A__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s2__instance__moderate__a2/hddm_w/alarms.parquet,0.12048192771084337,30,249,249,30,0.12048192771084337,0,0,,1.0,3.0,3.0,2.75,0.5741696801967919
SEA_A__base_s2__instance__moderate__a2,SEA,SEA_A__base_s2,2.0,instance,moderate,hellinger,1,SEA_A__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/moderate/SEA_A__base_s2__instance__moderate__a2/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,0.6666666666666666,2.0,3.0,3.75,0.024841360468417405
SEA_A__base_s0__instance__severe__a0,SEA,SEA_A__base_s0,0.0,instance,severe,adwin,2,SEA_A__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s0__instance__severe__a0/adwin/alarms.parquet,0.008032128514056224,2,249,249,2,0.008032128514056224,0,0,,0.3333333333333333,1.0,3.0,3.75,0.07481516087427735
SEA_A__base_s0__instance__severe__a0,SEA,SEA_A__base_s0,0.0,instance,severe,d3_oof,2,SEA_A__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s0__instance__severe__a0/d3_oof/alarms.parquet,0.03614457831325301,9,249,249,9,0.03614457831325301,0,0,,0.3333333333333333,1.0,3.0,21.25,0.9362008010037244
SEA_A__base_s0__instance__severe__a0,SEA,SEA_A__base_s0,0.0,instance,severe,hddm_w,2,SEA_A__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s0__instance__severe__a0/hddm_w/alarms.parquet,0.3293172690763052,82,249,249,82,0.3293172690763052,0,0,,1.0,3.0,3.0,1.0833333333333333,0.6830805196426809
SEA_A__base_s0__instance__severe__a0,SEA,SEA_A__base_s0,0.0,instance,severe,hellinger,2,SEA_A__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s0__instance__severe__a0/hellinger/alarms.parquet,0.10843373493975904,27,249,249,27,0.10843373493975904,0,0,,1.0,3.0,3.0,3.75,0.03789220051839948
SEA_A__base_s1__instance__severe__a1,SEA,SEA_A__base_s1,1.0,instance,severe,adwin,2,SEA_A__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s1__instance__severe__a1/adwin/alarms.parquet,0.01606425702811245,4,249,249,4,0.01606425702811245,0,0,,0.3333333333333333,1.0,3.0,5.75,0.0823070390149951
SEA_A__base_s1__instance__severe__a1,SEA,SEA_A__base_s1,1.0,instance,severe,d3_oof,2,SEA_A__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s1__instance__severe__a1/d3_oof/alarms.parquet,0.01606425702811245,4,249,249,4,0.01606425702811245,0,0,,0.3333333333333333,1.0,3.0,7.25,0.9273362799547612
SEA_A__base_s1__instance__severe__a1,SEA,SEA_A__base_s1,1.0,instance,severe,hddm_w,2,SEA_A__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s1__instance__severe__a1/hddm_w/alarms.parquet,0.30120481927710846,75,249,249,75,0.30120481927710846,0,0,,1.0,3.0,3.0,1.4166666666666667,0.6155270799994469
SEA_A__base_s1__instance__severe__a1,SEA,SEA_A__base_s1,1.0,instance,severe,hellinger,2,SEA_A__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s1__instance__severe__a1/hellinger/alarms.parquet,0.10441767068273092,26,249,249,26,0.10441767068273092,0,0,,1.0,3.0,3.0,3.4166666666666665,0.024809559341520074
SEA_A__base_s2__instance__severe__a2,SEA,SEA_A__base_s2,2.0,instance,severe,adwin,2,SEA_A__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s2__instance__severe__a2/adwin/alarms.parquet,0.012048192771084338,3,249,249,3,0.012048192771084338,0,0,,0.6666666666666666,2.0,3.0,8.0,0.08964027920737863
SEA_A__base_s2__instance__severe__a2,SEA,SEA_A__base_s2,2.0,instance,severe,d3_oof,2,SEA_A__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s2__instance__severe__a2/d3_oof/alarms.parquet,0.020080321285140562,5,249,249,5,0.020080321285140562,0,0,,0.3333333333333333,1.0,3.0,4.75,0.7441274808719753
SEA_A__base_s2__instance__severe__a2,SEA,SEA_A__base_s2,2.0,instance,severe,hddm_w,2,SEA_A__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s2__instance__severe__a2/hddm_w/alarms.parquet,0.3654618473895582,91,249,249,91,0.3654618473895582,0,0,,1.0,3.0,3.0,1.0833333333333333,0.647054679878056
SEA_A__base_s2__instance__severe__a2,SEA,SEA_A__base_s2,2.0,instance,severe,hellinger,2,SEA_A__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/instance/severe/SEA_A__base_s2__instance__severe__a2/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,0.6666666666666666,2.0,3.0,3.75,0.02666427968069911
SEA_A__base_s0__concept__moderate__a0,SEA,SEA_A__base_s0,0.0,concept,moderate,adwin,3,SEA_A__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s0__concept__moderate__a0/adwin/alarms.parquet,0.5341365461847389,133,249,139,126,0.9064748201438849,28,0,0.0,1.0,3.0,3.0,1.0833333333333333,0.07414487963542342
SEA_A__base_s0__concept__moderate__a0,SEA,SEA_A__base_s0,0.0,concept,moderate,d3_oof,3,SEA_A__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s0__concept__moderate__a0/d3_oof/alarms.parquet,0.012048192771084338,3,249,139,0,0.0,28,1,0.03571428571428571,0.0,0.0,3.0,,0.821191800571978
SEA_A__base_s0__concept__moderate__a0,SEA,SEA_A__base_s0,0.0,concept,moderate,hddm_w,3,SEA_A__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s0__concept__moderate__a0/hddm_w/alarms.parquet,0.42168674698795183,105,249,139,105,0.7553956834532374,28,0,0.0,1.0,3.0,3.0,2.75,0.7016067199409008
SEA_A__base_s0__concept__moderate__a0,SEA,SEA_A__base_s0,0.0,concept,moderate,hellinger,3,SEA_A__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s0__concept__moderate__a0/hellinger/alarms.parquet,0.08835341365461848,22,249,139,12,0.08633093525179857,28,3,0.10714285714285714,1.0,3.0,3.0,3.4166666666666665,0.029845320247113703
SEA_A__base_s1__concept__moderate__a1,SEA,SEA_A__base_s1,1.0,concept,moderate,adwin,3,SEA_A__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s1__concept__moderate__a1/adwin/alarms.parquet,0.5381526104417671,134,249,140,128,0.9142857142857143,15,0,0.0,1.0,3.0,3.0,0.75,0.09682475933805108
SEA_A__base_s1__concept__moderate__a1,SEA,SEA_A__base_s1,1.0,concept,moderate,d3_oof,3,SEA_A__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s1__concept__moderate__a1/d3_oof/alarms.parquet,0.01606425702811245,4,249,140,3,0.02142857142857143,15,1,0.06666666666666667,0.3333333333333333,1.0,3.0,9.25,0.858388641383499
SEA_A__base_s1__concept__moderate__a1,SEA,SEA_A__base_s1,1.0,concept,moderate,hddm_w,3,SEA_A__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s1__concept__moderate__a1/hddm_w/alarms.parquet,0.43373493975903615,108,249,140,107,0.7642857142857142,15,0,0.0,1.0,3.0,3.0,0.75,0.7992578007280826
SEA_A__base_s1__concept__moderate__a1,SEA,SEA_A__base_s1,1.0,concept,moderate,hellinger,3,SEA_A__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s1__concept__moderate__a1/hellinger/alarms.parquet,0.08433734939759036,21,249,140,10,0.07142857142857142,15,1,0.06666666666666667,1.0,3.0,3.0,3.4166666666666665,0.028962039947509764
SEA_A__base_s2__concept__moderate__a2,SEA,SEA_A__base_s2,2.0,concept,moderate,adwin,3,SEA_A__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s2__concept__moderate__a2/adwin/alarms.parquet,0.5542168674698795,138,249,147,130,0.8843537414965986,20,0,0.0,1.0,3.0,3.0,0.75,0.0804695988073945
SEA_A__base_s2__concept__moderate__a2,SEA,SEA_A__base_s2,2.0,concept,moderate,d3_oof,3,SEA_A__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s2__concept__moderate__a2/d3_oof/alarms.parquet,0.01606425702811245,4,249,147,1,0.006802721088435374,20,0,0.0,0.0,0.0,3.0,,0.7896810400299729
SEA_A__base_s2__concept__moderate__a2,SEA,SEA_A__base_s2,2.0,concept,moderate,hddm_w,3,SEA_A__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s2__concept__moderate__a2/hddm_w/alarms.parquet,0.42570281124497994,106,249,147,106,0.7210884353741497,20,0,0.0,1.0,3.0,3.0,0.75,0.7866739204153418
SEA_A__base_s2__concept__moderate__a2,SEA,SEA_A__base_s2,2.0,concept,moderate,hellinger,3,SEA_A__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/moderate/SEA_A__base_s2__concept__moderate__a2/hellinger/alarms.parquet,0.10040160642570281,25,249,147,16,0.10884353741496598,20,2,0.1,1.0,3.0,3.0,7.083333333333333,0.02884748093783856
SEA_A__base_s0__concept__severe__a0,SEA,SEA_A__base_s0,0.0,concept,severe,adwin,4,SEA_A__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s0__concept__severe__a0/adwin/alarms.parquet,0.7710843373493976,192,249,203,186,0.916256157635468,1,0,0.0,1.0,3.0,3.0,0.4166666666666667,0.07636624043807387
SEA_A__base_s0__concept__severe__a0,SEA,SEA_A__base_s0,0.0,concept,severe,d3_oof,4,SEA_A__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s0__concept__severe__a0/d3_oof/alarms.parquet,0.03614457831325301,9,249,203,8,0.03940886699507389,1,0,0.0,0.6666666666666666,2.0,3.0,5.5,0.7745646803639828
SEA_A__base_s0__concept__severe__a0,SEA,SEA_A__base_s0,0.0,concept,severe,hddm_w,4,SEA_A__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s0__concept__severe__a0/hddm_w/alarms.parquet,0.6706827309236948,167,249,203,167,0.8226600985221675,1,0,0.0,1.0,3.0,3.0,0.4166666666666667,0.8486862392164767
SEA_A__base_s0__concept__severe__a0,SEA,SEA_A__base_s0,0.0,concept,severe,hellinger,4,SEA_A__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s0__concept__severe__a0/hellinger/alarms.parquet,0.08032128514056225,20,249,203,18,0.08866995073891626,1,0,0.0,0.6666666666666666,2.0,3.0,5.5,0.025916360411792995
SEA_A__base_s1__concept__severe__a1,SEA,SEA_A__base_s1,1.0,concept,severe,adwin,4,SEA_A__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s1__concept__severe__a1/adwin/alarms.parquet,0.751004016064257,187,249,198,183,0.9242424242424242,3,0,0.0,1.0,3.0,3.0,0.75,0.09623920004814862
SEA_A__base_s1__concept__severe__a1,SEA,SEA_A__base_s1,1.0,concept,severe,d3_oof,4,SEA_A__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s1__concept__severe__a1/d3_oof/alarms.parquet,0.020080321285140562,5,249,198,3,0.015151515151515152,3,0,0.0,0.0,0.0,3.0,,0.8558712798170744
SEA_A__base_s1__concept__severe__a1,SEA,SEA_A__base_s1,1.0,concept,severe,hddm_w,4,SEA_A__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s1__concept__severe__a1/hddm_w/alarms.parquet,0.6626506024096386,165,249,198,165,0.8333333333333334,3,0,0.0,1.0,3.0,3.0,1.0833333333333333,0.8877686802297831
SEA_A__base_s1__concept__severe__a1,SEA,SEA_A__base_s1,1.0,concept,severe,hellinger,4,SEA_A__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s1__concept__severe__a1/hellinger/alarms.parquet,0.04417670682730924,11,249,198,8,0.04040404040404041,3,0,0.0,1.0,3.0,3.0,16.75,0.02994192000478506
SEA_A__base_s2__concept__severe__a2,SEA,SEA_A__base_s2,2.0,concept,severe,adwin,4,SEA_A__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s2__concept__severe__a2/adwin/alarms.parquet,0.7911646586345381,197,249,204,190,0.9313725490196079,5,0,0.0,1.0,3.0,3.0,0.4166666666666667,0.08553755981847644
SEA_A__base_s2__concept__severe__a2,SEA,SEA_A__base_s2,2.0,concept,severe,d3_oof,4,SEA_A__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s2__concept__severe__a2/d3_oof/alarms.parquet,0.04417670682730924,11,249,204,8,0.0392156862745098,5,0,0.0,1.0,3.0,3.0,10.75,0.6965340001508594
SEA_A__base_s2__concept__severe__a2,SEA,SEA_A__base_s2,2.0,concept,severe,hddm_w,4,SEA_A__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s2__concept__severe__a2/hddm_w/alarms.parquet,0.6666666666666666,166,249,204,166,0.8137254901960784,5,0,0.0,1.0,3.0,3.0,0.4166666666666667,0.8545791999436915
SEA_A__base_s2__concept__severe__a2,SEA,SEA_A__base_s2,2.0,concept,severe,hellinger,4,SEA_A__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/concept/severe/SEA_A__base_s2__concept__severe__a2/hellinger/alarms.parquet,0.10441767068273092,26,249,204,21,0.10294117647058823,5,1,0.2,1.0,3.0,3.0,3.0833333333333335,0.024724560137838122
