stream,repetition,input_seed,mode,level,condition,shared_clean_reference,within_dataset_weight,dataset_weight,input_rows,base_seed,attack_seed,attack_assignment,base_key,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,filter_poison_recall,filter_legitimate_rejection,detector,filter,filter_seed,status,folder
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0334079999884125,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_rows,47.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_rows_seed_47
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0113944160111714,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_rows,7.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_rows_seed_7
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2904.0,60000.0,54096,51392.0,0.0,0,0.8570024169748649,False,3000.0,confirmed,True,56050,0.8968421052631579,0.886388367799076,0,0,,56050,5608,0.1000535236396075,,,,0.0518108831400535,hddm_w,learned_features_label,17.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_label_seed_17
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2961.0,60000.0,54039,47718.0,0.0,0,0.8608337909972761,False,3000.0,confirmed,True,56050,0.9016413916146298,0.892416288530084,0,0,,56050,9282,0.1656021409455843,,,,0.0528278322925959,hddm_w,learned_features_label,27.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_label_seed_27
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,3004.0,60000.0,53996,45875.0,0.0,0,0.8711087920237333,False,3000.0,confirmed,True,56050,0.8974665477252454,0.8874841386747516,0,0,,56050,11125,0.1984834968777876,,,,0.0535950044603033,hddm_w,learned_features_label,37.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_label_seed_37
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,3039.0,60000.0,53961,51283.0,0.0,0,0.8761275419965386,False,3000.0,confirmed,True,56050,0.8960749330954505,0.885933080204916,0,0,,56050,5717,0.1019982158786797,,,,0.0542194469223907,hddm_w,learned_features_label,47.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_label_seed_47
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2959.0,60000.0,54041,49558.0,0.0,0,0.8741725409927312,False,3000.0,confirmed,True,56050,0.9018376449598572,0.8924742756432644,0,0,,56050,7442,0.1327743086529884,,,,0.0527921498661909,hddm_w,learned_features_label,7.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_label_seed_7
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2823.0,60000.0,54177,51490.0,0.0,0,0.9156732079864014,False,3000.0,confirmed,True,56050,0.8934165923282783,0.8832041183098502,0,0,,56050,5510,0.0983050847457627,,,,0.0503657448706512,hddm_w,learned_features,17.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_seed_17
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2771.0,60000.0,56022,47900.0,2680.0,1,0.8042709170258604,False,3000.0,confirmed,True,56050,0.9112221231043712,0.90395876943589,0,0,,56050,10893,0.1943443354148082,,,,0.0494380017841213,hddm_w,learned_features,27.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_seed_27
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2738.0,60000.0,54262,49756.0,0.0,0,0.9311392079980578,False,3000.0,confirmed,True,56050,0.8964674397859055,0.8864538757396143,0,0,,56050,7244,0.1292417484388938,,,,0.0488492417484388,hddm_w,learned_features,37.0,complete,results/per_dataset_study/filters/runs/SEA_A/hddm_w/SEA_A__s115__clean__none/learned_features_seed_37
