condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_inference_seconds,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,total_seconds,scored_resets,accuracy_no_filter,macro_f1_no_filter,macro_recall_no_filter,roc_auc_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,scored_resets_no_filter,total_seconds_no_filter,accuracy_difference,macro_f1_difference,macro_recall_difference,roc_auc_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference,filter_poison_recall_difference,filter_legitimate_rejection_difference,scored_resets_difference,total_seconds_difference
radar__splice__severe__a1,radar,splice,severe,radar,1.0,adwin,learned_features_label,340000,58224,0.671424154987634,0.2615102402310347,0.4750643036498096,0.2537019852918372,0.3816839584996009,0.7336529242569511,0.2593630999707076,0.8088093783038433,0.4071004018876816,0.827988773438433,0.1493900387414322,0.0099128150005971,0.0012112705843899,0.2367932500019378,458,484753,553079,450564,108188,38,174.32071625000026,True,24238,confirmed,True,174.5575095000022,12,0.7106863149216818,0.1922196835073356,0.3258551118255329,0.7544457956768844,0.8334229069628568,0.1655499264585716,0.0,0.0,10,158.39822045899928,-0.0392621599340478,0.06148230178450159,0.14920919182427672,0.05436358262695884,-0.00543413352442379,-0.016159887717139415,0.0099128150005971,0.0012112705843899,2,16.15928904100292
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,none,340000,58224,0.7017724649629019,0.2096422548151167,0.3806437911763549,0.2096755404591252,0.3308886054421768,0.5969319271332694,0.2634221868853831,0.7166516908154608,0.3272703757956591,0.8185536844619611,0.2064255020524307,0.0,0.0,0.0,0,484753,557415,433915,99750,35,184.4009619589997,False,24238,confirmed,True,184.4009619589997,10,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,oracle_rows,340000,58224,0.7555475405331135,0.2310373949478755,0.4162651198162422,0.2297488440280054,0.4279587825361844,0.6888782358581016,0.2009457254048625,0.8128185957543662,0.4566631066934799,0.0,0.1959085971371716,1.0,0.0,0.0,33492,484753,519885,404159,92227,35,153.63394604199857,False,24238,confirmed,True,153.63394604199857,10,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,0.05377507557021155,0.020073303568880208,0.03562132863988732,0.09616690493890545,-0.8185536844619611,-0.010516904915259112,1.0,0.0,0,-30.767015917001117
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,random_rows,340000,58224,0.7153751030502885,0.2163996687591066,0.3978247608165359,0.1883186699435623,0.3508273197754938,0.461457334611697,0.1863413817634012,0.8094113144414803,0.4175349085241444,0.6250746446912696,0.3599780817703777,0.2455511764003344,0.2429078184632244,0.0,33492,484753,517227,412987,95101,36,170.47236858299948,True,24238,confirmed,True,170.47236858299948,11,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,0.013602638087386598,-0.021356870515562898,0.01718096964018101,0.09275962362601953,-0.19347903977069147,0.153552579717947,0.2455511764003344,0.2429078184632244,1,-13.928593376000208
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,oracle_blocks,340000,58224,0.505478840340753,0.1475459464166863,0.2807931559544323,0.1177802321435355,0.3187493478941328,0.8787152444870565,0.4098422396116667,0.6607118393331625,0.2357194552259871,0.0,0.771685108101093,1.0,0.7260221297213116,0.0,109015,484753,419900,335350,71250,25,160.16325266700005,False,24238,confirmed,True,160.16325266700005,0,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,-0.19629362462214894,-0.0918953083155897,-0.09985063522192256,-0.0559398514822983,-0.8185536844619611,0.5652596060486623,1.0,0.7260221297213116,-10,-24.237709291999636
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,random_blocks,340000,58224,0.6999175597691674,0.1413815172278361,0.2689969293747285,0.1462025248939638,0.5197753614529812,0.8341323106423778,0.1681801062894924,0.8754751485993478,0.6100303994177129,0.2185297981607548,0.8237793564884689,0.7541203869580796,0.8051873143439432,0.0,109015,484753,419900,337250,71250,25,164.15695062500163,False,24238,confirmed,True,164.15695062500163,0,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,-0.0018549051937345462,-0.06347301556516141,-0.11164686180162636,0.15882345778388707,-0.6000238863012063,0.6173538544360382,0.7541203869580796,0.8051873143439432,-10,-20.24401133399806
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,learned_features,340000,58224,0.7423055784556197,0.2319686378373134,0.2873403852487436,0.2337496376186253,0.3952819332566168,0.6586768935762224,0.2199020797589655,0.7490388279902591,0.4349516958123448,0.8519646482742147,0.1651750093729271,0.0087782156932998,2.88397758188093e-05,0.2677168750014971,297,484753,557084,443105,102572,36,182.45410770799936,False,24238,confirmed,True,182.72182458300085,11,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,0.04053311349271782,0.024074097159500096,-0.09330340592761127,0.03238713717479835,0.03341096381225361,-0.04125049267950362,0.0087782156932998,2.88397758188093e-05,1,-1.6791373759988346
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hddm_w,learned_features_label,340000,58224,0.7324299258037923,0.2259860333967114,0.3489569762457954,0.2229685596026925,0.3691143163666706,0.5937679769894535,0.2214713143909277,0.7780562421716306,0.3553259715520649,0.8400513555475935,0.1899964430943156,0.0099128150005971,0.0012112705843899,0.2367932500019378,458,484753,558764,442948,105363,37,181.97627462500168,False,24238,confirmed,True,182.2130678750036,12,0.7017724649629019,0.2096755404591252,0.3806437911763549,0.7166516908154608,0.8185536844619611,0.2064255020524307,0.0,0.0,10,184.4009619589997,0.030657460840890383,0.013293019143567286,-0.03168681493055947,0.061404551356169845,0.021497671085632386,-0.01642905895811511,0.0099128150005971,0.0012112705843899,2,-2.187894083996099
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,none,340000,58224,0.7828215169002474,0.2265785507776656,0.469463805368195,0.2342525591363814,0.4841101694915254,0.7448705656759348,0.1732225802401975,0.8428986480850563,0.5821482423631861,0.8188522632270393,0.1882564432865808,0.0,0.0,0.0,0,484753,498515,399715,34200,12,206.25363470799857,False,24238,confirmed,True,206.25363470799857,3,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,oracle_rows,340000,58224,0.7552727397636714,0.2624950597796028,0.3540428509992647,0.2441928864162801,0.4643341623332579,0.7876318312559923,0.1982884880947399,0.8472485664848555,0.5056573178520483,0.0,0.2085788719802351,1.0,0.0,0.0,33492,484753,457898,370111,34435,13,181.05077799999708,False,24238,confirmed,True,181.05077799999708,4,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.027548777136575997,0.009940327279898686,-0.1154209543689303,0.004349918399799146,-0.8188522632270393,0.020322428693654276,1.0,0.0,1,-25.20285670800149
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,random_rows,340000,58224,0.7231897499312998,0.2227109313933217,0.3664055813089494,0.2237579459713402,0.4082631286888967,0.775934803451582,0.2454282964388835,0.8268805920471008,0.4209508865213536,0.5859011107130061,0.3885582996068177,0.2455511764003344,0.2429078184632244,0.0,33492,484753,458965,367789,32172,12,206.61570762500196,False,24238,confirmed,True,206.61570762500196,3,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.059631766968947564,-0.010494613165041217,-0.10305822405924558,-0.016018056037955475,-0.2329511525140332,0.2003018563202369,0.2455511764003344,0.2429078184632244,0,0.3620729170033883
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,oracle_blocks,340000,58224,0.4834604286892003,0.131408997776991,0.1670262759728561,0.0936827939950394,0.131276467029643,0.2912751677852349,0.4206385738795665,0.5133277208662889,0.1674735731615686,0.0,0.7534199167491805,1.0,0.7260221297213116,0.0,109015,484753,376200,308750,25650,9,172.92097374999867,False,24238,confirmed,True,172.92097374999867,0,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.29936108821104707,-0.140569765141342,-0.30243752939533886,-0.32957092721876746,-0.8188522632270393,0.5651634734625997,1.0,0.7260221297213116,-3,-33.332660957999906
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,random_blocks,340000,58224,0.7513224787029403,0.1313731872991018,0.2357883838184908,0.1385465610759688,0.1192915066154502,0.0535953978906999,0.0863497510147717,0.6406923372923852,0.2771502997357662,0.2350113459930729,0.8382184709150861,0.7541203869580796,0.8051873143439432,0.0,109015,484753,376200,307800,25650,9,163.21138679199794,False,24238,confirmed,True,163.21138679199794,0,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.03149903819730704,-0.0957059980604126,-0.2336754215497042,-0.20220631079267115,-0.5838409172339664,0.6499620276285052,0.7541203869580796,0.8051873143439432,-3,-43.04224791600063
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,learned_features,340000,58224,0.7745603187688925,0.2258648567112958,0.468205802271572,0.2325650684953902,0.4709505978982969,0.7476510067114094,0.1832866050131815,0.8425216666718155,0.578895604191538,0.8108802101994507,0.1791526873864433,0.0087782156932998,2.88397758188093e-05,0.2677168750014971,297,484753,498195,400391,34134,12,206.5138558340004,False,24238,confirmed,True,206.78157270900192,3,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.008261198131354841,-0.0016874906409912183,-0.001258003096622995,-0.0003769814132408289,-0.007972053027588633,-0.009103755900137511,0.0087782156932998,2.88397758188093e-05,0,0.5279380010033492
radar__splice__severe__a1,radar,splice,severe,radar,1.0,hellinger,learned_features_label,340000,58224,0.6890629293762023,0.2167998832652002,0.3582858384689251,0.2114296770241946,0.3626880827102372,0.7534036433365292,0.2889065573084488,0.7934211425344092,0.4065014730484724,0.8374537202914129,0.1514280495659613,0.0099128150005971,0.0012112705843899,0.2367932500019378,458,484753,488547,402259,31340,11,216.23411708300048,False,24238,confirmed,True,216.4709103330024,2,0.7828215169002474,0.2342525591363814,0.469463805368195,0.8428986480850563,0.8188522632270393,0.1882564432865808,0.0,0.0,3,206.25363470799857,-0.09375858752404509,-0.022822882112186804,-0.1111779668992699,-0.049477505550647116,0.01860145706437355,-0.03682839372061952,0.0099128150005971,0.0012112705843899,-1,10.217275625003822
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,none,340000,58224,0.8915567463588898,0.3662253518332615,0.5616328444476503,0.3906867530817405,0.7274186487669634,0.9558964525407478,0.0781688078001422,0.9619914822204964,0.7755455226130392,0.95652693180461,0.0590638608769214,0.0,0.0,0.0,0,484753,464315,418715,2850,1,330.06985279199944,False,24238,confirmed,True,330.06985279199944,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,oracle_rows,340000,58224,0.7847107721901622,0.2486822030821823,0.4541666927732189,0.255735348648471,0.4964988530725582,0.7885906040268457,0.1745198142026195,0.787728527002531,0.404725977085545,0.0,0.1536102592695846,1.0,0.0,0.0,33492,484753,435641,382876,13230,6,253.54665399999791,False,24238,confirmed,True,253.54665399999791,5,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,-0.10684597416872765,-0.13495140443326953,-0.10746615167443135,-0.1742629552179653,-0.95652693180461,0.09454639839266321,1.0,0.0,5,-76.52319879200152
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,random_rows,340000,58224,0.8976710634789777,0.3770119420581503,0.5488008080403104,0.3712635345162088,0.7592045984154109,0.937104506232023,0.064861698121103,0.951693127436376,0.7424426329712565,0.7183805087782157,0.2725551080049604,0.2455511764003344,0.2429078184632244,0.0,33492,484753,430370,388531,2850,1,323.72692466699664,False,24238,confirmed,True,323.72692466699664,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,0.00611431712008792,-0.019423218565531697,-0.012832036407339875,-0.010298354784120334,-0.23814642302639433,0.21349124712803902,0.2455511764003344,0.2429078184632244,0,-6.3429281250028
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,oracle_blocks,340000,58224,0.8354115141522396,0.3054266368275885,0.5720879153673228,0.3401039185689345,0.6067368922216271,0.9774688398849471,0.1382600326400803,0.9649354737138705,0.7806355479473975,0.0,0.7534199167491805,1.0,0.7260221297213116,0.0,109015,484753,353400,314450,2850,1,282.4493951250006,False,24238,confirmed,True,282.4493951250006,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,-0.05614523220665024,-0.050582834512805985,0.010455070919672571,0.0029439914933740985,-0.95652693180461,0.6943560558722591,1.0,0.7260221297213116,0,-47.620457666998846
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,random_blocks,340000,58224,0.8621358889804891,0.3724185947882173,0.4980064390283815,0.3588830597935595,0.7631778824244265,0.9633748801534036,0.0652383144327739,0.9667592924668592,0.7831943393873105,0.2458796130419204,0.8051873143439432,0.7541203869580796,0.8051873143439432,0.0,109015,484753,353400,317300,2850,1,282.7754824170006,False,24238,confirmed,True,282.7754824170006,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,-0.029420857378400722,-0.031803693288181,-0.06362640541926878,0.004767810246362858,-0.7106473187626896,0.7461234534670218,0.7541203869580796,0.8051873143439432,0,-47.294370374998834
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,learned_features,340000,58224,0.8915567463588898,0.3662253518332615,0.5616328444476503,0.3906867530817405,0.7274186487669634,0.9558964525407478,0.0781688078001422,0.961991963673116,0.7755459288273453,0.9482861578884508,0.0590927006527402,0.0087782156932998,2.88397758188093e-05,0.2677168750014971,297,484753,464008,418436,2850,1,327.73853254200003,False,24238,confirmed,True,328.0062494170015,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,0.0,0.0,0.0,4.814526196605939e-07,-0.008240773916159183,2.8839775818800817e-05,0.0087782156932998,2.88397758188093e-05,0,-2.0636033749979106
radar__splice__severe__a1,radar,splice,severe,radar,1.0,d3_oof,learned_features_label,340000,58224,0.8915052212146194,0.3661438132593929,0.5616923325196992,0.3906889847811035,0.7272064186725018,0.9558964525407478,0.0782525003138469,0.9620827325373024,0.7757780012949737,0.947270990087185,0.0596214298760851,0.0099128150005971,0.0012112705843899,0.2367932500019378,458,484753,463825,418347,2850,1,302.051219500001,False,24238,confirmed,True,302.28801275000296,0,0.8915567463588898,0.3906867530817405,0.5616328444476503,0.9619914822204964,0.95652693180461,0.0590638608769214,0.0,0.0,0,330.06985279199944,-5.152514427042565e-05,2.2316993629756254e-06,5.9488072048918816e-05,9.125031680601303e-05,-0.009255941717425054,0.0005575689991636976,0.0099128150005971,0.0012112705843899,0,-27.781840041996475
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,none,340000,58270,0.6770379268920542,0.2443741418389755,0.4294336807229599,0.2197457722443352,0.2976834812730028,0.5514337276919992,0.2686764949478217,0.6504788142810533,0.2491008074817299,0.8416913087217632,0.150001910000764,0.0,0.0,0.0,0,484753,549815,460515,119700,42,205.0581397500027,False,24238,confirmed,True,205.0581397500027,13,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,oracle_rows,340000,58270,0.6830787712373434,0.2454154592094144,0.360575803860019,0.2323309528243585,0.3325500562980369,0.6810707840385001,0.2823008116614212,0.705947136399263,0.2785515461122205,0.0,0.1846302238520895,1.0,0.0,0.0,32803,484753,512980,420498,100511,37,170.56780108399835,False,24238,confirmed,True,170.56780108399835,8,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,0.006040844345289176,0.012585180580023309,-0.06885787686294093,0.055468322118209734,-0.8416913087217632,0.034628313851325504,1.0,0.0,-5,-34.49033866600436
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,random_rows,340000,58270,0.6499914192551913,0.2227185532155342,0.387039592001453,0.2062435468877643,0.3087135736196319,0.6457790254662121,0.2986375683286401,0.72030523729761,0.3032892408450774,0.6761576685059293,0.3363511345404538,0.2391854403560649,0.2383394453357781,0.0,32803,484753,510336,430624,106565,40,245.85524045900092,False,24238,confirmed,True,245.85524045900092,11,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,-0.027046507636862893,-0.01350222535657089,-0.042394088721506906,0.06982642301655673,-0.16553364021583394,0.1863492245396898,0.2391854403560649,0.2383394453357781,-2,40.797100708998215
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,oracle_blocks,340000,58270,0.6625879526342886,0.1577927575112437,0.2361072228525906,0.1382790626553942,0.4043599312836917,0.6843793864046521,0.2081952956766606,0.8202867292628548,0.4081890172159688,0.0,0.7572866529146611,1.0,0.7209966383986554,0.0,108300,484753,413015,351265,82650,29,226.7036607910013,False,24238,confirmed,True,226.7036607910013,0,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,-0.014449974257765619,-0.081466709588941,-0.1933264578703693,0.1698079149818016,-0.8416913087217632,0.6072847429138971,1.0,0.7209966383986554,-13,21.645521040998602
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,random_blocks,340000,58270,0.4022653166294834,0.2086812253600758,0.2091209002204608,0.1419487071071174,0.2296548426116065,0.8185281732504511,0.567024184197449,0.7486370445633387,0.340399379099173,0.1949516812486662,0.818358927343571,0.7680090235649178,0.793672167468867,0.0,108300,484753,413015,351265,82650,29,234.70024249999915,True,24238,confirmed,True,234.70024249999915,0,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,-0.2747726102625708,-0.07779706513721779,-0.2203127805024991,0.09815823028228543,-0.646739627473097,0.668357017342807,0.7680090235649178,0.793672167468867,-13,29.64210274999644
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,learned_features,340000,58270,0.7249528059035524,0.2652129355389004,0.3859158060805698,0.2361959433704555,0.3909737248840804,0.6340485261680369,0.2039713433824747,0.8036040954701538,0.3585279889841567,0.3090570984361186,0.1390576056230422,0.6306435387007286,6.685002674001069e-05,0.2932366669992916,20694,484753,523139,438118,106807,39,257.5252157499999,False,24238,confirmed,True,257.8184524169992,10,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,0.04791487901149816,0.016450171126120294,-0.0435178746423901,0.15312528118910052,-0.5326342102856446,-0.010944304377721786,0.6306435387007286,6.685002674001069e-05,-3,52.7603126669965
radar__concept__severe__a0,radar,concept,severe,radar,0.0,adwin,learned_features_label,340000,58270,0.7027801613180024,0.2216501604332861,0.3186198703198446,0.1910442762449236,0.3421226500090095,0.5710848205333868,0.2267889680304787,0.7256116285396528,0.3099464611329725,0.1172453738987287,0.1333849033539613,0.8649513763985002,0.0012415004966001,0.2409117079987481,28503,484753,512183,430333,101860,38,238.94671995799945,False,24238,confirmed,True,239.1876316659982,9,0.6770379268920542,0.2197457722443352,0.4294336807229599,0.6504788142810533,0.8416913087217632,0.150001910000764,0.0,0.0,13,205.0581397500027,0.02574223442594814,-0.028701495999411603,-0.11081381040311528,0.07513281425859952,-0.7244459348230345,-0.016617006646802684,0.8649513763985002,0.0012415004966001,-4,34.12949191599549
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,none,340000,58270,0.6969280933585035,0.2830670237938529,0.4673259257435177,0.2648868696662631,0.3349334724758674,0.6435732905554441,0.2639141957926122,0.7500122948870309,0.3109349950100817,0.8868091333109777,0.118773397509359,0.0,0.0,0.0,0,484753,555515,483315,128250,45,341.42117787499956,False,24238,confirmed,True,341.42117787499956,13,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,oracle_rows,340000,58270,0.7038613351638923,0.2159921021652917,0.3095462472149294,0.1980971599175967,0.3622951712123686,0.667234810507319,0.242545966539672,0.7118657393187834,0.3031965848969514,0.0,0.1364791045916418,1.0,0.0,0.0,32803,484753,518271,442029,109934,41,295.0323538750017,False,24238,confirmed,True,295.0323538750017,9,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,0.00693324180538879,-0.06678970974866644,-0.15777967852858832,-0.03814655556824753,-0.8868091333109777,0.017705707082282807,1.0,0.0,-4,-46.38882399999784
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,random_rows,340000,58270,0.6552085120988502,0.2376579211814487,0.3523344605279695,0.2145270932488849,0.3298709767571848,0.7100461199117706,0.2978921649826072,0.7789075193731297,0.4739937485797045,0.6343627107276774,0.3507334402933761,0.2391854403560649,0.2383394453357781,0.0,32803,484753,517867,446753,117400,44,330.058670041999,False,24238,confirmed,True,330.058670041999,12,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,-0.04171958125965325,-0.05035977641737824,-0.1149914652155482,0.028895224486098825,-0.2524464225833003,0.2319600427840171,0.2391854403560649,0.2383394453357781,-1,-11.362507833000564
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,oracle_blocks,340000,58270,0.6625879526342886,0.1577927575112437,0.2361072228525906,0.1382790626553942,0.4043599312836917,0.6843793864046521,0.2081952956766606,0.8202867292628548,0.4081890172159688,0.0,0.7572866529146611,1.0,0.7209966383986554,0.0,108300,484753,420615,367415,91200,32,296.33571404100076,False,24238,confirmed,True,296.33571404100076,0,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,-0.034340140724214874,-0.12660780701086893,-0.23121870289092714,0.07027443437582392,-0.8868091333109777,0.6385132554053021,1.0,0.7209966383986554,-13,-45.0854638339988
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,random_blocks,340000,58270,0.4022653166294834,0.2086812253600758,0.2091209002204608,0.1419487071071174,0.2296548426116065,0.8185281732504511,0.567024184197449,0.7486370445633387,0.340399379099173,0.1949516812486662,0.818358927343571,0.7680090235649178,0.793672167468867,0.0,108300,484753,420615,367415,91200,32,303.0953221669988,True,24238,confirmed,True,303.0953221669988,0,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,-0.2946627767290201,-0.12293816255914572,-0.2582050255230569,-0.0013752503236922342,-0.6918574520623115,0.699585529834212,0.7680090235649178,0.793672167468867,-13,-38.325855708000745
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,learned_features,340000,58270,0.731937532177793,0.2799760757490736,0.5068891646589377,0.2813258084301445,0.4334992887624466,0.8555243633446962,0.2308886864336591,0.8569149311566043,0.4773723575716555,0.353260372526903,0.094153487661395,0.6306435387007286,6.685002674001069e-05,0.2899549580033635,20694,484753,528970,458924,114762,42,331.5954042090016,False,24238,confirmed,True,331.88535916700494,10,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,0.03500943881928953,0.01643893876388136,0.03956323891542002,0.10690263626957341,-0.5335487607840746,-0.024619909847964,0.6306435387007286,6.685002674001069e-05,-3,-9.535818707994622
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hddm_w,learned_features_label,340000,58270,0.7012356272524455,0.2215736887754142,0.3214744539364405,0.1915374828369569,0.3328095727322173,0.5521355524363345,0.2285903594500579,0.7154689176287701,0.3041486151918947,0.1180074993140871,0.1247707999083199,0.8649513763985002,0.0012415004966001,0.2882811659983417,28503,484753,516386,449499,112995,42,326.3153706250014,True,24238,confirmed,True,326.6036517909997,10,0.6969280933585035,0.2648868696662631,0.4673259257435177,0.7500122948870309,0.8868091333109777,0.118773397509359,0.0,0.0,13,341.42117787499956,0.004307533893942006,-0.07334938682930622,-0.14585147180707725,-0.03454337725826084,-0.7688016339968906,0.005997402398960891,0.8649513763985002,0.0012415004966001,-3,-14.817526083999837
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hellinger,none,340000,58270,0.686442423202334,0.3075912440097869,0.5236402071136367,0.2816364143206752,0.4053231939163498,0.8550230599558853,0.259069074043399,0.8787507449798496,0.50537474449986,0.8517513642044935,0.0896458858583543,0.0,0.0,0.0,0,484753,481415,413965,17100,6,373.00791941699936,True,24238,confirmed,True,373.00791941699936,0,0.686442423202334,0.2816364143206752,0.5236402071136367,0.8787507449798496,0.8517513642044935,0.0896458858583543,0.0,0.0,0,373.00791941699936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
radar__concept__severe__a0,radar,concept,severe,radar,0.0,hellinger,oracle_rows,340000,58270,0.748189462845375,0.2258447447432471,0.3909076921881571,0.2033879338969453,0.4451797067600882,0.6879887708040906,0.1770747059797912,0.7984307433134333,0.3736690546368777,0.0,0.1638971655588662,1.0,0.0,0.0,32803,484753,455259,383947,25640,10,294.0326603329995,False,24238,confirmed,True,294.0326603329995,4,0.686442423202334,0.2816364143206752,0.5236402071136367,0.8787507449798496,0.8517513642044935,0.0896458858583543,0.0,0.0,0,373.00791941699936,0.06174703964304107,-0.07824848042372992,-0.1327325149254796,-0.08032000166641629,-0.8517513642044935,0.07425127970051189,1.0,0.0,4,-78.97525908399984
