condition,stream,mode,level,detector,filter,malicious_precision,malicious_recall,benign_fpr,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference
radar__concept__severe__a2,radar,concept,severe,hddm_w,random_blocks,0.34262886993931013,0.8386611508085746,0.3778258565877782,-0.12710347166446856,0.025197442647611812,0.16219975273754858
radar__concept__severe__a2,radar,concept,severe,hddm_w,learned_features,0.42575418994413405,0.7165287702143663,0.2269295302013423,-0.04397815165964464,-0.09693493794659647,0.0113034263511127
radar__concept__severe__a2,radar,concept,severe,hddm_w,learned_features_label,0.4943492332997294,0.8759872132380594,0.21039385376192157,0.024616891695950716,0.06252350507709659,-0.005232250088308021
radar__concept__severe__a2,radar,concept,severe,hellinger,none,0.6103130755064456,0.7789582549830764,0.11678735429176969,0.0,0.0,0.0
radar__concept__severe__a2,radar,concept,severe,hellinger,oracle_rows,0.4842432312472259,0.8206092515983452,0.20522783468738962,-0.12606984425921974,0.04165099661526883,0.08844048039561993
radar__concept__severe__a2,radar,concept,severe,hellinger,random_rows,0.5197451383818942,0.7362730349755547,0.1597492052278347,-0.09056793712455147,-0.04268522000752162,0.04296185093606501
radar__concept__severe__a2,radar,concept,severe,hellinger,oracle_blocks,0.3987174182871328,0.9060737119217751,0.3208451077357824,-0.21159565721931284,0.12711545693869875,0.20405775344401272
radar__concept__severe__a2,radar,concept,severe,hellinger,random_blocks,0.34262886993931013,0.8386611508085746,0.3778258565877782,-0.2676842055671355,0.05970289582549826,0.2610385022960085
radar__concept__severe__a2,radar,concept,severe,hellinger,learned_features,0.48912396694214877,0.6955622414441519,0.170589014482515,-0.12118910856429688,-0.08339601353892445,0.05380166019074532
radar__concept__severe__a2,radar,concept,severe,hellinger,learned_features_label,0.45490906818323856,0.6843738247461452,0.1925556340515719,-0.15540400732320708,-0.0945844302369312,0.0757682797598022
radar__concept__severe__a2,radar,concept,severe,d3_oof,none,0.45747283381691983,0.7560172997367431,0.21052631578947367,0.0,0.0,0.0
radar__concept__severe__a2,radar,concept,severe,d3_oof,oracle_rows,0.5202308120133482,0.703553967657014,0.152353408689509,0.06275797819642837,-0.0524633320797292,-0.05817290709996467
radar__concept__severe__a2,radar,concept,severe,d3_oof,random_rows,0.43296741796099497,0.6971605866867243,0.21438979159307664,-0.02450541585592486,-0.05885671305001883,0.003863475803602967
radar__concept__severe__a2,radar,concept,severe,d3_oof,oracle_blocks,0.4212529667278671,0.8844490409928545,0.2853232073472271,-0.036219867089052726,0.12843174125611134,0.07479689155775343
radar__concept__severe__a2,radar,concept,severe,d3_oof,random_blocks,0.35589171974522293,0.8405415569763068,0.35720593429883435,-0.1015811140716969,0.0845242572395637,0.14667961850936068
radar__concept__severe__a2,radar,concept,severe,d3_oof,learned_features,0.40437328358982333,0.7337344866491162,0.2537751677852349,-0.053099550227096504,-0.022282813087626918,0.04324885199576123
radar__concept__severe__a2,radar,concept,severe,d3_oof,learned_features_label,0.35606251575497855,0.5312147423843551,0.22558283292122924,-0.10141031806194128,-0.22480255735238808,0.01505651713175557
radar__concept__severe__a1,radar,concept,severe,adwin,none,0.3372272075611958,0.6014774126337722,0.2664759505561367,0.0,0.0,0.0
radar__concept__severe__a1,radar,concept,severe,adwin,oracle_rows,0.49579403517716036,0.7368121981248225,0.16891185072906215,0.15856682761596458,0.13533478549105027,-0.09756409982707456
radar__concept__severe__a1,radar,concept,severe,adwin,random_rows,0.37815043156596795,0.7261104271237807,0.2691659016673427,0.04092322400477216,0.12463301449000852,0.0026899511112060126
radar__concept__severe__a1,radar,concept,severe,adwin,oracle_blocks,0.3286900756938604,0.5921962307036651,0.2726457590572362,-0.008537131867335401,-0.009281181930107074,0.006169808501099494
radar__concept__severe__a1,radar,concept,severe,adwin,random_blocks,0.23227459812068027,0.2832654607443887,0.21105441813795606,-0.10495260944051552,-0.3182119518893835,-0.05542153241818065
radar__concept__severe__a1,radar,concept,severe,adwin,learned_features,0.4305488801307315,0.8483757931622312,0.2529407997267351,0.09332167256953572,0.24689838052845903,-0.013535150829401599
radar__concept__severe__a1,radar,concept,severe,adwin,learned_features_label,0.4523456790123457,0.6940051141206554,0.18940671633825068,0.1151184714511499,0.09252770148688316,-0.07706923421788603
radar__concept__severe__a1,radar,concept,severe,hddm_w,none,0.3678027709002792,0.6612368595510939,0.25620716893319956,0.0,0.0,0.0
radar__concept__severe__a1,radar,concept,severe,hddm_w,oracle_rows,0.46710280373831775,0.7100104176531868,0.18259644328686409,0.09930003283803857,0.04877355810209294,-0.07361072564633547
radar__concept__severe__a1,radar,concept,severe,hddm_w,random_rows,0.38613502022192264,0.705275120750071,0.252748660361649,0.018332249321643457,0.044038261198977136,-0.003458508571550556
radar__concept__severe__a1,radar,concept,severe,hddm_w,oracle_blocks,0.3286900756938604,0.5921962307036651,0.2726457590572362,-0.0391126952064188,-0.06904062884742879,0.016438590124036645
radar__concept__severe__a1,radar,concept,severe,hddm_w,random_blocks,0.23227459812068027,0.2832654607443887,0.21105441813795606,-0.13552817277959892,-0.3779713988067052,-0.0451527507952435
radar__concept__severe__a1,radar,concept,severe,hddm_w,learned_features,0.4239438650454174,0.835401079647694,0.25588693665805595,0.05614109414513824,0.17416422009660004,-0.00032023227514360597
radar__concept__severe__a1,radar,concept,severe,hddm_w,learned_features_label,0.46689009592049,0.7652239795435174,0.19696419803163895,0.09908732502021084,0.1039871199924235,-0.05924297090156061
radar__concept__severe__a1,radar,concept,severe,hellinger,none,0.40321320986276915,0.6845345203144237,0.2283896586323947,0.0,0.0,0.0
radar__concept__severe__a1,radar,concept,severe,hellinger,oracle_rows,0.44380069524913096,0.7617198598352116,0.2151960888964796,0.04058748538636181,0.07718533952078788,-0.013193569735915095
radar__concept__severe__a1,radar,concept,severe,hellinger,random_rows,0.31450283174421106,0.830949900558765,0.4082748019897099,-0.08871037811855809,0.1464153802443413,0.1798851433573152
radar__concept__severe__a1,radar,concept,severe,hellinger,oracle_blocks,0.2088738972496108,0.45742968084098873,0.39055528276509893,-0.19433931261315834,-0.22710483947343502,0.16216562413270424
radar__concept__severe__a1,radar,concept,severe,hellinger,random_blocks,0.32807813300168265,0.8494175584809167,0.3921564441408168,-0.0751350768610865,0.16488303816649297,0.1637667855084221
radar__concept__severe__a1,radar,concept,severe,hellinger,learned_features,0.34727086588717065,0.6103797708116299,0.25861958540594776,-0.055942343975598496,-0.07415474950279388,0.030229926773553073
radar__concept__severe__a1,radar,concept,severe,hellinger,learned_features_label,0.43243243243243246,0.6091485936168197,0.18022672445080165,0.029219222569663306,-0.07538592669760402,-0.04816293418159304
radar__concept__severe__a1,radar,concept,severe,d3_oof,none,0.43242976835879743,0.830949900558765,0.24585299203689076,0.0,0.0,0.0
radar__concept__severe__a1,radar,concept,severe,d3_oof,oracle_rows,0.676531031648171,0.9353158443034378,0.10080912021519609,0.24410126328937354,0.10436594374467278,-0.14504387182169468
radar__concept__severe__a1,radar,concept,severe,d3_oof,random_rows,0.3676821077263076,0.8035798844587556,0.3115219572596657,-0.06474766063248982,-0.027370016100009442,0.06566896522277493
radar__concept__severe__a1,radar,concept,severe,d3_oof,oracle_blocks,0.48081940284085417,0.9425134955961739,0.22941440191285412,0.04838963448205674,0.11156359503740887,-0.016438590124036645
radar__concept__severe__a1,radar,concept,severe,d3_oof,random_blocks,0.3553388090349076,0.9833317549010323,0.4021476911252962,-0.07709095932388982,0.15238185434226725,0.15629469908840543
radar__concept__severe__a1,radar,concept,severe,d3_oof,learned_features,0.43885547658100965,0.9122075954162326,0.2629320467112145,0.006425708222212223,0.08125769485746759,0.017079054674323746
radar__concept__severe__a1,radar,concept,severe,d3_oof,learned_features_label,0.6799532678166449,0.9370205511885595,0.09942144702290728,0.24752349945784746,0.10607065062979448,-0.14643154501398348
