condition,stream,mode,level,detector,granularity,accuracy_oracle_minus_random,macro_f1_oracle_minus_random,macro_recall_oracle_minus_random,roc_auc_oracle_minus_random,poison_admission_rate_oracle_minus_random,legitimate_withhold_rate_oracle_minus_random,filter_poison_recall_oracle_minus_random,filter_legitimate_rejection_oracle_minus_random,scored_resets_oracle_minus_random,total_seconds_oracle_minus_random
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,hellinger,rows,0.04168265649337466,0.04040176869653245,0.0418180644324786,0.024347766928136005,-0.4814839774909862,-0.3489130680150794,0.7491491727600499,-0.2509368157294747,0,2.61239866699907
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,hellinger,blocks,-0.003566671933903698,-0.003313425286266991,-0.0018492246651390376,0.0040198763946565075,-0.3131212723658051,-0.16385810063432588,0.549718637328571,-0.1841350820560283,0,3.6841444590008887
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,d3_oof,rows,0.042258290254859054,0.04189684308186714,0.04048320389272897,0.01898528544326028,-0.5359200727836372,-0.24889388022302988,0.7491491727600499,-0.2509368157294747,1,-0.7462638329998299
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,d3_oof,blocks,0.02347118445111629,0.02425051197472794,0.027895833457628805,0.017612547444051052,-0.3131212723658051,-0.14777421612226005,0.549718637328571,-0.1841350820560283,0,1.5301793750004435
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,adwin,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.08945433299959404
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,adwin,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.019049458000154118
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,hddm_w,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.02902820799863548
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,hddm_w,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.004865167000389192
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,hellinger,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0323709999993298
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,hellinger,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.7272434179994889
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,d3_oof,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-1.0045840420007153
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,d3_oof,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.4485476660029235
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,adwin,rows,0.010526315789473717,0.010641037227811512,0.009389601541347492,0.006173772713486958,-0.6522142034764539,-0.04857693130751123,0.8498778467327512,-0.1506178491980153,0,0.5933980419995386
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0698099999990518
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,hddm_w,rows,0.03948002536461637,0.03928329958981569,0.039030799956870865,0.02822908311908834,-0.5756086602454298,-0.08223888841887339,0.8498778467327512,-0.1506178491980153,-3,1.3246454170002835
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0107733749991894
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,hellinger,rows,0.036364404988374566,0.03688662311057622,0.03535917689084678,0.02487611534810963,-0.6387633034736457,-0.1451584809320242,0.8498778467327512,-0.1506178491980153,0,3.6172495000009803
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03515925000101561
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,d3_oof,rows,0.03178609173536251,0.03236764843621154,0.031128888374816643,0.023542039962707872,-0.6229255005475837,-0.11527378955802503,0.8498778467327512,-0.1506178491980153,0,2.0348256249999395
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.029414000000542728
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,adwin,rows,0.040665139898436675,0.041156027709258525,0.040352850686868336,0.022332448169597563,-0.5598206780610815,-0.16239669421487601,0.8480806948725133,-0.1506920242955292,-1,3.063341707998916
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,adwin,blocks,0.0221298416807727,0.02276237404621484,0.022470068128813803,0.012671208023043667,-0.4920986270664051,-0.07797968734441907,0.647128047072009,-0.11498556208304289,0,-0.5110572920002596
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,hddm_w,rows,0.03811112217464907,0.037002466258266864,0.03669547378268467,0.022763500359582856,-0.411179602129448,-0.09214378173852439,0.8480806948725133,-0.1506920242955292,-4,1.0763460830021359
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,hddm_w,blocks,-0.02059145673603502,-0.020728925885974858,-0.02123527561760996,-0.015303632882760598,-0.4920986270664051,-0.04960171263566665,0.647128047072009,-0.11498556208304289,2,-3.7147524590000103
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,hellinger,rows,0.03934581300408235,0.0392720147728971,0.03888238222578555,0.026895004853401794,-0.5727374614738022,-0.11735039330877234,0.8480806948725133,-0.1506920242955292,-1,3.833277543000804
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,hellinger,blocks,-0.011206810713930149,-0.012133438615777314,-0.012978964556593087,-0.004170357395273605,-0.4920986270664051,-0.08743901224733647,0.647128047072009,-0.11498556208304289,2,-3.5936136250002164
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,d3_oof,rows,0.040192173653290864,0.0399240072715219,0.03838179428055988,0.027091026777436134,-0.53883440739703,-0.2146818679677387,0.8480806948725133,-0.1506920242955292,0,2.2630221660001553
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,d3_oof,blocks,0.02741212785024394,0.02807056029131827,0.02774158780703917,0.01622768003297459,-0.4920986270664051,-0.06852036244150156,0.647128047072009,-0.11498556208304289,0,-0.15027666599962686
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,adwin,rows,0.03223930813349585,0.03155105078672016,0.03002511729619639,0.02956844192090291,-0.4726290273709726,-0.2591168766653119,0.7489984176682489,-0.2511798310978639,0,-0.6964328329995659
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,adwin,blocks,-0.03457638982974298,-0.03561977402472616,-0.03651908900284295,-0.013844429559977778,-0.3819647847018819,-0.14954500293546497,0.5343736322930344,-0.1792044890032967,1,-1.4061673320011323
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,hddm_w,rows,0.051997245179063345,0.054140800937243716,0.05453002586184186,0.037921109160787614,-0.4556778776554557,-0.19460438964909904,0.7489984176682489,-0.2511798310978639,-1,4.281640291999796
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,hddm_w,blocks,-0.029196585828478505,-0.029388858410323904,-0.030659872995052795,-0.013921828611813458,-0.3819647847018819,-0.10127918529557878,0.5343736322930344,-0.1792044890032967,1,-0.42500933299925236
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,hellinger,rows,0.04256988664589256,0.04259963504833553,0.04246871764728155,0.02966741331492373,-0.456065043934956,-0.26851036444926163,0.7489984176682489,-0.2511798310978639,1,2.6382071259995463
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,hellinger,blocks,-0.024691776182089176,-0.025098392781887413,-0.026529782574099547,-0.015157167782927972,-0.3819647847018819,-0.12809352842884897,0.5343736322930344,-0.1792044890032967,1,-0.07210533399848096
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,d3_oof,rows,0.04482229146908734,0.044653659205790786,0.04464882556104888,0.02949785717676412,-0.4668215331784668,-0.24184843968748593,0.7489984176682489,-0.2511798310978639,0,3.2947693330006587
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,d3_oof,blocks,-0.016212798627105673,-0.015812979644036718,-0.014651161474019125,0.0007638132896716776,-0.3819647847018819,-0.13345639705550294,0.5343736322930344,-0.1792044890032967,0,1.0844774170000164
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,adwin,rows,0.04394332806502599,0.04507329117426062,0.04543381892318821,0.030833630397741896,-0.3706011112981983,-0.3366335515917815,0.7464219565583432,-0.2502257846014902,-1,4.313285625999924
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,adwin,blocks,-0.02109957100925708,-0.02178090235663066,-0.022362376880798673,-0.012125102666269427,-0.3732951675366223,-0.07687965680740572,0.5059774372790031,-0.1696206818694965,1,-2.2320897500012524
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,hddm_w,rows,0.010973131632422639,0.0121543197886812,0.01242283289497148,0.012557233133364543,-0.3960767806027951,-0.176862722962294,0.7464219565583432,-0.2502257846014902,0,0.5123321250011941
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,hddm_w,blocks,-0.016053285165951614,-0.01583065994032451,-0.016770966977749158,-0.012114091548989236,-0.3732951675366223,-0.028618198238880066,0.5059774372790031,-0.1696206818694965,1,-1.2931282499994268
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,hellinger,rows,-0.002111086023933173,-0.001506163766475943,-0.0015296289005752861,0.0014439399117948115,-0.5722680585957232,-0.1187175434635358,0.7464219565583432,-0.2502257846014902,-1,0.3574030420004455
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,hellinger,blocks,-0.019919846466471047,-0.020094481574871814,-0.020999179494043174,-0.01693372632447887,-0.3528371779760902,-0.06465906525174986,0.5059774372790031,-0.1696206818694965,1,-0.8386092079999798
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,d3_oof,rows,0.012372996161661765,0.012274041517198353,0.012845596951283289,0.01414807874544477,-0.474726384913285,-0.1751580492210431,0.7464219565583432,-0.2502257846014902,0,2.9303963759994076
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,d3_oof,blocks,-0.011740799277489278,-0.011003567443407025,-0.009198975202126758,-0.001355647952554495,-0.3528371779760902,-0.07002144953714157,0.5059774372790031,-0.1696206818694965,0,0.3590523340008076
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,adwin,rows,0.05425372502750525,0.0539498798279191,0.053857368809464345,0.03404042918091521,-0.451526107794501,-0.1666044376739301,0.8496594635499874,-0.1509177531848798,-1,4.20626804099993
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,adwin,blocks,-0.0036889346894275477,-0.0022458643215838014,-0.0016999017737975297,0.0027527022867886997,-0.4356063791025533,-0.08210244385700277,0.5778469127497968,-0.10263801146009133,0,0.09870912499900442
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,hddm_w,rows,-0.011330654997485978,-0.011477394772648752,-0.01213598326207721,-0.004072574400039941,-0.5150929117968553,-0.1696461908388966,0.8496594635499874,-0.1509177531848798,2,-1.8176119170002494
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,hddm_w,blocks,-0.008418338137411552,-0.007029422851624889,-0.007955351177669212,0.000566438256206947,-0.4356063791025533,-0.06318483006506664,0.5778469127497968,-0.10263801146009133,3,-2.7494140419985325
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,hellinger,rows,0.01517391758890041,0.016538051641187046,0.01592916291742774,0.014086733442744137,-0.5245662714762185,-0.1730911878767966,0.8496594635499874,-0.1509177531848798,0,0.7524289579996548
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,hellinger,blocks,-0.0036889346894275477,-0.0022458643215838014,-0.0016999017737975297,0.0027527022867886997,-0.4356063791025533,-0.08210244385700277,0.5778469127497968,-0.10263801146009133,0,0.36718979199940804
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,d3_oof,rows,0.011156413817823396,0.010997669223467677,0.010993092161213469,0.00913773535804252,-0.6072479609854536,-0.10601829034554511,0.8496594635499874,-0.1509177531848798,0,0.3899089169990475
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,d3_oof,blocks,-0.0036889346894275477,-0.0022458643215838014,-0.0016999017737975297,0.0027527022867886997,-0.4356063791025533,-0.08210244385700277,0.5778469127497968,-0.10263801146009133,0,-0.06867208299991034
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,adwin,rows,0.035675332910589774,0.035992818743959765,0.03526214786314419,0.025980992860826557,-0.4761416024497762,-0.2716807064296845,0.7489484133660869,-0.2513211680480589,0,3.0359157499988214
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0899827919984082
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,hddm_w,rows,0.08021982667512162,0.08184131949029527,0.0816283638732398,0.06176470066449291,-0.4269273479826362,-0.276451591047675,0.7489484133660869,-0.2513211680480589,-3,3.5265397509992926
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5315703330015822
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,hellinger,rows,0.043225533713802555,0.04319514118403056,0.04310585514127918,0.038165972277335314,-0.4680149409428946,-0.3019151290679555,0.7489484133660869,-0.2513211680480589,-2,5.028535957999338
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.021014833000663202
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,d3_oof,rows,0.029524413443246744,0.029003154610790283,0.02852267517867313,0.020358866033433287,-0.4767304909647676,-0.30787732333611884,0.7489484133660869,-0.2513211680480589,0,2.1284725829991658
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.22546983299980639
radar__clean__none__anone,radar,clean,none,adwin,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,1.3170779999982187
radar__clean__none__anone,radar,clean,none,adwin,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-2.2031637509989963
radar__clean__none__anone,radar,clean,none,hddm_w,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,5.59681820699916
radar__clean__none__anone,radar,clean,none,hddm_w,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.4013236239988913
radar__clean__none__anone,radar,clean,none,hellinger,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.19990400000096997
radar__clean__none__anone,radar,clean,none,hellinger,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.34458312499918975
radar__clean__none__anone,radar,clean,none,d3_oof,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,13.498966834002232
radar__clean__none__anone,radar,clean,none,d3_oof,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-3.4490666670026258
radar__instance__severe__a0,radar,instance,severe,adwin,rows,0.03623814762428623,0.030163778892927096,0.1258545993401201,0.09086314218249147,-0.6667147514497562,-0.1550352927450561,0.749112835751998,-0.252445213603749,-2,-1.0304266670027573
radar__instance__severe__a0,radar,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.09631299999819021
radar__instance__severe__a0,radar,instance,severe,hddm_w,rows,0.04117554612604124,0.039942430936491996,0.07623922530319,0.06912486431318243,-0.6384986007328121,-0.1863320823691835,0.749112835751998,-0.252445213603749,1,-4.742999625002994
radar__instance__severe__a0,radar,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5.385255249999318
radar__instance__severe__a0,radar,instance,severe,hellinger,rows,0.015087223008015127,0.11369459007212979,0.18448568325202058,0.04494903299969555,-0.6507602204206456,-0.20591323623777388,0.749112835751998,-0.252445213603749,-1,12.160261249999166
radar__instance__severe__a0,radar,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2396188329985307
radar__instance__severe__a0,radar,instance,severe,d3_oof,rows,0.03226989365603217,0.005856341927724107,0.08475842212278087,0.13766745803103086,-0.6103401517555754,-0.2543313823477939,0.749112835751998,-0.252445213603749,1,1.9807525409960363
radar__instance__severe__a0,radar,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.202391415998136
radar__instance__severe__a1,radar,instance,severe,adwin,rows,-0.10486405783435493,0.0007106956944809006,0.02907070582330079,-0.050485932195984295,-0.6230617341309019,-0.152245408772083,0.7486787850630118,-0.2501333954228392,1,-3.16210008300186
radar__instance__severe__a1,radar,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.631094166998082
radar__instance__severe__a1,radar,instance,severe,hddm_w,rows,-0.06684477971606684,-0.008619491173398386,0.01376325625505101,0.04642994114899357,-0.6716127533538533,-0.18149538694374107,0.7486787850630118,-0.2501333954228392,-2,-0.8507360000003246
radar__instance__severe__a1,radar,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.30317174999800045
radar__instance__severe__a1,radar,instance,severe,hellinger,rows,0.023704751427523707,0.012887522921219696,0.029677441299192114,-0.07769575691089858,-0.6290144607700796,-0.18950881379939272,0.7486787850630118,-0.2501333954228392,-5,1.3531378750012806
radar__instance__severe__a1,radar,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.44904179200239014
radar__instance__severe__a1,radar,instance,severe,d3_oof,rows,-0.03441772748703442,-0.020379169872447783,-0.04112657479232512,-0.03291614091251238,-0.614437539926825,-0.18472598154777492,0.7486787850630118,-0.2501333954228392,0,0.8461169170004723
radar__instance__severe__a1,radar,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6046737910037336
radar__instance__moderate__a1,radar,instance,moderate,adwin,rows,-0.00916758342500923,-0.001481683518380239,0.017240234506188112,0.04813524271654268,-0.7146250424160163,-0.035367794261075,0.8473023413640991,-0.1495388669301712,-3,-11.459247749999122
radar__instance__moderate__a1,radar,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1037369580007947
radar__instance__moderate__a1,radar,instance,moderate,hddm_w,rows,-0.06459217350306456,-0.0059631105614646185,0.016657799944602814,-0.09904904425797245,-0.6941684037035242,-0.1082165528805846,0.8473023413640991,-0.1495388669301712,-2,-12.484485123997715
radar__instance__moderate__a1,radar,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.335177291999571
radar__instance__moderate__a1,radar,instance,moderate,hellinger,rows,-0.006535177327256503,0.1054379078663161,0.0963315594099528,-0.04197026651349689,-0.7256289689272384,-0.1423609328747669,0.8473023413640991,-0.1495388669301712,2,-10.35022158299762
radar__instance__moderate__a1,radar,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19005537499833736
radar__instance__moderate__a1,radar,instance,moderate,d3_oof,rows,0.09656084656084651,0.029688545203125583,-0.060774049644822414,0.09560252025795857,-0.6828736245091861,-0.17558133566038703,0.8473023413640991,-0.1495388669301712,-1,3.332098582999606
radar__instance__moderate__a1,radar,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.07956449900302687
radar__instance__moderate__a2,radar,instance,moderate,adwin,rows,-0.06338729111006336,-0.0984541901649395,-0.1581176823577442,0.012281095220240013,-0.7159354464630846,-0.02939590306371387,0.8496810977966757,-0.150532019620096,0,-5.017033957998137
radar__instance__moderate__a2,radar,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.197095250001439
radar__instance__moderate__a2,radar,instance,moderate,hddm_w,rows,-0.034155796532034155,-0.009507770560034878,-0.03048439051648555,-0.036726340682892156,-0.6867027444916892,-0.07305318484150689,0.8496810977966757,-0.150532019620096,1,-6.568286584002635
radar__instance__moderate__a2,radar,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.21834166700136848
radar__instance__moderate__a2,radar,instance,moderate,hellinger,rows,0.014000209544763997,-0.0271681917067563,0.018887352065603324,-0.03210012535582618,-0.7445400077309625,-0.0416884239721278,0.8496810977966757,-0.150532019620096,2,-10.958242875003634
radar__instance__moderate__a2,radar,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.68793095899673
radar__instance__moderate__a2,radar,instance,moderate,d3_oof,rows,-0.01940908376551942,0.017011399726323206,0.06857231634127822,0.13602508693778803,-0.6980092771550058,-0.13831654097364302,0.8496810977966757,-0.150532019620096,0,1.2357336249951913
radar__instance__moderate__a2,radar,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5198656659995322
radar__instance__moderate__a0,radar,instance,moderate,adwin,rows,0.1266960029336267,0.17397939398915327,0.20012369285554793,0.13759164664011458,-0.7100462174653369,-0.1108071135430917,0.8544393091705182,-0.1501624487004104,-1,-10.97815516600167
radar__instance__moderate__a0,radar,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1333940420008872
radar__instance__moderate__a0,radar,instance,moderate,hddm_w,rows,0.14792550683639794,0.08958088337273559,0.06014412135100772,0.16735784821948085,-0.7363171977621017,-0.059994870041039705,0.8544393091705182,-0.1501624487004104,-4,-7.383919792999251
radar__instance__moderate__a0,radar,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.29684883400112483
radar__instance__moderate__a0,radar,instance,moderate,hellinger,rows,0.04615223427104609,0.040542835118309695,0.027920854039414467,-0.05347775229525831,-0.7516419362685478,-0.03532831737346101,0.8544393091705182,-0.1501624487004104,-3,-7.4725278740006615
radar__instance__moderate__a0,radar,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13805624999804422
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,rows,0.06914977212006912,0.003942475578598392,0.049104183469835805,0.0009541273450420773,-0.7603016297737777,-0.1332250341997264,0.8544393091705182,-0.1501624487004104,1,-0.42759920899698045
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4644151680040522
radar__instance__severe__a2,radar,instance,severe,adwin,rows,0.024398868458274436,0.10934695237072292,0.14497899152220545,0.04343401228840871,-0.6596194503171248,-0.08955586196182008,0.746618784210374,-0.2503252869322044,0,-6.559183498997285
radar__instance__severe__a2,radar,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7322624159969564
radar__instance__severe__a2,radar,instance,severe,hddm_w,rows,-0.07391691550107393,0.01013142095188671,0.08407199516409608,-0.11218687898343471,-0.5899678531089808,-0.24671314547608414,0.746618784210374,-0.2503252869322044,2,-6.394041958003072
radar__instance__severe__a2,radar,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3695509579993086
radar__instance__severe__a2,radar,instance,severe,hellinger,rows,0.12170621824087169,0.04018260319488759,0.04292549351197972,0.13919709723292584,-0.5919082510353616,-0.2324296506321248,0.746618784210374,-0.2503252869322044,-2,-4.576304917001849
radar__instance__severe__a2,radar,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3186484580000979
radar__instance__severe__a2,radar,instance,severe,d3_oof,rows,0.05827963748755827,-0.09074578825465324,-0.03803988966518451,0.03275795743319754,-0.5776014364736888,-0.2701338045947994,0.746618784210374,-0.2503252869322044,0,-2.161279457995988
radar__instance__severe__a2,radar,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3367775000042315
radar__concept__moderate__a0,radar,concept,moderate,adwin,rows,0.0438634332727329,0.12841811210765658,0.12121928033010004,0.09415525904642019,-0.6923113703739122,-0.10920146482448692,0.845127665678493,-0.1515853208806099,-3,-30.988460249998752
radar__concept__moderate__a0,radar,concept,moderate,adwin,blocks,0.10442794194681537,0.052403082147344404,-0.018826654712492064,0.010363435837863255,-0.3261929807784259,-0.09924443186593601,0.40379649995218514,-0.07242648004734098,0,-11.171635542003031
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,rows,0.037346316211136155,-0.005130252072099384,-0.0968789642927928,-0.012912581887283392,-0.7302285550349048,-0.12396120101885927,0.845127665678493,-0.1515853208806099,-2,-28.647513457999594
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,blocks,0.10442794194681537,0.052403082147344404,-0.018826654712492064,0.010363435837863255,-0.3261929807784259,-0.09924443186593601,0.40379649995218514,-0.07242648004734098,0,-13.069850625000981
radar__concept__moderate__a0,radar,concept,moderate,hellinger,rows,-0.0023418482112593786,0.0016130818531034097,-0.0417880782094498,-0.0661594692772951,-0.7372573395811418,-0.12049639368444531,0.845127665678493,-0.1515853208806099,3,-48.35101412500441
radar__concept__moderate__a0,radar,concept,moderate,hellinger,blocks,-0.03709980587310879,0.04467765765522358,0.016561986453244026,0.0020452260551400148,-0.3360428421153294,-0.08471625457757648,0.40379649995218514,-0.07242648004734098,0,-19.366815499997756
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,rows,0.004668289526392089,0.03888779245316781,0.08715156358082649,-0.014643930588620124,-0.7203308788371425,-0.1946295486316584,0.845127665678493,-0.1515853208806099,1,-80.83337745899553
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,blocks,0.031168150864326893,0.01029188617114199,0.004795870598751029,0.009937298163060215,-0.3538299703547862,-0.06346429275906729,0.40379649995218514,-0.07242648004734098,0,-8.018682750000153
radar__splice__moderate__a1,radar,splice,moderate,adwin,rows,-0.028792048929663694,-0.03130882112890601,-0.018546078735120375,-0.014272637080206652,-0.665309985802177,-0.10223826094427979,0.8477520113582584,-0.1539115865446578,2,-17.486219875001566
radar__splice__moderate__a1,radar,splice,moderate,adwin,blocks,0.004541284403669743,0.05719178704448699,0.11127967749592449,-0.005670677807497193,-0.3725982016090866,-0.10845899385659674,0.4334122101277804,-0.07868711603729006,0,-3.589313874999789
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,rows,-0.029204892966360863,-0.07763511355804462,-0.14229175728675358,-0.10956454560150208,-0.7159488878371983,-0.1409803668857671,0.8477520113582584,-0.1539115865446578,-3,-5.417100540998959
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,blocks,0.06978593272171252,0.041952243569012476,-0.05744567453605093,-0.093969195905235,-0.4111689540937056,-0.04199853933066977,0.4334122101277804,-0.07868711603729006,0,-37.33692279199748
radar__splice__moderate__a1,radar,splice,moderate,hellinger,rows,0.053669724770642246,0.14387108395772047,0.22885873975093096,0.10072102382916048,-0.6935636535731188,-0.1498560811101087,0.8477520113582584,-0.1539115865446578,-4,6.042636999998649
radar__splice__moderate__a1,radar,splice,moderate,hellinger,blocks,-0.020321100917431223,-0.1422618970502674,-0.14091267543871527,0.011388589704145913,-0.4108849976336962,-0.05827211410405131,0.4334122101277804,-0.07868711603729006,0,1.9017138740018709
