condition,stream,mode,level,detector,granularity,accuracy_oracle_minus_random,macro_f1_oracle_minus_random,macro_recall_oracle_minus_random,roc_auc_oracle_minus_random,poison_admission_rate_oracle_minus_random,legitimate_withhold_rate_oracle_minus_random,filter_poison_recall_oracle_minus_random,filter_legitimate_rejection_oracle_minus_random,scored_resets_oracle_minus_random,total_seconds_oracle_minus_random
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,d3_oof,blocks,0.008890989601472832,0.010651558460725852,0.012537999821246704,0.0027056631447813784,-0.3677446569178852,-0.0461565252002587,0.4377390326209224,-0.07744663913627542,0,0.15083654100089916
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,adwin,rows,0.011308433543043783,0.012240082188051393,0.011963529829350006,0.006874021778770167,-0.6565744430102699,-0.16500258819781802,0.852180257029014,-0.1511607071752807,-9,0.6251399169996148
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,adwin,blocks,-0.009541490801943109,-0.011152166553440201,-0.012950538135454992,-0.0014341063940928045,-0.2957797856220888,-0.12339233097077329,0.41604467141814916,-0.07379847893605163,0,0.5319417090013299
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hddm_w,rows,-0.014299792944174494,-0.016959629133898257,-0.021099886818456204,-0.0012198268812128044,-0.6718951680790167,-0.23574998009078607,0.852180257029014,-0.1511607071752807,-10,3.187134874999174
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hddm_w,blocks,-0.009541490801943109,-0.011152166553440201,-0.012950538135454992,-0.0014341063940928045,-0.2957797856220888,-0.12339233097077329,0.41604467141814916,-0.07379847893605163,0,0.524233791998995
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hellinger,rows,0.006983156804969193,0.007903138404581234,0.009101679937655427,0.005310584514347627,-0.6435265727594142,-0.2424743171139603,0.852180257029014,-0.1511607071752807,-2,0.12570883400076127
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hellinger,blocks,-0.009541490801943109,-0.011152166553440201,-0.012950538135454992,-0.0014341063940928045,-0.2957797856220888,-0.12339233097077329,0.41604467141814916,-0.07379847893605163,0,0.5203527499998017
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,d3_oof,rows,-0.015708369833558944,-0.018334928194847167,-0.021852745857612987,-0.001525920021468452,-0.6757954991862618,-0.192472326192562,0.852180257029014,-0.1511607071752807,-2,2.4979207500000484
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,d3_oof,blocks,-0.009541490801943109,-0.011152166553440201,-0.012950538135454992,-0.0014341063940928045,-0.2957797856220888,-0.12339233097077329,0.41604467141814916,-0.07379847893605163,0,0.4933577499996318
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,adwin,rows,0.0029465229338405674,0.0031291670616802048,0.002729574055504558,0.0036941787641008306,-0.6311620460099435,-0.26801825338767554,0.8484312238420268,-0.1503117706482739,1,0.10606416699920374
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03002187399943068
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,hddm_w,rows,-0.0003973789896427604,-0.00015122166295122863,0.0011149856393107838,0.0008961286878506058,-0.6312182242071852,-0.3002801705905478,0.8484312238420268,-0.1503117706482739,-1,0.9630338749975635
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08775766699909582
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,hellinger,rows,-9.723102938063999e-05,0.00019174510291053437,0.0015004813494295943,0.0014707335792072396,-0.5885789725007724,-0.25284524929210894,0.8484312238420268,-0.1503117706482739,-1,0.5132876249990659
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.017618082998524187
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,d3_oof,rows,0.014030860283237967,0.01686982432362394,0.022063729541016985,0.007479892967493407,-0.6644476278756215,-0.24612215039636923,0.8484312238420268,-0.1503117706482739,1,-0.9165966239997942
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06618395799887367
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,adwin,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.01187812499847496
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,adwin,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.00627104199884343
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,hddm_w,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.10684933399898
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,hddm_w,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.548953542000163
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,hellinger,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.004112750000786036
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,hellinger,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.04459041699919908
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,d3_oof,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.031794249998711166
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,d3_oof,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.011786041000959813
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,adwin,rows,0.006328471781864131,0.006568975365347063,0.005127306463291181,0.003707074681837952,-0.5090553767879105,-0.3996038218214038,0.7491281567464663,-0.2509467078270586,1,0.4308012920009783
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.08782149999933608
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,hddm_w,rows,-0.017285986049461077,-0.019979455277866376,-0.02272154606198462,-0.004200419107879605,-0.4051080748690129,-0.5294622248057202,0.7491281567464663,-0.2509467078270586,-1,3.154517124999984
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12801466600103617
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,hellinger,rows,0.006577890509406048,0.0073943547151715805,0.008131969272887396,0.002528649179122988,-0.4051080748690129,-0.4289108486226882,0.7491281567464663,-0.2509467078270586,2,0.6359526249998453
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03928654200171855
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,d3_oof,rows,-0.019196787148594296,-0.02251005429403874,-0.026975505398352806,-0.0035301326778578446,-0.5545260036726923,-0.37459719063394153,0.7491281567464663,-0.2509467078270586,-1,2.6335087489987927
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06466433400237337
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,adwin,rows,0.012176465607270814,0.012902677172343835,0.011426957817031735,0.00680224343228053,-0.5431192660550459,-0.2501453611448249,0.7525797491793621,-0.2523751728809732,-4,0.12592916600078752
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,adwin,blocks,0.005470095119816998,0.005866366701854586,0.005210510005729585,0.01593239250326761,-0.1256628229946974,-0.07431764938327357,0.1889739920882081,-0.06337181405063641,0,-0.020631376000892487
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,hddm_w,rows,0.008591831550424978,0.00927854428116126,0.009107487916386825,0.0038149735858964418,-0.5167241814662066,-0.33124276722459,0.7525797491793621,-0.2523751728809732,-4,0.45311691599818005
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,hddm_w,blocks,0.005470095119816998,0.005866366701854586,0.005210510005729585,0.01593239250326761,-0.1256628229946974,-0.07431764938327357,0.1889739920882081,-0.06337181405063641,0,-0.003589125000871718
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,hellinger,rows,-0.008524090434389953,-0.009763615042082008,-0.011257328829461288,-0.002107513190881649,-0.6040568975675448,-0.24637443901888278,0.7525797491793621,-0.2523751728809732,-1,0.9423362500001531
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,hellinger,blocks,0.005470095119816998,0.005866366701854586,0.005210510005729585,0.01593239250326761,-0.1256628229946974,-0.07431764938327357,0.1889739920882081,-0.06337181405063641,0,0.00556879100076868
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,d3_oof,rows,-0.009054729176663279,-0.010228921144910474,-0.01090479898200769,0.0016543150913743698,-0.6018011951855904,-0.3186146941770866,0.7525797491793621,-0.2523751728809732,-1,1.5234344590007822
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,d3_oof,blocks,0.005470095119816998,0.005866366701854586,0.005210510005729585,0.01593239250326761,-0.1256628229946974,-0.07431764938327357,0.1889739920882081,-0.06337181405063641,0,0.0039003340007184306
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,adwin,rows,0.0013189600507292898,0.0019126240891131907,0.00410073163116953,0.0015641792830616286,-0.7378501518731015,-0.17915957690279316,0.8512487343908202,-0.1505865846741693,-1,0.5293139170007635
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0744587089993729
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,hddm_w,rows,-0.012593532022828091,-0.014425298183725621,-0.017122853986239805,-0.005128113863427375,-0.679097761277984,-0.24440530563101392,0.8512487343908202,-0.1505865846741693,-3,2.9197178750000603
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07154229200204987
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,hellinger,rows,-0.009621644472627255,-0.011517044430352397,-0.015602942734326386,-0.004528783914529599,-0.7298627517156036,-0.1975282844264008,0.8512487343908202,-0.1505865846741693,-1,2.0410680009990756
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03342262499973003
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,d3_oof,rows,0.01485098287888409,0.01765498323741932,0.021122943045364995,0.002729159032274331,-0.7282033974575318,-0.19349333810959538,0.8512487343908202,-0.1505865846741693,0,0.5807630420003989
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.005259916997602199
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,adwin,rows,0.009761192344605818,0.010287217995092024,0.008951462869691063,0.005780151867359362,-0.4388084819925951,-0.3904476937842263,0.7477280376977449,-0.250832721729803,-8,0.6698012910001125
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,adwin,blocks,-0.00016372156043575892,-0.0001668456195865753,-0.00012741725010323446,0.002498836448707964,-0.1369235947492426,-0.0834754135380793,0.19102995624368901,-0.06408287698300685,0,0.21063770799992199
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hddm_w,rows,-0.01046688872579482,-0.01264458245422162,-0.016828542705611405,0.0017222825681447729,-0.3764893975092561,-0.5296957037204314,0.7477280376977449,-0.250832721729803,-10,2.730323374998989
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hddm_w,blocks,-0.00016372156043575892,-0.0001668456195865753,-0.00012741725010323446,0.002498836448707964,-0.1369235947492426,-0.0834754135380793,0.19102995624368901,-0.06408287698300685,0,0.04924291600036668
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hellinger,rows,-0.010359622875854013,-0.013235180178085004,-0.02034962348058844,5.001822453842841e-05,-0.5856950521709862,-0.31506802913114673,0.7477280376977449,-0.250832721729803,-3,2.542622791999747
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hellinger,blocks,-0.00016372156043575892,-0.0001668456195865753,-0.00012741725010323446,0.002498836448707964,-0.1369235947492426,-0.0834754135380793,0.19102995624368901,-0.06408287698300685,0,0.22404770799948892
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,d3_oof,rows,0.01367921865296673,0.01513654288051125,0.015324184239788208,0.005207528557970353,-0.650673174015483,-0.24169254220064357,0.7477280376977449,-0.250832721729803,1,-0.8888622499998746
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,d3_oof,blocks,-0.00016372156043575892,-0.0001668456195865753,-0.00012741725010323446,0.002498836448707964,-0.1369235947492426,-0.0834754135380793,0.19102995624368901,-0.06408287698300685,0,0.29114258299887297
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,adwin,rows,0.006658211794546398,0.007157655187253975,0.0068173520939991405,0.002533989642020784,-0.5691695606729829,-0.2430825133158798,0.7504636029535723,-0.2511736029610905,2,-0.18041587599873354
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07933695800238638
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hddm_w,rows,-0.010864510674275962,-0.013237879337447911,-0.018201173866324805,-0.0010410615464323536,-0.5191678748440608,-0.3434819897084048,0.7504636029535723,-0.2511736029610905,-1,2.0931347490004555
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1024989170000481
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hellinger,rows,0.025998731769181993,0.03011114774776913,0.0349450602864092,0.012997298655492262,-0.5553120469334772,-0.23483343865667597,0.7504636029535723,-0.2511736029610905,2,-0.6524856659998477
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10733808299846714
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,d3_oof,rows,0.006121327414922884,0.0069153360428251265,0.007100607676466142,0.004480671020773985,-0.6455544691324724,-0.20812832896993771,0.7504636029535723,-0.2511736029610905,1,0.13983441700111143
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.055958958000701386
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,adwin,rows,0.007473752301338399,0.008154271641105604,0.008163341910323196,0.0006402566384687836,-0.7510118043844857,-0.1315519729312833,0.8482293423271501,-0.1501716674130467,-2,0.03252879199862946
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,adwin,blocks,-0.015529681046922317,-0.018316159823426714,-0.021061888757659464,-0.004859570802142388,-0.4290050590219224,-0.10431407672786985,0.5008431703204047,-0.08866995073891626,0,0.39099849900048866
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hddm_w,rows,0.007637955913817995,0.008089061006777531,0.006988640910834953,0.000964707315604385,-0.7572793704328274,-0.1420460765288351,0.8482293423271501,-0.1501716674130467,0,0.12438091800140683
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hddm_w,blocks,-0.015529681046922317,-0.018316159823426714,-0.021061888757659464,-0.004859570802142388,-0.4290050590219224,-0.10431407672786985,0.5008431703204047,-0.08866995073891626,0,0.5087840420019347
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hellinger,rows,-0.014046872667562216,-0.016355794438792093,-0.019596408863199577,-0.004194916054993225,-0.7166947723440135,-0.2113350251281286,0.8482293423271501,-0.1501716674130467,-3,2.087244083999394
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hellinger,blocks,-0.015529681046922317,-0.018316159823426714,-0.021061888757659464,-0.004859570802142388,-0.4290050590219224,-0.10431407672786985,0.5008431703204047,-0.08866995073891626,0,0.4281446249988221
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,d3_oof,rows,0.007637955913817995,0.008089061006777531,0.006988640910834953,0.000964707315604385,-0.7572793704328274,-0.1420460765288351,0.8482293423271501,-0.1501716674130467,0,0.08687733400074649
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,d3_oof,blocks,-0.015529681046922317,-0.018316159823426714,-0.021061888757659464,-0.004859570802142388,-0.4290050590219224,-0.10431407672786985,0.5008431703204047,-0.08866995073891626,0,0.382966374998432
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,adwin,rows,0.0033449477351915613,0.003602747412326357,0.0034064559575087694,-2.372667587757782e-05,-0.6925946704067322,-0.2016376306620209,0.8459747545582048,-0.1501194624191139,-1,0.4501775419994374
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,adwin,blocks,0.002832254853160854,0.0032762466218749786,0.0035811671775962672,-0.0010426820510613943,-0.3620757363253857,-0.07370831259333,0.40748948106591865,-0.07230960676953702,0,0.477914500001134
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,hddm_w,rows,0.0029965156794425907,0.0038141528112017875,0.005287877946785979,-0.0014638418450357848,-0.7498737727910239,-0.1301841712294674,0.8459747545582048,-0.1501194624191139,0,0.274316542001543
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,hddm_w,blocks,0.002832254853160854,0.0032762466218749786,0.0035811671775962672,-0.0010426820510613943,-0.3620757363253857,-0.07370831259333,0.40748948106591865,-0.07230960676953702,0,0.7318529160020262
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,hellinger,rows,-0.0017969138875061352,-0.0023644757116874082,-0.003656737619883499,0.0005158945098002743,-0.7171107994389901,-0.22615729218516678,0.8459747545582048,-0.1501194624191139,0,0.658768874998712
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,hellinger,blocks,0.002832254853160854,0.0032762466218749786,0.0035811671775962672,-0.0010426820510613943,-0.3620757363253857,-0.07370831259333,0.40748948106591865,-0.07230960676953702,0,0.5744793750000099
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,d3_oof,rows,0.019432553509208805,0.023350486332845755,0.03101405808301949,0.0031098088969776505,-0.7498737727910239,-0.0681483325037332,0.8459747545582048,-0.1501194624191139,2,-3.928972542000338
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,d3_oof,blocks,0.002832254853160854,0.0032762466218749786,0.0035811671775962672,-0.0010426820510613943,-0.3620757363253857,-0.07370831259333,0.40748948106591865,-0.07230960676953702,0,0.4976362079996761
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,adwin,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.0889909159996023
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,adwin,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.05119891600043047
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hddm_w,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.014516250002998277
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hddm_w,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.03275637400111009
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hellinger,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0250613339994743
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hellinger,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.09661791700091182
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,d3_oof,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.04320374999952037
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,d3_oof,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.07659208199947898
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,adwin,rows,0.0059848121277136235,0.006335685470902019,0.005575276972150434,-0.000429030429756061,-0.6296290064776646,-0.146181859243994,0.7495246908387314,-0.251520198740931,-1,0.035210250001910026
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,adwin,blocks,0.007588290094006744,0.008815993158018953,0.009938219789608738,0.002851871090071234,-0.1503827710944729,-0.0719193744177512,0.18652309245394127,-0.06259210117720115,0,0.009002332999443752
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,hddm_w,rows,0.0023487564576686326,0.0017263390595679828,-0.0007558358067734083,-0.001178369654434852,-0.7071422562463195,-0.15031476724162263,0.7495246908387314,-0.251520198740931,0,-0.3916415000003326
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,hddm_w,blocks,0.007588290094006744,0.008815993158018953,0.009938219789608738,0.002851871090071234,-0.1503827710944729,-0.0719193744177512,0.18652309245394127,-0.06259210117720115,0,0.019295832998977858
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,hellinger,rows,-0.00418372244022247,-0.0058496019337263006,-0.009617902699913361,-0.0020518000110641976,-0.7070413056279969,-0.14591649493267084,0.7495246908387314,-0.251520198740931,-1,-0.34280033400136567
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,hellinger,blocks,0.007588290094006744,0.008815993158018953,0.009938219789608738,0.002851871090071234,-0.1503827710944729,-0.0719193744177512,0.18652309245394127,-0.06259210117720115,0,0.049435499000537675
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,d3_oof,rows,0.0023487564576686326,0.0017263390595679828,-0.0007558358067734083,-0.001178369654434852,-0.7071422562463195,-0.15031476724162263,0.7495246908387314,-0.251520198740931,0,-0.23647404099938285
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,d3_oof,blocks,0.007588290094006744,0.008815993158018953,0.009938219789608738,0.002851871090071234,-0.1503827710944729,-0.0719193744177512,0.18652309245394127,-0.06259210117720115,0,-0.014637915999628603
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,adwin,rows,0.006198032209446036,0.006661844017223917,0.006260574611573033,5.659741957042552e-05,-0.6242066097614357,-0.27694140093591424,0.7494991329528429,-0.2512969015483791,-2,0.10030125000048429
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,adwin,blocks,-0.007247972091920629,-0.009182360524434885,-0.012072128782423697,-0.005868898657000576,-0.1678535952994259,-0.04555384328800538,0.19031264205262888,-0.06380924963167434,0,0.26921466600106214
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hddm_w,rows,-0.003087726428567472,-0.004467872165331954,-0.007564078035319333,-0.0001377057183480357,-0.6762967826657912,-0.2608253882237388,0.7494991329528429,-0.2512969015483791,0,0.6513238340012322
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hddm_w,blocks,-0.007247972091920629,-0.009182360524434885,-0.012072128782423697,-0.005868898657000576,-0.1678535952994259,-0.04555384328800538,0.19031264205262888,-0.06380924963167434,0,0.22427125000103842
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hellinger,rows,-0.00508599910811558,-0.006314850229417912,-0.009048930179494596,-0.0032665407250628276,-0.6862804518746738,-0.2184721681258573,0.7494991329528429,-0.2512969015483791,0,0.6941340840021439
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hellinger,blocks,-0.007247972091920629,-0.009182360524434885,-0.012072128782423697,-0.005868898657000576,-0.1678535952994259,-0.04555384328800538,0.19031264205262888,-0.06380924963167434,0,0.12969820799844456
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,d3_oof,rows,-0.003087726428567472,-0.004467872165331954,-0.007564078035319333,-0.0001377057183480357,-0.6762967826657912,-0.2608253882237388,0.7494991329528429,-0.2512969015483791,0,0.6524618340008601
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,d3_oof,blocks,-0.007247972091920629,-0.009182360524434885,-0.012072128782423697,-0.005868898657000576,-0.1678535952994259,-0.04555384328800538,0.19031264205262888,-0.06380924963167434,0,0.18065133299933223
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,adwin,rows,0.009446827996058005,0.010210590236412243,0.009899276925014022,0.004613675170493825,-0.5270232349309687,-0.3169017589615458,0.8486362105735773,-0.1505221139392974,-4,0.2024474170011672
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,adwin,blocks,0.00744597190837859,0.008748878777917635,0.009990557574038106,0.005579716870872997,-0.3282635537097317,-0.07240909045661326,0.38870804804130654,-0.06894492170779531,0,0.41908745899854694
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hddm_w,rows,-0.01597200792378839,-0.01874524681695855,-0.022909461025925837,-0.004088294355141575,-0.5508193961162869,-0.2732263555551131,0.8486362105735773,-0.1505221139392974,-6,2.5392141659976915
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hddm_w,blocks,0.00744597190837859,0.008748878777917635,0.009990557574038106,0.005579716870872997,-0.3282635537097317,-0.07240909045661326,0.38870804804130654,-0.06894492170779531,0,0.3085977920018199
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hellinger,rows,-0.0010402460754354026,-0.000506322467091147,0.002204543769594003,0.0004988128726912677,-0.5631945223930857,-0.20738724031177522,0.8486362105735773,-0.1505221139392974,-3,0.4052409579999221
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hellinger,blocks,0.00744597190837859,0.008748878777917635,0.009990557574038106,0.005579716870872997,-0.3282635537097317,-0.07240909045661326,0.38870804804130654,-0.06894492170779531,0,-1.3953802910000377
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,d3_oof,rows,0.012249021969599205,0.012984675183862815,0.011585741381183623,0.006313874686047383,-0.7576607924570659,-0.1131827548105159,0.8486362105735773,-0.1505221139392974,0,-0.6612347919999593
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,d3_oof,blocks,0.00744597190837859,0.008748878777917635,0.009990557574038106,0.005579716870872997,-0.3282635537097317,-0.07240909045661326,0.38870804804130654,-0.06894492170779531,0,0.5958953749995999
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,adwin,rows,0.0058645895069567855,0.006127525475512541,0.005050610525531574,0.0047904818062882715,-0.4452134377368022,-0.38500832557220677,0.7486570682832365,-0.2509468574492705,-4,0.38867449999997916
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,adwin,blocks,0.01806790280247228,0.021360826402241795,0.023906367771267867,0.011908271465651765,-0.0922623558137576,-0.06846160358987385,0.1382672392018186,-0.04634662602658535,0,0.0780010420003241
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hddm_w,rows,0.004430897750684393,0.004985678238402347,0.005693710884924985,0.003233185800081362,-0.4870590216384609,-0.3404284141901617,0.7486570682832365,-0.2509468574492705,-3,1.0028004169998894
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hddm_w,blocks,0.01806790280247228,0.021360826402241795,0.023906367771267867,0.011908271465651765,-0.0922623558137576,-0.06846160358987385,0.1382672392018186,-0.04634662602658535,0,0.2963362079990475
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hellinger,rows,0.011926734964581076,0.012563595963589247,0.010873628775099453,0.007328946125301772,-0.5085964469142039,-0.3273840769903762,0.7486570682832365,-0.2509468574492705,-5,0.982074625999303
