condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_inference_seconds,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,total_seconds,scored_resets
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,adwin,learned_features,1000,201008,0.6715901854652551,0.6726070417250598,0.669541190761469,0.6701416963119797,,,,0.8555078080339699,0.715441023415177,0.6406504980023634,0.2528357080315211,0.0641494569804738,0.07241502825758178,0.34579008399850863,16836,250000,247165,175679,2657,1,23.22523079200073,False,12500,confirmed,True,23.57102087599924,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,adwin,learned_features_label,1000,201008,0.6453922231950967,0.6510851177506553,0.63821198216443,0.6423588349110635,,,,0.844146696445689,0.6878240319685525,0.6187890383208599,0.2939484995622065,0.034241179449665184,0.023033909098145348,0.41173220800010313,5847,250000,263200,172340,11202,4,18.924156667000716,True,12500,confirmed,True,19.33588887500082,4
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,none,1000,201008,0.6752616811271194,0.6759789108476297,0.6721580305520107,0.6731933668493583,,,,0.8618012147570789,0.7170523323584315,0.5039390017444151,0.3187385576693465,0.0,0.0,0.0,0,250000,286900,156750,2850,1,21.520459458000914,True,12500,confirmed,True,21.520459458000914,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,oracle_rows,1000,201008,0.668759452360105,0.6720660067580508,0.6629394989672505,0.666261061025042,,,,0.8594872049961854,0.7107336950766299,0.0,0.30063480060495107,1.0,0.0,0.0,35542,250000,217158,144378,5700,2,18.013345375000426,False,12500,confirmed,True,18.013345375000426,2
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,random_rows,1000,201008,0.6774406988776566,0.6765695337178872,0.6753385194389856,0.675431694053591,,,,0.8654933773710971,0.7190166844056748,0.5332282932868156,0.33908103160073233,0.15255191041584604,0.149844782297222,0.0,35542,250000,232593,153558,2426,1,19.482122375000472,True,12500,confirmed,True,19.482122375000472,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,oracle_blocks,1000,201008,0.653561052296426,0.6538275757212406,0.6497620398485945,0.6506834707684301,,,,0.8507478371463799,0.6954735033979162,0.0,0.4612154740109846,1.0,0.30052535222478705,0.0,95950,250000,164350,111150,2850,1,17.5695477499994,False,12500,confirmed,True,17.5695477499994,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,random_blocks,1000,201008,0.634536933853379,0.6372477806102907,0.631739396425058,0.6322980837805905,,,,0.8374529021958064,0.6763805396441036,0.41998199313488266,0.5260238398471703,0.43483765685667664,0.40045669824086605,0.0,95950,250000,147250,111150,0,0,17.272211792000235,False,12500,confirmed,True,17.272211792000235,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,learned_features,1000,201008,0.6123587120910611,0.6147531823347561,0.6068644683381907,0.6098143820399173,,,,0.8191408710628888,0.6400319434228028,0.5382927241010635,0.36689087001512377,0.0641494569804738,0.07241502825758178,0.34579008399850863,16836,250000,261288,156077,15768,6,17.882477208000637,True,12500,confirmed,True,18.228267291999146,6
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hddm_w,learned_features_label,1000,201008,0.6797142402292446,0.6827951090468043,0.6766422154347309,0.678012402545194,,,,0.8654554356114059,0.730319658498303,0.5923133194530414,0.33021571280745043,0.034241179449665184,0.023033909098145348,0.41173220800010313,5847,250000,272456,158503,2806,1,23.516066541998953,True,12500,confirmed,True,23.927798749999056,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,none,1000,201008,0.6769830056515164,0.6762637907133628,0.6749992138507477,0.6747902877883047,,,,0.8613327895377613,0.7126432160886753,0.6221090540768668,0.24510964737721883,0.0,0.0,0.0,0,250000,250800,176700,2850,1,21.617250249999415,False,12500,confirmed,True,21.617250249999415,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,oracle_rows,1000,201008,0.6979970946429993,0.6992575608475374,0.6957003751470621,0.6970441303013233,,,,0.8765480943468842,0.7511744233148795,0.0,0.20820564355647536,1.0,0.0,0.0,35542,250000,203858,160107,0,0,23.636599000001297,False,12500,confirmed,True,23.636599000001297,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,random_rows,1000,201008,0.6735950807928043,0.6760615424095091,0.6728565785798255,0.6730438083608192,,,,0.8616112641847434,0.7218517428176318,0.5455236058747397,0.3090374512457216,0.15255191041584604,0.149844782297222,0.0,35542,250000,214850,159228,0,0,22.328613374998895,False,12500,confirmed,True,22.328613374998895,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,oracle_blocks,1000,201008,0.6533670301679535,0.6542293076482691,0.6494805644146008,0.6510777765660644,,,,0.8516172518240743,0.6984487342715314,0.0,0.4942987343787312,1.0,0.30052535222478705,0.0,95950,250000,145350,102600,2850,1,14.774383500000113,False,12500,confirmed,True,14.774383500000113,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,random_blocks,1000,201008,0.6554067499801003,0.6579208368382774,0.653400212147531,0.6536452830358448,,,,0.8472235414708928,0.6968128192546519,0.3826458837431771,0.48161267213245246,0.43483765685667664,0.40045669824086605,0.0,95950,250000,145350,118750,0,0,17.677968624999266,True,12500,confirmed,True,17.677968624999266,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,learned_features,1000,201008,0.6846543421157367,0.6847621732237349,0.6830509639458524,0.6835417743902571,,,,0.8613723965469497,0.7276787093170419,0.6823195093129255,0.2723722438907904,0.0641494569804738,0.07241502825758178,0.34579008399850863,16836,250000,234749,171460,0,0,24.23532829099895,False,12500,confirmed,True,24.58111837499746,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,hellinger,learned_features_label,1000,201008,0.6749731353975961,0.676907263106578,0.6751494111082494,0.6741460813924931,,,,0.8615716037649876,0.7189255260938907,0.5918631478251083,0.23786117965454112,0.034241179449665184,0.023033909098145348,0.41173220800010313,5847,250000,240841,177070,2825,1,23.280340250001245,False,12500,confirmed,True,23.69207245800135,1
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,none,1000,201008,0.6798883626522327,0.6812912602756717,0.6800163300150209,0.6794837879410934,,,,0.8626453763582377,0.7229027520171938,0.6912385346913511,0.21952360105070445,0.0,0.0,0.0,0,250000,243200,182400,0,0,26.894154791998517,False,12500,confirmed,True,26.894154791998517,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,oracle_rows,1000,201008,0.6909277242696809,0.6917004022643787,0.6880727886545162,0.6889165085633038,,,,0.8744915649640903,0.7448179966149586,0.0,0.1683515083976757,1.0,0.0,0.0,35542,250000,201958,168118,0,0,25.727187958000286,False,12500,confirmed,True,25.727187958000286,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,random_rows,1000,201008,0.6800425853697365,0.6803903502901554,0.6769575124586311,0.6777403183220763,,,,0.8638540024599799,0.7279315869463375,0.5869675313713353,0.312723871686699,0.15255191041584604,0.149844782297222,0.0,35542,250000,205221,159960,0,0,23.283500166000522,False,12500,confirmed,True,23.283500166000522,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,oracle_blocks,1000,201008,0.6750875587041312,0.6758237250747174,0.6737570021990518,0.673861397426313,,,,0.8664955392731162,0.7306499723944748,0.0,0.4612154740109846,1.0,0.30052535222478705,0.0,95950,250000,141550,109250,0,0,18.740249208000023,False,12500,confirmed,True,18.740249208000023,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,random_blocks,1000,201008,0.6533869298734378,0.6550447307487529,0.6521850604617876,0.6517552569909495,,,,0.8460798910297412,0.690550693109916,0.453885543863598,0.4989353657565868,0.43483765685667664,0.40045669824086605,0.0,95950,250000,141550,117800,0,0,19.034735833000013,False,12500,confirmed,True,19.034735833000013,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,learned_features,1000,201008,0.6684012576613866,0.6693778274530144,0.6659143380917741,0.666933947128117,,,,0.8548201581241679,0.713246970158874,0.6410725339035507,0.2562833320066863,0.0641494569804738,0.07241502825758178,0.34579008399850863,16836,250000,224182,173228,0,0,24.506166375000248,False,12500,confirmed,True,24.851956458998757,0
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,d3_oof,learned_features_label,1000,201008,0.6818833081270397,0.6837048206087308,0.680410548117486,0.6799698000547751,,,,0.8666817424220341,0.7297044388913166,0.7303753305947893,0.1837787550744249,0.034241179449665184,0.023033909098145348,0.41173220800010313,5847,250000,237245,190976,0,0,26.62796391699885,False,12500,confirmed,True,27.039696124998954,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,none,1000,177191,0.6843688449187599,0.6827937924098479,0.6842658843117486,0.6829822340224287,,,,0.8684007368033014,0.7352026090255209,0.49054060883774997,0.2850539812970185,0.0,0.0,0.0,0,250000,273600,157700,2850,1,22.685200832998817,True,12500,confirmed,True,22.685200832998817,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,oracle_rows,1000,177191,0.6704008668611837,0.6713026728916685,0.6649560926737973,0.6671898686320263,,,,0.8583256678422587,0.717653640850208,0.0,0.18364363878526563,1.0,0.0,0.0,59359,250000,188965,145601,0,0,21.24875741700089,False,12500,confirmed,True,21.24875741700089,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,random_rows,1000,177191,0.6546720770242281,0.655811188218762,0.6533767542557136,0.6538431315871939,,,,0.8458470329666402,0.6891096921818486,0.4035445341060328,0.4681784063524671,0.2500715982412103,0.2512260780739428,0.0,59359,250000,196638,119138,0,0,19.428402542000185,True,12500,confirmed,True,19.428402542000185,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,oracle_blocks,1000,177191,0.6687980766517487,0.6698570898421266,0.6665916549372206,0.6672860031464998,,,,0.8627550340914633,0.7204419931831246,0.0,0.43168671095033045,1.0,0.227951758272147,0.0,99750,250000,141550,101650,0,0,17.92694924999887,False,12500,confirmed,True,17.92694924999887,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,random_blocks,1000,177191,0.628011580723626,0.6302247130545968,0.6231314238484048,0.6244382212796116,,,,0.821194804718702,0.6428664736157454,0.4347782139186981,0.5505302188034381,0.3925773682171196,0.43143839134041795,0.0,99750,250000,137750,106400,0,0,16.437978957999803,False,12500,confirmed,True,16.437978957999803,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,learned_features,1000,177191,0.6417876754462698,0.6405891244488594,0.6374218246517341,0.6387687461521476,,,,0.8419232815232516,0.6739145637014835,0.5499755723647636,0.34359532933388265,0.06366347141966677,0.07414597806886354,0.3477982909989805,16917,250000,248907,152570,5329,2,18.134316749999925,True,12500,confirmed,True,18.482115040998906,2
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,adwin,learned_features_label,1000,177191,0.6898939562393124,0.6920605515494833,0.6889138657565161,0.6885478914308217,,,,0.87020155272969,0.7410743925665946,0.5199211577014438,0.28185968813314444,0.035192641385468085,0.024126507553995407,0.42760695799915993,6364,250000,260627,159060,0,0,25.393844333000743,True,12500,confirmed,True,25.821451290999903,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,none,1000,177191,0.6186657335869203,0.6195082094812977,0.6092457755329691,0.6121284573964563,,,,0.8220992973202422,0.6371429965062734,0.5941811688202294,0.29832779317233943,0.0,0.0,0.0,0,250000,275500,171000,19950,7,18.1430884170004,True,12500,confirmed,True,18.1430884170004,7
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,oracle_rows,1000,177191,0.6784091742808608,0.6828830193056502,0.6719124439438668,0.6759746440797535,,,,0.8635345080334648,0.7229008783655066,0.0,0.2574227810667585,1.0,0.0,0.0,59359,250000,200705,133478,2614,1,18.51614979200167,False,12500,confirmed,True,18.51614979200167,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,random_rows,1000,177191,0.6443950313503507,0.6467387119242648,0.6382585571599744,0.640342736357338,,,,0.8397288105305631,0.6761381926317411,0.4855876952104988,0.44630934979767595,0.2500715982412103,0.2512260780739428,0.0,59359,250000,213801,128602,2151,1,19.413743708000766,True,12500,confirmed,True,19.413743708000766,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,oracle_blocks,1000,177191,0.6565514049810657,0.6575188382325268,0.6520856043259116,0.6537019099236532,,,,0.8524176027318922,0.7014105338898965,0.0,0.3834336958423396,1.0,0.227951758272147,0.0,99750,250000,154850,112100,2850,1,17.21858337499907,False,12500,confirmed,True,17.21858337499907,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,random_blocks,1000,177191,0.628011580723626,0.6302247130545968,0.6231314238484048,0.6244382212796116,,,,0.821194804718702,0.6428664736157454,0.4347782139186981,0.5505302188034381,0.3925773682171196,0.43143839134041795,0.0,99750,250000,137750,106400,0,0,18.172816959000556,False,12500,confirmed,True,18.172816959000556,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,learned_features,1000,177191,0.6478320004966392,0.6495275104606638,0.6407023208398052,0.6441918092802613,,,,0.8432603786151935,0.6868260855457667,0.5214878956855742,0.2893205636855145,0.06366347141966677,0.07414597806886354,0.3477982909989805,16917,250000,263034,163115,7933,3,19.338053208999554,True,12500,confirmed,True,19.685851499998535,3
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hddm_w,learned_features_label,1000,177191,0.6508513412080749,0.6502676958098645,0.64594689891659,0.6471758385006869,,,,0.845171284264546,0.6771010265205548,0.5000084233224953,0.346964574950195,0.035192641385468085,0.024126507553995407,0.42760695799915993,6364,250000,284753,147263,2759,1,20.164038582999638,True,12500,confirmed,True,20.591645540998798,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,none,1000,177191,0.6736120909075517,0.6740837143980198,0.6701818083528595,0.6714277770568851,,,,0.8593950854784347,0.7160547952624273,0.6402567428696575,0.27623299151762787,0.0,0.0,0.0,0,250000,250800,167200,0,0,24.615232125001057,False,12500,confirmed,True,24.615232125001057,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,oracle_rows,1000,177191,0.6798878046853396,0.6805432431199729,0.6768973489157866,0.6781685563951234,,,,0.8652592507217131,0.7254580333662174,0.0,0.20144928354148914,1.0,0.0,0.0,59359,250000,181667,142446,0,0,21.996460749998732,False,12500,confirmed,True,21.996460749998732,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,random_rows,1000,177191,0.648774486288807,0.6467325148597488,0.6496200216844739,0.6477771544195604,,,,0.8494045308441014,0.6979343931259532,0.5362624033423744,0.46575729015582057,0.2500715982412103,0.2512260780739428,0.0,59359,250000,188050,127445,0,0,20.762558209000417,False,12500,confirmed,True,20.762558209000417,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,oracle_blocks,1000,177191,0.6458115818523514,0.6467264784810746,0.6415079458809414,0.643644129183253,,,,0.8504530049799958,0.6993121894168265,0.0,0.39951803421166987,1.0,0.227951758272147,0.0,99750,250000,141550,107350,0,0,18.645485000000917,False,12500,confirmed,True,18.645485000000917,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,random_blocks,1000,177191,0.628011580723626,0.6302247130545968,0.6231314238484048,0.6244382212796116,,,,0.821194804718702,0.6428664736157454,0.4347782139186981,0.5505302188034381,0.3925773682171196,0.43143839134041795,0.0,99750,250000,137750,106400,0,0,16.31016012499822,False,12500,confirmed,True,16.31016012499822,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,learned_features,1000,177191,0.6437573014430755,0.6419550426441865,0.6387929744617279,0.6401577758003794,,,,0.8413303461227235,0.6761140364085457,0.6040533027847504,0.33557573465920953,0.06366347141966677,0.07414597806886354,0.3477982909989805,16917,250000,243597,157189,5326,2,19.32092383300005,True,12500,confirmed,True,19.668722123999032,2
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,hellinger,learned_features_label,1000,177191,0.6774892629986851,0.6800473664503223,0.6758257841816244,0.676029969217578,,,,0.8648645720225974,0.7265368604213314,0.5998921814720598,0.26714110761833276,0.035192641385468085,0.024126507553995407,0.42760695799915993,6364,250000,242126,166415,0,0,25.401892083000348,False,12500,confirmed,True,25.829499040999508,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,none,1000,177191,0.6836295297165206,0.6840967411176064,0.6809412616302071,0.6815267268233713,,,,0.8654991127681905,0.7301052530089038,0.680099058272545,0.19843558645755147,0.0,0.0,0.0,0,250000,239400,183350,0,0,26.455803042001207,False,12500,confirmed,True,26.455803042001207,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,oracle_rows,1000,177191,0.6826023895118827,0.6830734241796432,0.680346010853317,0.6809466926210871,,,,0.8673328587096123,0.7301340504717008,0.0,0.25020458149680286,1.0,0.0,0.0,59359,250000,181239,133807,0,0,22.792402207998748,False,12500,confirmed,True,22.792402207998748,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,random_rows,1000,177191,0.6397954749394721,0.6402369224942576,0.635064820504032,0.63628686267923,,,,0.8373809904240779,0.6670610336312406,0.4846442830910224,0.43987561444994383,0.2500715982412103,0.2512260780739428,0.0,59359,250000,186709,130390,2112,1,17.57342025000071,False,12500,confirmed,True,17.57342025000071,1
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,oracle_blocks,1000,177191,0.6723817801129854,0.6722694888818045,0.6706836921302333,0.6706396620632329,,,,0.8640010159080482,0.7238268656421185,0.0,0.4156023725810002,1.0,0.227951758272147,0.0,99750,250000,137750,104500,0,0,17.609010832999047,False,12500,confirmed,True,17.609010832999047,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,random_blocks,1000,177191,0.628011580723626,0.6302247130545968,0.6231314238484048,0.6244382212796116,,,,0.821194804718702,0.6428664736157454,0.4347782139186981,0.5505302188034381,0.3925773682171196,0.43143839134041795,0.0,99750,250000,137750,106400,0,0,16.51688749999994,False,12500,confirmed,True,16.51688749999994,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,learned_features,1000,177191,0.655157428989057,0.6547681561122132,0.6582155776745383,0.6547633053651934,,,,0.854549167182069,0.713451449872855,0.6531107329975235,0.31703077470074664,0.06366347141966677,0.07414597806886354,0.3477982909989805,16917,250000,225894,160734,0,0,23.14758004199939,False,12500,confirmed,True,23.49537833299837,0
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,d3_oof,learned_features_label,1000,177191,0.6777375826085975,0.6801014910764062,0.6760224829436705,0.675992895584001,,,,0.8644406489581189,0.728777328567114,0.6249094492831753,0.26563990270386195,0.035192641385468085,0.024126507553995407,0.42760695799915993,6364,250000,232984,168166,0,0,24.98717512499934,False,12500,confirmed,True,25.4147820829985,0
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,none,1000,200920,0.6903941867409914,0.6913863591832543,0.6882013758559002,0.6894228048096582,,,,0.8740582143274335,0.7415155559220244,0.6084479371316307,0.2993679076249253,0.0,0.0,0.0,0,250000,267900,165300,2850,1,25.125327499999912,False,12500,confirmed,True,25.125327499999912,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,oracle_rows,1000,200920,0.6916135775433008,0.692082263757328,0.6884477370650979,0.6893203754048108,,,,0.8740955476407959,0.7460811849621851,0.0,0.18366016324905435,1.0,0.0,0.0,35630,250000,211370,164969,0,0,23.693618541999967,False,12500,confirmed,True,23.693618541999967,0
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,random_rows,1000,200920,0.6654588891100935,0.6682934169122371,0.6614631326307767,0.6639052855533178,,,,0.8538755195976245,0.7066988906325339,0.5258490036486108,0.3897023691021302,0.15343811394891946,0.15012442763288872,0.0,35630,250000,229387,145543,4826,2,19.546991250001156,True,12500,confirmed,True,19.546991250001156,2
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,oracle_blocks,1000,200920,0.6604469440573363,0.661057060869328,0.6551660195457291,0.657364398649616,,,,0.8566839273490383,0.7038279366731697,0.0,0.4940772446744973,1.0,0.29076249253434205,0.0,94050,250000,149150,102600,2850,1,15.098414750000302,False,12500,confirmed,True,15.098414750000302,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,random_blocks,1000,200920,0.6415737607007764,0.6414800023180599,0.6396532493469214,0.6404177103469921,,,,0.8403989332783106,0.6769263037579564,0.454448498456357,0.555753533744774,0.32618579848442325,0.41025283695002984,0.0,94050,250000,145350,108300,2850,1,15.860960707999766,True,12500,confirmed,True,15.860960707999766,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,learned_features,1000,200920,0.6760352379056341,0.6785977653857562,0.6719361399559038,0.6745052344074298,,,,0.8591014098005079,0.7170573444993046,0.5818130788661241,0.2983127612980291,0.07437552624193096,0.07281007366115867,0.3369846250006958,17279,250000,239699,164451,2678,1,22.227406707999762,False,12500,confirmed,True,22.564391333000458,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,adwin,learned_features_label,1000,200920,0.6916633485964563,0.6930655661472381,0.6876955560727703,0.6899024310776272,,,,0.8711301460590243,0.7396719477774878,0.6227336514173449,0.2604817837945451,0.02307044625315745,0.02329782998208242,0.4054208750003454,5503,250000,263578,175476,5617,2,22.9476147080004,False,12500,confirmed,True,23.353035583000747,2
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,none,1000,200920,0.6702617957395979,0.6693966435131474,0.6675458130213172,0.6676941764712372,,,,0.8602209843131543,0.7085476326466601,0.7515015436429975,0.22071471232331277,0.0,0.0,0.0,0,250000,262200,189050,8550,3,19.892510917001346,True,12500,confirmed,True,19.892510917001346,3
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,oracle_rows,1000,200920,0.6906330877961377,0.6917314025339241,0.6878749587440852,0.6892514180627213,,,,0.8748701475881809,0.7407506223193547,0.0,0.23357057535337447,1.0,0.0,0.0,35630,250000,218735,155891,2850,1,21.982592166999893,False,12500,confirmed,True,21.982592166999893,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,random_rows,1000,200920,0.6391349790961577,0.6415178504904494,0.631748557438465,0.6348442363873171,,,,0.8391724959393058,0.678471840331096,0.5534100477126017,0.4033894087198885,0.15343811394891946,0.15012442763288872,0.0,35630,250000,239014,148641,14513,6,18.24559537499954,True,12500,confirmed,True,18.24559537499954,6
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,oracle_blocks,1000,200920,0.6693808480987458,0.6697785559070843,0.6671787071776607,0.667801485704618,,,,0.8663413044064717,0.7280515656035687,0.0,0.4798924945251842,1.0,0.29076249253434205,0.0,94050,250000,160550,105450,0,0,19.210621583999455,False,12500,confirmed,True,19.210621583999455,0
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,random_blocks,1000,200920,0.6415737607007764,0.6414800023180599,0.6396532493469214,0.6404177103469921,,,,0.8403989332783106,0.6769263037579564,0.454448498456357,0.555753533744774,0.32618579848442325,0.41025283695002984,0.0,94050,250000,145350,108300,2850,1,16.337382042000172,True,12500,confirmed,True,16.337382042000172,1
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,learned_features,1000,200920,0.6669818833366514,0.6673342592284224,0.6644304266305353,0.6655149780641985,,,,0.8584039467711897,0.7122222337181552,0.503480213303396,0.362169022496516,0.07437552624193096,0.07281007366115867,0.3369846250006958,17279,250000,253745,150636,10759,4,21.305928875000973,True,12500,confirmed,True,21.64291350000167,4
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hddm_w,learned_features_label,1000,200920,0.6497710531554848,0.651641871924559,0.6441463232643927,0.6471340967871742,,,,0.8479091532648967,0.6845663691507808,0.539854055571148,0.287985267768266,0.02307044625315745,0.02329782998208242,0.4054208750003454,5503,250000,265385,169746,11085,4,19.140669000000344,True,12500,confirmed,True,19.54608987500069,4
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hellinger,none,1000,200920,0.6833714911407526,0.6822886321008534,0.682318026398049,0.6816582613159372,,,,0.8691583262989229,0.7376459692994071,0.7001964636542239,0.197431813657177,0.0,0.0,0.0,0,250000,245100,187150,0,0,24.636176042000443,False,12500,confirmed,True,24.636176042000443,0
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,hellinger,oracle_rows,1000,200920,0.688856261198487,0.6911557039084475,0.6851941467016747,0.6874009465486469,,,,0.871696471960642,0.7361495542817854,0.0,0.21069579932311366,1.0,0.0,0.0,35630,250000,212318,161201,2614,1,19.912555291999524,False,12500,confirmed,True,19.912555291999524,1
