stream,mode,level,detector,filter,metric,mean,std,count
RBF_I,clean,none,hellinger,learned_features_label,macro_recall,0.6606274680826274,0.030861402953275635,3
RBF_I,clean,none,hellinger,learned_features_label,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,learned_features_label,roc_auc,0.8557596915600351,0.016272056718990735,3
RBF_I,clean,none,hellinger,learned_features_label,scored_resets,1.0,1.7320508075688772,3
RBF_I,clean,none,hellinger,learned_features_label,total_seconds,32.16714763900018,6.914859322725252,3
RBF_I,clean,none,hellinger,none,accuracy,0.67809060804622,0.051717618310480884,3
RBF_I,clean,none,hellinger,none,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hellinger,none,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,none,legitimate_withhold_rate,0.2088353413654618,0.0441767068273092,3
RBF_I,clean,none,hellinger,none,macro_f1,0.6776070388116251,0.05211911861931583,3
RBF_I,clean,none,hellinger,none,macro_recall,0.6770316600448106,0.05119774236663363,3
RBF_I,clean,none,hellinger,none,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,none,roc_auc,0.8649890284089983,0.02877450639953899,3
RBF_I,clean,none,hellinger,none,scored_resets,0.6666666666666666,1.1547005383792517,3
RBF_I,clean,none,hellinger,none,total_seconds,30.608806805666973,9.131723227661565,3
RBF_I,clean,none,hellinger,oracle_blocks,accuracy,0.67809060804622,0.051717618310480884,3
RBF_I,clean,none,hellinger,oracle_blocks,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hellinger,oracle_blocks,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,oracle_blocks,legitimate_withhold_rate,0.2088353413654618,0.0441767068273092,3
RBF_I,clean,none,hellinger,oracle_blocks,macro_f1,0.6776070388116251,0.05211911861931583,3
RBF_I,clean,none,hellinger,oracle_blocks,macro_recall,0.6770316600448106,0.05119774236663363,3
RBF_I,clean,none,hellinger,oracle_blocks,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,oracle_blocks,roc_auc,0.8649890284089983,0.02877450639953899,3
RBF_I,clean,none,hellinger,oracle_blocks,scored_resets,0.6666666666666666,1.1547005383792517,3
RBF_I,clean,none,hellinger,oracle_blocks,total_seconds,29.224582791333887,7.689479936728827,3
RBF_I,clean,none,hellinger,oracle_rows,accuracy,0.67809060804622,0.051717618310480884,3
RBF_I,clean,none,hellinger,oracle_rows,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hellinger,oracle_rows,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,oracle_rows,legitimate_withhold_rate,0.2088353413654618,0.0441767068273092,3
RBF_I,clean,none,hellinger,oracle_rows,macro_f1,0.6776070388116251,0.05211911861931583,3
RBF_I,clean,none,hellinger,oracle_rows,macro_recall,0.6770316600448106,0.05119774236663363,3
RBF_I,clean,none,hellinger,oracle_rows,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,oracle_rows,roc_auc,0.8649890284089983,0.02877450639953899,3
RBF_I,clean,none,hellinger,oracle_rows,scored_resets,0.6666666666666666,1.1547005383792517,3
RBF_I,clean,none,hellinger,oracle_rows,total_seconds,34.39400576433339,15.52911069043678,3
RBF_I,clean,none,hellinger,random_blocks,accuracy,0.67809060804622,0.051717618310480884,3
RBF_I,clean,none,hellinger,random_blocks,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hellinger,random_blocks,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,random_blocks,legitimate_withhold_rate,0.2088353413654618,0.0441767068273092,3
RBF_I,clean,none,hellinger,random_blocks,macro_f1,0.6776070388116251,0.05211911861931583,3
RBF_I,clean,none,hellinger,random_blocks,macro_recall,0.6770316600448106,0.05119774236663363,3
RBF_I,clean,none,hellinger,random_blocks,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,random_blocks,roc_auc,0.8649890284089983,0.02877450639953899,3
RBF_I,clean,none,hellinger,random_blocks,scored_resets,0.6666666666666666,1.1547005383792517,3
RBF_I,clean,none,hellinger,random_blocks,total_seconds,33.67080502766718,14.418829321430952,3
RBF_I,clean,none,hellinger,random_rows,accuracy,0.67809060804622,0.051717618310480884,3
RBF_I,clean,none,hellinger,random_rows,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hellinger,random_rows,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,random_rows,legitimate_withhold_rate,0.2088353413654618,0.0441767068273092,3
RBF_I,clean,none,hellinger,random_rows,macro_f1,0.6776070388116251,0.05211911861931583,3
RBF_I,clean,none,hellinger,random_rows,macro_recall,0.6770316600448106,0.05119774236663363,3
RBF_I,clean,none,hellinger,random_rows,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,random_rows,roc_auc,0.8649890284089983,0.02877450639953899,3
RBF_I,clean,none,hellinger,random_rows,scored_resets,0.6666666666666666,1.1547005383792517,3
RBF_I,clean,none,hellinger,random_rows,total_seconds,32.07194734699988,11.58292252575619,3
RBF_I,concept,moderate,adwin,learned_features,accuracy,0.6304070541993854,0.053476815529255886,3
RBF_I,concept,moderate,adwin,learned_features,filter_legitimate_rejection,0.05645985590890396,0.014350007234354823,3
RBF_I,concept,moderate,adwin,learned_features,filter_poison_recall,0.0641399005753072,0.00431543193471451,3
RBF_I,concept,moderate,adwin,learned_features,legitimate_withhold_rate,0.26874576930593647,0.04107306056164674,3
RBF_I,concept,moderate,adwin,learned_features,macro_f1,0.6289822078968498,0.054534840518978195,3
RBF_I,concept,moderate,adwin,learned_features,macro_recall,0.6290520874274985,0.054223986554018534,3
RBF_I,concept,moderate,adwin,learned_features,poison_admission_rate,0.5997399296632329,0.0411833566228785,3
RBF_I,concept,moderate,adwin,learned_features,roc_auc,0.8374771314513391,0.0305609064329852,3
RBF_I,concept,moderate,adwin,learned_features,scored_resets,2.3333333333333335,2.3094010767585034,3
RBF_I,concept,moderate,adwin,learned_features,total_seconds,27.65370704199995,10.5901310823522,3
RBF_I,concept,moderate,adwin,learned_features_label,accuracy,0.6336089187986161,0.041270988458245526,3
RBF_I,concept,moderate,adwin,learned_features_label,filter_legitimate_rejection,0.025723317016259267,0.012413611020616363,3
RBF_I,concept,moderate,adwin,learned_features_label,filter_poison_recall,0.032954848416610366,0.003483461843584779,3
RBF_I,concept,moderate,adwin,learned_features_label,legitimate_withhold_rate,0.2731313515870596,0.06057860194210407,3
RBF_I,concept,moderate,adwin,learned_features_label,macro_f1,0.6316659736112163,0.042239873938280895,3
RBF_I,concept,moderate,adwin,learned_features_label,macro_recall,0.6311578694812933,0.040229951884045566,3
RBF_I,concept,moderate,adwin,learned_features_label,poison_admission_rate,0.6332789531546487,0.0666527825695815,3
RBF_I,concept,moderate,adwin,learned_features_label,roc_auc,0.8395606992740287,0.022138582655696612,3
RBF_I,concept,moderate,adwin,learned_features_label,scored_resets,2.6666666666666665,1.1547005383792515,3
RBF_I,concept,moderate,adwin,learned_features_label,total_seconds,30.193258874667055,18.305875077658957,3
RBF_I,concept,moderate,adwin,none,accuracy,0.6497379992498451,0.03646506176078712,3
RBF_I,concept,moderate,adwin,none,filter_legitimate_rejection,0.0,0.0,3
RBF_I,concept,moderate,adwin,none,filter_poison_recall,0.0,0.0,3
