stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,alarm_rate,alarm_blocks,monitored_blocks,poison_exposed_blocks,poison_alarm_blocks,poison_alarm_rate,unexposed_blocks,unexposed_alarm_blocks,unexposed_alarm_rate,event_recall,detected_events,scheduled_events,detection_delay,seconds_per_100k,detector,learner_resets,status,folder
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,0.0,0,11,0,0,,1,0,0.0,0.0,0.0,3.0,,0.12138782500793847,d3_oof,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/d3_oof/SEA_A__s9913__clean__none
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,0.0,0,11,11,0,0.0,0,0,,0.0,0.0,3.0,,0.10327780012933847,d3_oof,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/d3_oof/SEA_A__s9913__instance__severe
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,0.09090909090909091,1,11,0,0,,1,0,0.0,0.3333333333333333,1.0,3.0,7.036,0.10152812513600414,hddm_w,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/hddm_w/SEA_A__s9913__clean__none
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,0.45454545454545453,5,11,11,5,0.45454545454545453,0,0,,1.0,3.0,3.0,1.3693333333333335,0.1139645750906008,hddm_w,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/hddm_w/SEA_A__s9913__instance__severe
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,0.0,0,11,0,0,,1,0,0.0,0.0,0.0,3.0,,0.011324291457034025,hellinger,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/hellinger/SEA_A__s9913__clean__none
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,0.0,0,11,11,0,0.0,0,0,,0.0,0.0,3.0,,0.010748616477940232,hellinger,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/SEA_A/hellinger/SEA_A__s9913__instance__severe
radar,clean,none,,,,radar__evaluation,radar__evaluation__clean__none__aNone,0.8181818181818182,9,11,0,0,,11,9,0.8181818181818182,,,,,0.017777425091480836,adwin,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/adwin/radar__evaluation__clean__none__aNone
radar,instance,severe,,3068245370.0,0.0,radar__evaluation,radar__evaluation__instance__severe__a0,0.7272727272727273,8,11,11,8,0.7272727272727273,0,0,,,,,,0.01770693318879542,adwin,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/adwin/radar__evaluation__instance__severe__a0
radar,clean,none,,,,radar__evaluation,radar__evaluation__clean__none__aNone,0.0,0,11,0,0,,11,0,0.0,,,,,1.532741674600402,d3_oof,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/d3_oof/radar__evaluation__clean__none__aNone
radar,instance,severe,,3068245370.0,0.0,radar__evaluation,radar__evaluation__instance__severe__a0,0.0,0,11,11,0,0.0,0,0,,,,,,1.47630139181274,d3_oof,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/d3_oof/radar__evaluation__instance__severe__a0
radar,clean,none,,,,radar__evaluation,radar__evaluation__clean__none__aNone,0.6363636363636364,7,11,0,0,,11,7,0.6363636363636364,,,,,0.34367395031343523,hddm_w,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/hddm_w/radar__evaluation__clean__none__aNone
radar,instance,severe,,3068245370.0,0.0,radar__evaluation,radar__evaluation__instance__severe__a0,0.6363636363636364,7,11,11,7,0.6363636363636364,0,0,,,,,,0.15448576693112653,hddm_w,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/hddm_w/radar__evaluation__instance__severe__a0
radar,clean,none,,,,radar__evaluation,radar__evaluation__clean__none__aNone,0.09090909090909091,1,11,0,0,,11,1,0.09090909090909091,,,,,0.09647709157434294,hellinger,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/hellinger/radar__evaluation__clean__none__aNone
radar,instance,severe,,3068245370.0,0.0,radar__evaluation,radar__evaluation__instance__severe__a0,0.09090909090909091,1,11,11,1,0.09090909090909091,0,0,,,,,,0.08109272457659245,hellinger,0,complete,results/per_dataset_study/integration_full_study/passive_detectors/runs/radar/hellinger/radar__evaluation__instance__severe__a0
