stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,detector,status,folder
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.14383762498619035,True,600,confirmed,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__instance__severe/confirmed_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,6650,1900,2,0.15128537500277162,False,600,immediate,True,10450,0.8850717703349282,0.8731879395768564,2864,1580,0.5516759776536313,7586,3466,0.45689427893488005,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__instance__severe/immediate_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,3800,4,0.14324362500337884,False,600,immediate,False,10450,0.8945454545454545,0.8854139303482587,2864,2864,1.0,7586,0,0.0,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__instance__severe/immediate_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,0,0,0.1457918329979293,False,600,confirmed,True,10450,0.8669856459330143,0.8504588885535898,0,0,,10450,1900,0.18181818181818182,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__clean__none/confirmed_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,0,0,0.12999149999814108,False,600,confirmed,False,10450,0.88,0.8674801403756076,0,0,,10450,0,0.0,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__clean__none/confirmed_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,0,0,0.14564445900032297,False,600,immediate,True,10450,0.8669856459330143,0.8504588885535898,0,0,,10450,1900,0.18181818181818182,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__clean__none/immediate_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,0,0,0.1388287910085637,False,600,immediate,False,10450,0.88,0.8674801403756076,0,0,,10450,0,0.0,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__clean__none/immediate_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.1599806250014808,False,600,confirmed,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__instance__severe/confirmed_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.12866366599337198,False,600,confirmed,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__instance__severe/confirmed_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.15012999999453314,False,600,immediate,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__instance__severe/immediate_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.12613320900709368,False,600,immediate,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,hellinger,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hellinger/SEA_A__s9913__instance__severe/immediate_unscreened
